,fast,slow,pumping,level_est,level_nat,pct_rfrch
2009-01-01,,,-1.6287975270339908e-06,-0.7043509211458694,,
2009-01-02,9.746813933609055e-18,,-0.00043190357162515284,-0.7047811959199675,-0.9546036662356542,
2009-01-03,0.0041879225184243436,,-0.0027639897967750584,-0.702925359626693,-0.9504157437172298,
2009-01-04,0.006307151889639195,,-0.006224879259452209,-0.7042670197181553,-0.948296514346015,
2009-01-05,0.0052913273189133525,,-0.010380614303298475,-0.7094385793327275,-0.9493123389167408,
2009-01-06,0.0037864448170956654,,-0.015958191545251514,-0.7165210390764981,-0.9508172214185585,
2009-01-07,0.002510664261274839,,-0.02303945006226023,-0.7248780781493277,-0.9520930019743793,
2009-01-08,0.0015915736460540466,,-0.031384181322592485,-0.7341419000248808,-0.9530120925896002,
2009-01-09,0.000979434004435973,,-0.040842153699076296,-0.7442120120429826,-0.9536242322312182,
2009-01-10,0.20161044195366462,,-0.0508010858471564,-0.5535399362418341,-0.7529932242819896,
2009-01-11,0.30309333921731085,,-0.05942886965790875,-0.4606848227889402,-0.6515103270183433,
2009-01-12,0.2541888193858286,,-0.0662015046769275,-0.5163619776394412,-0.7004148468498256,
2009-01-13,0.18605628930610965,,-0.07141821142814937,-0.589711214470382,-0.7685473769295446,
2009-01-14,0.1268875484379283,,-0.07524871401641048,-0.6527104579268245,-0.8277161177977259,
2009-01-15,0.09428980873234916,6.579099405186112e-17,-0.07868789719763421,-0.6887473808136273,-0.8603138575033049,0.9999999999999992
2009-01-16,0.06974301212703028,0.004692977300951508,-0.08178825659933175,-0.7117015595196923,-0.8801676768076724,0.9369528458341774
2009-01-17,0.04671237754420395,0.006344043498693589,-0.08536873177090686,-0.7366616030763516,-0.9015472451927566,0.8804283558145722
2009-01-18,0.03394115931805115,0.007302424520253462,-0.08979026442145613,-0.7528959729314938,-0.9133600823973496,0.8229439869027241
2009-01-19,0.024663766421470626,0.007933506030544135,-0.09391276156556609,-0.7656647814618937,-0.9220063937836395,0.7566205564522996
2009-01-20,0.016368956547049795,0.00837864966356809,-0.09801423532026636,-0.7776159214579907,-0.9298560600250363,0.6614359549662927
2009-01-21,0.01036337168576548,0.008706504208661887,-0.10295261199061012,-0.7882320284445251,-0.9355337903412269,0.5434420099605307
2009-01-22,0.006366840230632616,0.008955037542106054,-0.10891160063630587,-0.7979390152119095,-0.9392817884629155,0.41553916073921215
2009-01-23,0.003830147305715478,0.019576004987306283,-0.11565629708692936,-0.7965994371422499,-0.9311975139426324,0.1636384852053358
2009-01-24,0.0016632702455076206,0.025828902535980736,-0.12294099924133814,-0.7997981188081921,-0.9271114934541658,0.060499774198551924
2009-01-25,0.0009863866181606018,0.03062950818025219,-0.13061784263778153,-0.8033512401877111,-0.9229877714372414,0.031199073265202073
2009-01-26,0.0005778639640240349,0.0353044613371858,-0.13850409922245666,-0.8069710662695891,-0.9187213409344444,0.016104417959907164
2009-01-27,0.00032264462070854876,0.03902952604217374,-0.14627410898715631,-0.8112712306726163,-0.9152514955727719,0.008198902761236327
2009-01-28,0.00018585385138948255,0.04418059660276855,-0.1537413176360317,-0.8137241595302159,-0.9102372157814962,0.004189062895205408
2009-01-29,6.851200709860732e-05,0.04879092259059855,-0.16097709213998684,-0.8164669498906321,-0.905744231637957,0.0014022267687444018
2009-01-30,3.917884757247359e-05,0.052506151256655,-0.16818236433429656,-0.8199863265784114,-0.9020583361314267,0.0007456199722175026
2009-01-31,2.2279428097287377e-05,0.05693345945859837,-0.17529392090502674,-0.8226874743666734,-0.8976479273489585,0.00039117090802050236
2009-02-01,-6.335429056845886e-17,0.06106655527359009,-0.18239864497603117,-0.8256813820507835,-0.8935371109620641,-1.0374629825543513e-15
2009-02-02,-3.898725573443622e-17,0.06505429927531124,-0.1897856217003965,-0.8290806147734276,-0.8895493669603429,-5.993032923072665e-16
2009-02-03,-7.310110450206791e-18,0.06892377578487079,-0.19738252273513962,-0.8328080392986111,-0.8856798904507834,-1.0606079494285931e-16
2009-02-04,-6.822769753526339e-17,0.07269016261786297,-0.20422259566898704,-0.8358817253994665,-0.8819135036177913,-9.386097798947156e-16
2009-02-05,-1.4620220900413582e-17,0.07636408996673544,-0.21023170693819834,-0.8382169093198053,-0.8782395762689188,-1.9145413645055187e-16
2009-02-06,9.746813933609055e-18,0.07324948328448552,-0.21558860056053833,-0.8466884096243952,-0.8813541829511686,1.3306324490719596e-16
2009-02-07,-3.898725573443622e-17,0.07216804654989298,-0.22007049451184713,-0.8522517403102965,-0.8824356196857612,-5.402287798864366e-16
2009-02-08,-1.949362786721811e-17,0.0715902473084272,-0.22430963017175318,-0.8570686752116683,-0.883013418927227,-2.722944618871771e-16
2009-02-09,1.949362786721811e-17,0.07061545396056951,-0.2290574280396404,-0.8627912664274132,-0.8839882122750846,2.7605328258744924e-16
