,initial,pmin,pmax,vary,name,dist,stderr,optimal
fast_A,0.1720171772009884,1e-05,17.20171772009884,True,fast,uniform,0.001480234713964996,0.01763406124623196
fast_n,1.0,0.1,5.0,True,fast,uniform,0.16894088095674342,3.0267021832712593
fast_a,10.0,0.01,10000.0,True,fast,uniform,0.18106502285095386,1.9504245399482387
slow_A,0.05969139685666637,1e-05,5.9691396856666366,True,slow,uniform,0.21628802774782224,0.06079949130145028
slow_n,1.0,0.1,5.0,True,slow,uniform,0.04433022045733769,0.8488176214619115
slow_a,10.0,0.01,10000.0,True,slow,uniform,2311.212883578575,550.2414333237086
pumping_A,-1.3951898762477526,,0.0,True,pumping,uniform,0.010105953499627906,-0.0979915070264746
pumping_a,100.0,0.001,10000.0,True,pumping,uniform,3.5300106944062195,18.736071305910556
pumping_b,1.0,1e-06,25.0,True,pumping,uniform,1.2511822168171791,3.439834320142072
constant_d,7.4715937507061065,,,True,constant,uniform,3.0449150942778243,6.762251722416245
noise_alpha,1.0,1e-05,5000.0,True,noise,uniform,4.777990779761667,12.357621934073565
