,fast,slow,pumping,level_est,level_nat,pct_rfrch
2009-01-01,,,-1.031094096615262e-08,-0.8379967586003972,,
2009-01-02,-3.898725573443622e-17,,-4.799490116930343e-05,-0.8380447431906256,-0.9987120107944162,
2009-01-03,0.004192171224355961,,-0.0008690396798071258,-0.8346736167449074,-0.9945198395700602,
2009-01-04,0.0063179074627674435,,-0.0033489201000161156,-0.8350277609267049,-0.9923941033316488,
2009-01-05,0.005321061377548352,,-0.007144385784799665,-0.8398200726967076,-0.9933909494168678,
2009-01-06,0.003826440752575253,,-0.012239253331217987,-0.8464095608680989,-0.994885570041841,
2009-01-07,0.0025508820272811105,,-0.0190447923983981,-0.8544906586605733,-0.996161128767135,
2009-01-08,0.0016262574091744915,,-0.027643190901851366,-0.8640136817821331,-0.9970857533852417,
2009-01-09,0.001006651362879063,,-0.03791724335374276,-0.8749073402803199,-0.9977053594315372,
2009-01-10,0.20183441966561272,,-0.049644556730946116,-0.6858068853547896,-0.7968775911288035,
2009-01-11,0.303623700728223,,-0.06187472524134348,-0.5962477728025768,-0.6950883100661932,
2009-01-12,0.2556256301157326,,-0.07305748665459895,-0.6554286048283227,-0.7430863806786836,
2009-01-13,0.1879866762782245,0.0,-0.08247699030019359,-0.7324870623114254,-0.8107253345161917,1.0
2009-01-14,0.12883285618613685,0.0021451572546990335,-0.08993699933573904,-0.7969557341843594,-0.8677339973535803,0.9836220049583512
2009-01-15,0.09599971651521624,0.0034747121463253143,-0.09570032359931328,-0.834222643227228,-0.8992375821328746,0.965069292751126
2009-01-16,0.0711233416367105,0.0044338375924590865,-0.10039866702830991,-0.8628382360885966,-0.9231548315652466,0.9413181164557376
2009-01-17,0.04780370919325543,0.005175577870105135,-0.10444775859155754,-0.8894652198176533,-0.9457327237310557,0.9023094088843551
2009-01-18,0.034776591629664996,0.005774118457803356,-0.10871024175647312,-0.906156279958461,-0.9581613007069478,0.8576074637078237
2009-01-19,0.02528203659124574,0.006271156252770433,-0.11333075130764195,-0.919774306753082,-0.9671588179504,0.8012512938461723
2009-01-20,0.01682678315389191,0.006692475540201889,-0.11782137171400929,-0.9322988613093718,-0.9751927521003224,0.7154470033580388
2009-01-21,0.010695885222690871,0.011822154120135868,-0.12250821509801521,-0.9379869240446447,-0.9761939714515895,0.47499185252547804
2009-01-22,0.0066018882731458395,0.016204908235300672,-0.12799238626853368,-0.9431823380495434,-0.9759052142859697,0.2894702143153172
2009-01-23,0.0039918616122745516,0.020078648200885424,-0.13452509968200838,-0.9484513381583046,-0.9746415009812562,0.1658403433604093
2009-01-24,0.0017233147569907072,0.023903744220209976,-0.14200218414436294,-0.9543718734566184,-0.9730849518172155,0.06724590435928945
2009-01-25,0.0010280335115224744,0.0276782971269234,-0.15015480589557142,-0.9594452235465818,-0.9700056801559703,0.035812083559911605
2009-01-26,0.0006058898346539011,0.03212077140055576,-0.1589083062360731,-0.9641783932903196,-0.9659853495592066,0.018513646421164463
2009-01-27,0.0003400414660909702,0.03648545482639969,-0.16794638970678394,-0.9691176417037495,-0.9618865145019255,0.009233859698458712
2009-01-28,0.00019708816317446094,0.04079266739230156,-0.17688007110139908,-0.9738870638353794,-0.9577222552389402,0.004808229776040492
2009-01-29,7.261141387700145e-05,0.045405551521056554,-0.18549747332377348,-0.9780160586782962,-0.9532338478594826,0.0015966215253876445
2009-01-30,4.17858242264003e-05,0.049953156623086116,-0.1937939407377569,-0.9817957465799007,-0.9487170683471037,0.00083580102668258
2009-01-31,2.3913077639383268e-05,0.05444687759965294,-0.20183445151911958,-0.9853604091312835,-0.9442412201171239,0.0004390073531528909
2009-02-01,-1.0721495326969961e-16,0.05889044460511468,-0.20963480760681966,-0.9887411112911613,-0.9398215661893016,-1.820583186094474e-15
2009-02-02,-1.4620220900413582e-17,0.059711007013935835,-0.21743222529346523,-0.9957179665689857,-0.9390010037804803,-2.448496790047671e-16
2009-02-03,-1.1696176720330866e-16,0.06065322685981051,-0.22542413593044616,-1.002767657360092,-0.9380587839346057,-1.9283684192705175e-15
2009-02-04,-5.3607476634849807e-17,0.061628359017853185,-0.23337602494396018,-1.0097444142155634,-0.937083651776563,-8.698507876758531e-16
2009-02-05,-1.0234154630289508e-16,0.0622612566691151,-0.24064732749577725,-1.0163828191161186,-0.9364507541253012,-1.6437436662543645e-15
2009-02-06,4.873406966804528e-18,0.06291825321164125,-0.24702571659582395,-1.022104211673639,-0.9357937575827749,7.745617079373781e-17
2009-02-07,-9.746813933609055e-18,0.06251330943975787,-0.25246548419121284,-1.0279489230409111,-0.9361987013546583,-1.5591582050222055e-16
2009-02-08,1.949362786721811e-17,0.06216462086516428,-0.2568657856787929,-1.032697913103085,-0.9365473899292519,3.135807408767117e-16
2009-02-09,-8.77213254024815e-17,0.06184236365986585,-0.2608324981324395,-1.03698688276203,-0.9368696471345505,-1.418466569048857e-15
2009-02-10,0.012576513673067726,0.061181509937187004,-0.26502910395972534,-1.0292678286389267,-0.9249539871841614,0.1705104483211666
2009-02-11,0.01895372238830242,0.06055232512109284,-0.26904200275371104,-1.027532703533772,-0.9192059632850209,0.2383934679442171
2009-02-12,0.04530838270313654,0.05994319971689624,-0.2718235299436669,-1.0045686958130904,-0.8934604283743834,0.4304769739453617
2009-02-13,0.05570467449709817,0.059350419968089665,-0.2728740560264714,-0.9958157098507399,-0.8836569163292284,0.48415652306428475
2009-02-14,0.0449000757246817,0.05877171749467979,-0.2720747412211234,-1.006399696291218,-0.8950402175750547,0.43309828382804777
2009-02-15,0.03166385749555017,0.058205492601816365,-0.26989197212474897,-1.0180193703168388,-0.9088426606970497,0.35233210723394365
2009-02-16,0.05441349807445218,0.05765053524155782,-0.2671239814899331,-0.9930566964633794,-0.8866479774784062,0.4855571985439008
2009-02-17,0.06794983548030005,0.057105890111147584,-0.26417528722427214,-0.9771163099222808,-0.8736562852029686,0.5433564529647337
2009-02-18,0.05702538556945813,0.05657078043830383,-0.26061134511097245,-0.9850119273926667,-0.8851158447866543,0.5020009703986102
2009-02-19,0.04084804565407899,0.05604456057260561,-0.2562873371746939,-0.9973914792374655,-0.9018194045677316,0.4215806266838685
2009-02-20,0.06908025361283632,0.05552668450253825,-0.25195080827660393,-0.9653406184506856,-0.8741050726790416,0.5543852907201231
2009-02-21,0.08046063812386352,0.05608926255997061,-0.24812880024731282,-0.9495756478529349,-0.8621621101105821,0.5892398143163871
2009-02-22,0.06389288207216226,0.05660903473844512,-0.2443572545903769,-0.9618520860692258,-0.8782100939838088,0.5302229521591975
2009-02-23,0.04473268519091043,0.05961539325680409,-0.24059821568964507,-0.9742468855313868,-0.8943639323467016,0.4286871963178943
2009-02-24,0.06705420308119549,0.062493690711435665,-0.23773175844532007,-0.9461806129421452,-0.869164117001785,0.5176016461412328
2009-02-25,0.0753727472628043,0.06530950795168212,-0.23600872612457807,-0.933323219199548,-0.8580297555799298,0.5357658444406497
2009-02-26,0.059173541462185876,0.06807741802213019,-0.23468627046069826,-0.9454320592658385,-0.8714610513101001,0.46501450128145505
2009-02-27,0.041246215979726185,0.0736648173540942,-0.2334813204784823,-0.9565670354341181,-0.8838009774605958,0.35894043228994865
2009-02-28,0.3078817334389016,0.07943932223935836,-0.23263202322555557,-0.6833077158367519,-0.6113909551161563,0.7949005842188268
2009-03-01,0.4487003895161616,0.08510178793911634,-0.23193340717109553,-0.5361279780052739,-0.46490983333913827,0.8405742959970481
2009-03-02,0.3794841918673864,0.09067849291436364,-0.23053405028768761,-0.5983681137953938,-0.5285493260126661,0.8071337946428976
2009-03-03,0.2732315753851581,0.09975547447885139,-0.228390464888413,-0.6934001633138598,-0.6257249609304067,0.7325497640863884
2009-03-04,0.18225711821369986,0.10859643579441634,-0.2266190970849544,-0.7737622913662945,-0.7078584567863,0.6266284723088308
2009-03-05,0.11623229718634902,0.11622355417769756,-0.22593674108367148,-0.8314776380090811,-0.7662561594303696,0.5000188057401012
2009-03-06,0.11374800874710814,0.12378194495841456,-0.22603868260080887,-0.8265054771847424,-0.7611820570888934,0.47887858761647806
2009-03-07,0.10672934014568132,0.13197130467121504,-0.22637277810402687,-0.8256688815765868,-0.7600113659775198,0.447126316845737
2009-03-08,0.07920463651727278,0.14004499175986213,-0.22613974403730272,-0.8448868640496241,-0.7794623825172813,0.36125323057404185
2009-03-09,0.05359173781385079,0.14802381646175147,-0.2252419988392838,-0.8616231928531378,-0.7970964565188139,0.26581152434594674
2009-03-10,0.0343365665867926,0.1559141588060386,-0.22423271784128498,-0.87197874073791,-0.808461285401585,0.180480607976102
2009-03-11,0.03395475035508236,0.16443520112324653,-0.22376396566754772,-0.8633707624786751,-0.8003220593160874,0.1711515633834479
2009-03-12,0.031965109068019644,0.1731990381527845,-0.22360975853035273,-0.8564423595990048,-0.7935478635736121,0.1558026073318638
2009-03-13,0.023750940948217954,0.18185198916603257,-0.22309740119963367,-0.8554912193748394,-0.7931090806801657,0.11551849448361415
2009-03-14,0.015168573566839965,0.19040902485912706,-0.22230392754496564,-0.8547230774084549,-0.7931344123684492,0.07378514820184798
2009-03-15,0.0097994860159591,0.19530047551286042,-0.22159620745417674,-0.8544929942148135,-0.7936120492655967,0.04777907291114791
2009-03-16,0.006132261530084337,0.20027285925892904,-0.22093618816656194,-0.8525278156670049,-0.7923068900054028,0.029709832327041507
2009-03-17,0.04566778047096636,0.20881401394824745,-0.2202172393157288,-0.8037321931859712,-0.7442302163752024,0.17945401782155293
2009-03-18,0.06542753555952259,0.2171645149683995,-0.21914807562371735,-0.7745527733852515,-0.716119960266494,0.231526454609373
2009-03-19,0.05454217209802871,0.22218976431236498,-0.21744652743857862,-0.7787113393176412,-0.7219800743840226,0.1970938837255944
2009-03-20,0.03890845950598751,0.2272735081005058,-0.21533577761905165,-0.7871505583020146,-0.7325300431879229,0.1461724092576674
2009-03-21,0.02588486706357928,0.23234149169631652,-0.21352446094466873,-0.7932948504742292,-0.7404856520345204,0.10024099471443798
2009-03-22,0.016480408333375416,0.238453477589828,-0.21252307989201857,-0.7955859422582714,-0.7437781248712128,0.06464581306519603
2009-03-23,0.022768384774537586,0.24090612609508671,-0.21229218872928504,-0.786614426149117,-0.735037499924792,0.08635034421584865
2009-03-24,0.02512747058649783,0.24275166826813183,-0.2122502466086775,-0.7823678560435041,-0.7308328719397865,0.09380152069300846
2009-03-25,0.01960460928648029,0.24465266975202082,-0.2116623842210502,-0.7854018534720053,-0.7344547317559151,0.07418758475759521
2009-03-26,0.013626162191841531,0.24657411417602804,-0.210554364849665,-0.7883508367712517,-0.7385117344265466,0.05236797739821362
2009-03-27,0.008906135384404202,0.24850436586272276,-0.20938317067982065,-0.7899694177221499,-0.7413015095472892,0.03459895902169845
2009-03-28,0.005604886366293095,0.2540123549169718,-0.2085280450018204,-0.7869075520080118,-0.7390947695111513,0.021589037533056896
2009-03-29,0.003437812330901602,0.2557759865552375,-0.2083000547891177,-0.7870830041924348,-0.7394982119082771,0.013262458810735138
2009-03-30,0.0020697334659775064,0.2576256005450878,-0.20866760427128836,-0.7869690185496793,-0.7390166767833508,0.00796985234201134
2009-03-31,0.001092427546150477,0.25948788768718145,-0.2093269215678977,-0.786743354624022,-0.7381316955610843,0.0041922872998763645
2009-04-01,0.0006440519802346671,0.261351558552581,-0.2101350802896065,-0.7861362180462471,-0.7367164002616005,0.0024582548498613024
2009-04-02,0.00037604679076821946,0.26321186543074565,-0.21085932922006426,-0.7852681652880067,-0.7351240985729024,0.001426646569635551
2009-04-03,0.0002178342416308155,0.26506617937806226,-0.2110740631705826,-0.7837867978403458,-0.7334279971747231,0.0008211359540989877
2009-04-04,0.0001253574726792521,0.2669128244267265,-0.21063836959437612,-0.7815969359844266,-0.7316738288950104,0.00046943651199091337
2009-04-05,7.173923291831793e-05,0.26875064044420377,-0.20976981339266976,-0.7789441820050039,-0.7298896311172941,0.00026686480866839544
2009-04-06,-1.3523704332882565e-16,0.27057878189141,-0.2087908464308285,-0.7762088128288749,-0.7281332289030062,-4.998065346568812e-16
2009-04-07,9.746813933609055e-18,0.27239661149033223,-0.20790572770866314,-0.7735058645077871,-0.726315399304084,3.5781700368012784e-17
