kper,kstp,k,i,j,CONFq
1,1,0,1,27,4.7490157081373034
1,1,0,1,28,4.746180566909377
1,1,0,1,29,4.742945054024059
1,1,0,1,30,4.74000973768824
1,1,0,1,31,4.737573600798438
1,1,0,1,32,4.7356601763450925
1,1,0,1,33,4.734232666329282
1,1,0,1,34,4.733227064266076
1,1,0,1,35,4.732563898794519
1,1,0,1,36,4.732152177676435
1,1,0,1,37,4.7318904140301505
1,1,0,1,38,4.73166716557132
1,1,0,1,39,4.7313642304306
1,1,0,1,40,4.730870616404701
1,1,0,1,41,4.7301314423465755
1,1,0,1,42,4.729308633805395
1,1,0,2,24,4.77771518384688
1,1,0,2,25,4.772463684785423
1,1,0,2,26,4.765226954021173
1,1,0,2,27,4.75628352648628
1,1,0,2,28,4.751011725593669
1,1,0,2,29,4.747073487492861
1,1,0,2,30,4.743945618603515
1,1,0,2,31,4.7414819838659685
1,1,0,2,32,4.739603808701927
1,1,0,2,33,4.738239638052862
1,1,0,2,34,4.737313050676068
1,1,0,2,35,4.7367403306644515
1,1,0,2,36,4.736429437384842
1,1,0,2,37,4.73627847786925
1,1,0,2,38,4.7361729244602255
1,1,0,2,39,4.735980581715211
1,1,0,2,40,4.735541418988017
1,1,0,2,41,4.73463972004471
1,1,0,2,42,4.732905364335711
1,1,0,2,43,4.7294196628464995
1,1,0,2,44,4.720812533234236
1,1,0,2,45,4.7059968126175225
1,1,0,2,46,4.683396821039889
1,1,0,2,47,4.704714256826055
1,1,0,3,21,4.817316459381967
1,1,0,3,22,4.810298803444837
1,1,0,3,23,4.800248319707411
1,1,0,3,24,4.787418493013195
1,1,0,3,25,4.778897225593706
1,1,0,3,26,4.771377135410125
1,1,0,3,27,4.764342188180658
1,1,0,3,28,4.75896367109751
1,1,0,3,29,4.754844528441788
1,1,0,3,30,4.751667710940302
1,1,0,3,31,4.7492515486234606
1,1,0,3,32,4.747477855346764
1,1,0,3,33,4.7462524163987005
1,1,0,3,34,4.745487977798767
1,1,0,3,35,4.745096998646391
1,1,0,3,36,4.74498779258435
1,1,0,3,37,4.745061012471815
1,1,0,3,38,4.745204242222599
1,1,0,3,39,4.7452814692354295
1,1,0,3,40,4.745110182697626
1,1,0,3,41,4.744409843822359
1,1,0,3,42,4.742683604425567
1,1,0,3,43,4.738965635194319
1,1,0,3,44,4.731438710463612
1,1,0,3,45,4.718188250390131
1,1,0,3,46,4.696031276438077
1,1,0,3,47,4.730434835432398
1,1,0,3,48,4.761155992955592
1,1,0,4,18,4.864549404797486
1,1,0,4,19,4.85648797674177
1,1,0,4,20,4.8445089514861195
1,1,0,4,21,4.828812326274315
1,1,0,4,22,4.817805163763053
1,1,0,4,23,4.807494494859636
1,1,0,4,24,4.797295908926111
1,1,0,4,25,4.788799528680094
1,1,0,4,26,4.781508944692064
1,1,0,4,27,4.775208441625853
1,1,0,4,28,4.770115811031744
1,1,0,4,29,4.766129248729143
1,1,0,4,30,4.763081493640261
1,1,0,4,31,4.760827772155858
1,1,0,4,32,4.759250742368449
1,1,0,4,33,4.758250278841599
1,1,0,4,34,4.757734986399861
1,1,0,4,35,4.7576169113527875
1,1,0,4,36,4.7578080502601665
1,1,0,4,37,4.758217077620062
1,1,0,4,38,4.758744455254801
1,1,0,4,39,4.759273237868399
1,1,0,4,40,4.759649887824361
1,1,0,4,41,4.759646671996059
1,1,0,4,42,4.758891730631056
1,1,0,4,43,4.756756469837953
1,1,0,4,44,4.752218451884186
1,1,0,4,45,4.743706082909846
1,1,0,4,46,4.727442213284737
1,1,0,4,47,4.764263392329649
1,1,0,4,48,4.79631792112305
1,1,0,4,49,4.829515979678176
1,1,0,5,16,4.902756384321698
1,1,0,5,17,4.893146150790233
1,1,0,5,18,4.877120532438694
1,1,0,5,19,4.864909899241827
1,1,0,5,20,4.852722890725563
1,1,0,5,21,4.840129883390366
1,1,0,5,22,4.829114303780633
1,1,0,5,23,4.819122987770269
1,1,0,5,24,4.8099561200045144
1,1,0,5,25,4.8019722003267304
1,1,0,5,26,4.79512087772097
1,1,0,5,27,4.789333213612702
1,1,0,5,28,4.784625249822113
1,1,0,5,29,4.7809356157773575
1,1,0,5,30,4.778158713739318
1,1,0,5,31,4.7761820340712315
1,1,0,5,32,4.774899744787765
1,1,0,5,33,4.774214469076474
1,1,0,5,34,4.774035761957389
1,1,0,5,35,4.77427837724257
1,1,0,5,36,4.774860974699299
1,1,0,5,37,4.775705036738525
1,1,0,5,38,4.7767333623110915
1,1,0,5,39,4.777866996698226
1,1,0,5,40,4.77901908464394
1,1,0,5,41,4.780084381300332
1,1,0,5,42,4.780928358422729
1,1,0,5,43,4.781396352384077
1,1,0,5,44,4.781415369960522
1,1,0,5,45,4.781412381328714
1,1,0,5,46,4.785622467650953
1,1,0,5,47,4.807304829026235
1,1,0,5,48,4.834804785023572
1,1,0,5,49,4.86720038220205
1,1,0,5,50,4.908176816073059
1,1,0,5,51,4.930605065921382
1,1,0,6,15,4.930955979999046
1,1,0,6,16,4.9169017887583415
1,1,0,6,17,4.904090299693127
1,1,0,6,18,4.890410319982669
1,1,0,6,19,4.877835888015031
1,1,0,6,20,4.865863600531606
1,1,0,6,21,4.8543848367581965
1,1,0,6,22,4.843906399604261
1,1,0,6,23,4.83442598506711
1,1,0,6,24,4.825923627482696
1,1,0,6,25,4.818494894779981
1,1,0,6,26,4.812146293530736
1,1,0,6,27,4.806851872302788
1,1,0,6,28,4.802587442566621
1,1,0,6,29,4.799298068162331
1,1,0,6,30,4.796902181219819
1,1,0,6,31,4.7953061207635255
1,1,0,6,32,4.794414165070487
1,1,0,6,33,4.794133440734607
1,1,0,6,34,4.794376125147831
1,1,0,6,35,4.795060719399018
1,1,0,6,36,4.796113364453458
1,1,0,6,37,4.797469757111362
1,1,0,6,38,4.799078106038108
1,1,0,6,39,4.80090375386736
1,1,0,6,40,4.802936713670311
1,1,0,6,41,4.805205163933685
1,1,0,6,42,4.807802662268426
1,1,0,6,43,4.81094665633783
1,1,0,6,44,4.815095437814584
1,1,0,6,45,4.82106078249387
1,1,0,6,46,4.830794161846173
1,1,0,6,47,4.849005930448071
1,1,0,6,48,4.872888538807386
1,1,0,6,49,4.900818918583493
1,1,0,6,50,4.931265824444159
1,1,0,6,51,4.95758705246261
1,1,0,6,52,4.984008236644655
1,1,0,7,14,4.966703638567855
1,1,0,7,15,4.949564141875376
1,1,0,7,16,4.934356100731167
1,1,0,7,17,4.920452012064169
1,1,0,7,18,4.907140562042004
1,1,0,7,19,4.894694171808069
1,1,0,7,20,4.883036837510021
1,1,0,7,21,4.872159153037879
1,1,0,7,22,4.862213972199719
1,1,0,7,23,4.853257597778859
1,1,0,7,24,4.845316917919844
1,1,0,7,25,4.838430219210565
1,1,0,7,26,4.8326051802067145
1,1,0,7,27,4.827824776213383
1,1,0,7,28,4.824056561017347
1,1,0,7,29,4.821247192744261
1,1,0,7,30,4.819324177185653
1,1,0,7,31,4.818202699596741
1,1,0,7,32,4.817792522574415
1,1,0,7,33,4.818003304712594
1,1,0,7,34,4.818748581119447
1,1,0,7,35,4.819949124071101
1,1,0,7,36,4.821536465659317
1,1,0,7,37,4.823457462794526
1,1,0,7,38,4.825681104483452
1,1,0,7,39,4.828209474769833
1,1,0,7,40,4.831095905850553
1,1,0,7,41,4.834474764047062
1,1,0,7,42,4.838609277236884
1,1,0,7,43,4.843972351461758
1,1,0,7,44,4.851441497968432
1,1,0,7,45,4.859631907909373
1,1,0,7,46,4.871980645106477
1,1,0,7,47,4.889541553003168
1,1,0,7,48,4.911445754534922
1,1,0,7,49,4.9364598868804705
1,1,0,7,50,4.963036811542517
1,1,0,7,51,4.989043663114625
1,1,0,7,52,5.015018759633424
1,1,0,7,53,5.042097915211473
1,1,0,8,13,5.008194025767654
1,1,0,8,14,4.988420937668337
1,1,0,8,15,4.970815433131143
1,1,0,8,16,4.955077172797521
1,1,0,8,17,4.940787570463483
1,1,0,8,18,4.9275596620384
1,1,0,8,19,4.915306296826877
1,1,0,8,20,4.903965303212294
1,1,0,8,21,4.8935298907466205
1,1,0,8,22,4.884056371300568
1,1,0,8,23,4.875591454294327
1,1,0,8,24,4.868167974309058
1,1,0,8,25,4.861809686462179
1,1,0,8,26,4.856520417213101
1,1,0,8,27,4.852283158413769
1,1,0,8,28,4.849062396560171
1,1,0,8,29,4.846804044437777
