time,flux
1.0,-35.67535562929413
2.0,-35.13074815202128
3.0,-34.975720523154905
4.0,-34.85947910827281
5.0,-34.76579548319182
6.0,-34.64488093840862
7.0,-34.62865659414922
8.0,-34.494750702355304
9.0,-34.355964333867746
10.0,-34.206914681349986
11.0,-34.19747601509937
12.0,-34.095235694310304
13.0,-34.11882432511106
14.0,-34.11400819767766
15.0,-34.05218489515505
16.0,-34.06091234315318
17.0,-34.042258708239046
18.0,-33.929618786156425
19.0,-33.78348600054858
20.0,-33.62855033248093
21.0,-33.409903679796116
22.0,-33.36964992381593
23.0,-33.347828637644625
24.0,-33.48765947928666
25.0,-33.75396276855804
26.0,-34.19010087845686
27.0,-34.660853006242974
28.0,-35.35908937829822
29.0,-36.07692063384184
30.0,-36.570466552634
31.0,-37.042828714788016
32.0,-37.68250785446935
33.0,-38.22580478639304
34.0,-38.55247549663818
35.0,-39.15390663816231
36.0,-39.82053862844748
37.0,-40.221887349079225
38.0,-40.54178984196767
39.0,-41.08326411331893
40.0,-41.262963531964374
41.0,-41.441166367649316
42.0,-41.52981296611563
43.0,-41.64664630127447
44.0,-41.555869131383815
45.0,-41.73269363174575
46.0,-41.7437173996226
47.0,-41.46998253039408
48.0,-41.1640205618304
49.0,-41.07731393233189
50.0,-40.94528650381403
51.0,-40.86202372523394
52.0,-40.8361728869379
53.0,-40.89615887100388
54.0,-148.882915261917
55.0,-151.21040507542068
56.0,-151.4198444993698
57.0,-151.608016632994
58.0,-151.79297175935233
59.0,-152.29294411707315
60.0,-152.80606479687992
61.0,-153.2341578011916
62.0,-153.6253524283635
63.0,-153.83545587127958
64.0,-153.84924635198252
65.0,-154.03591801185019
66.0,-154.572152942588
67.0,-154.90021136450537
68.0,-155.06529853836662
69.0,-155.2903713678961
70.0,-155.98496407121593
71.0,-156.6023584573419
72.0,-157.11150231689112
73.0,-157.666727549661
74.0,-158.15316608863054
75.0,-158.63702820140645
76.0,-158.85980941172534
77.0,-159.0661064922998
78.0,-159.21863317517455
79.0,-159.31367379165783
80.0,-159.3522049800539
81.0,-159.3941027386079
82.0,-159.3838446999489
83.0,-159.42230556032666
84.0,-159.56599534067368
85.0,-159.79749000240338
86.0,-159.75599674827413
87.0,-159.76888530589667
88.0,-159.94189056577875
89.0,-160.11955870760062
90.0,-160.26613022574043
91.0,-160.36489289098859
92.0,-160.3630967648087
93.0,-160.32738444898325
94.0,-160.1584105432247
95.0,-159.95526986141385
96.0,-159.8131229210719
97.0,-159.70626222911255
98.0,-159.5760695615097
99.0,-159.49565227814674
100.0,-159.46563167175293
101.0,-159.21310141129607
102.0,-158.85909468099123
103.0,-158.5682598667504
104.0,-158.15823505954393
105.0,-157.72824580422696
106.0,-157.37365478583513
