kper,awanui,confined,poukawa,spring,inout,percentdiscrepancy,recharge,stoss,total,sw,inflow
1,-9145.762,7423.5933,-906.25586,-597.3674,-12.8915,-0.1,3212.9,0.0,-12.891602,-10649.385,10636.493
2,-9993.457,4251.831,-660.8862,-647.4489,-2.279,-0.02,0.0,7047.681,-2.2792969,-11301.793,4251.831
3,-6825.978,5639.8306,4.9066,-2024.2979,7.3616,0.08,3212.9,0.0,7.3623047,-8845.369,8852.73
4,-7773.1484,4512.4956,3.5761,-2124.4883,-1.7475,-0.02,0.0,5379.8184,-1.7470703,-9894.061,4512.4956
