kper,kstp,k,i,j,AWq
1,1,0,2,46,78.2396821039888
1,1,0,3,46,106.4031276438077
1,1,0,4,46,113.1442213284738
1,1,0,5,45,2.541238132871399
1,1,0,6,45,-2.6939217506130717
1,1,0,7,44,-5.455850203156842
1,1,0,8,43,-0.16061959026421846
1,1,0,8,54,31.170005937659766
1,1,0,9,43,-0.160078970520658
1,1,0,9,52,34.28361952212083
1,1,0,9,53,32.75363891825441
1,1,0,10,42,2.852997092713508
1,1,0,10,50,41.66352183671381
1,1,0,10,51,39.48644164096481
1,1,0,11,42,7.269329130251776
1,1,0,11,48,47.86507463400176
1,1,0,11,49,27.54121989884038
1,1,0,12,9,-118.91019818853033
1,1,0,12,42,6.890021389169988
1,1,0,12,46,112.19658684905164
1,1,0,12,47,26.22954959215815
1,1,0,13,10,-124.25838183667815
1,1,0,13,42,11.626965450048147
1,1,0,13,44,71.70363093270691
1,1,0,13,45,53.31887655781475
1,1,0,13,52,-212.7224701260153
1,1,0,13,53,-215.53133374157528
1,1,0,13,54,-215.64022643690976
1,1,0,13,55,-216.42314269908456
1,1,0,14,10,-130.93808132688548
1,1,0,14,11,-136.55920290103336
1,1,0,14,41,8.963749074395878
1,1,0,14,42,19.211312334656554
1,1,0,14,43,89.37107048188068
1,1,0,14,50,-198.33219614567895
1,1,0,14,51,-200.84711553576244
1,1,0,15,12,-139.7757137256085
1,1,0,15,13,-146.54797648581712
1,1,0,15,41,18.580917341024247
1,1,0,15,48,-188.16316818161454
1,1,0,15,49,-193.7964231659663
1,1,0,16,14,108.09097861242776
1,1,0,16,15,-138.6455682443658
1,1,0,16,16,-147.6815218836599
1,1,0,16,17,-141.64372082127034
1,1,0,16,41,9.255362941008343
1,1,0,16,46,-181.08921905307136
1,1,0,16,47,-181.10187513349524
1,1,0,17,18,-138.69142062596393
1,1,0,17,41,-18.895951126187583
1,1,0,17,42,-163.6917460194037
1,1,0,17,43,-168.4442633310373
1,1,0,17,44,-172.04234905477813
1,1,0,17,45,-173.73144837022562
1,1,0,18,19,-122.74660916511914
1,1,0,18,20,-134.70131515885498
1,1,0,18,40,215.26941880832453
1,1,0,18,42,-158.2981658117052
1,1,0,19,21,-134.12781720035605
1,1,0,19,40,186.33200534688706
1,1,0,19,41,-151.6724777856773
1,1,0,20,22,-129.47739900949205
1,1,0,20,39,65.12175569411067
1,1,0,20,41,-133.8370593656224
1,1,0,21,23,-130.67484918692514
1,1,0,21,36,-126.93225817731934
1,1,0,21,37,-127.62149559345187
1,1,0,21,38,-124.22658975734566
1,1,0,21,39,-120.70037467741918
1,1,0,21,40,-128.01754865173348
1,1,0,21,41,-133.81507148221897
1,1,0,22,24,-127.60014436413041
1,1,0,22,35,-121.79377348714956
1,1,0,23,25,-120.20919414746845
1,1,0,23,26,-118.02937426914264
1,1,0,23,34,-116.31312995584221
1,1,0,24,27,-113.82933788784555
1,1,0,24,28,-111.36731312687004
1,1,0,24,33,-112.01083239885168
1,1,0,25,29,-105.23355456597233
1,1,0,25,33,-105.71590051202361
1,1,0,26,29,-106.78032196346885
1,1,0,26,32,-105.21454999465402
1,1,0,27,30,79.13781579355202
1,1,0,27,31,-98.97802141589898
1,1,0,27,32,-96.29068986071968
1,1,0,27,33,-92.71198709880878
1,1,0,28,32,-96.85214739122648
1,1,0,28,33,-87.15191175850975
1,1,0,29,31,-92.99906960826092
1,1,0,30,31,-92.12449948089727
1,1,0,31,31,-83.42237769137773
1,1,0,32,30,-86.4817145559191
1,1,0,33,27,-81.48871275230601
1,1,0,33,28,-77.15070668276485
1,1,0,33,29,-72.91642535029575
1,1,0,34,25,-86.14419657219423
1,1,0,34,26,-82.74618308295032
1,1,0,35,22,-92.39150559843051
1,1,0,35,23,-89.05507115163357
1,1,0,35,24,-86.45192121036007
1,1,0,36,14,-112.68989803415946
1,1,0,36,15,-109.40139014311785
1,1,0,36,16,-106.50525835934627
1,1,0,36,17,-103.57397977331402
1,1,0,36,18,-100.3887828385707
1,1,0,36,19,-97.26672832104055
1,1,0,36,20,-94.30795004521542
1,1,0,36,21,-91.89126422095762
1,1,0,37,14,-109.43734621903207
1,1,0,38,12,-112.35206923369526
1,1,0,38,13,-109.2052036412415
1,1,0,39,11,-111.01539515389936
1,1,0,40,9,-111.39759926294994
1,1,0,40,10,-103.72763773859515
1,1,0,41,7,-116.23369268193403
1,1,0,41,8,-110.47664325944015
1,1,0,42,6,-116.49599656320038
1,1,0,43,5,-115.05702279450634
1,1,0,44,3,-35.24406249718277
1,1,0,44,4,-36.728943261142035
2,1,0,2,46,75.87549054912108
2,1,0,3,46,104.03557129607725
2,1,0,4,46,110.76835209115461
2,1,0,5,45,0.16288509496337156
2,1,0,6,45,-5.073897047213791
2,1,0,7,44,-7.841446373499707
2,1,0,8,43,-2.5401833543887733
2,1,0,8,54,28.815157075064462
2,1,0,9,43,-2.5365282979955737
2,1,0,9,52,31.908987888844536
2,1,0,9,53,30.382151401110036
2,1,0,10,42,0.47927656068395663
2,1,0,10,50,39.28848130679273
2,1,0,10,51,37.11276598601944
2,1,0,11,42,4.90645968681315
2,1,0,11,48,45.49081454478085
2,1,0,11,49,25.168108645916732
2,1,0,12,9,-121.26945709767267
2,1,0,12,42,4.5353461066943055
2,1,0,12,46,109.82500171753088
2,1,0,12,47,23.8577393633401
2,1,0,13,10,-126.63057531585264
2,1,0,13,42,9.282927034001204
2,1,0,13,44,69.34287091396527
2,1,0,13,45,50.95199353727389
2,1,0,13,52,-215.09358220336298
2,1,0,13,53,-217.89702077676066
2,1,0,13,54,-218.00564133816522
2,1,0,13,55,-218.78890257422938
2,1,0,14,10,-133.30895127674694
2,1,0,14,11,-138.93262633637198
2,1,0,14,41,6.613087429183793
2,1,0,14,42,16.87522193086386
2,1,0,14,43,87.01932662974536
2,1,0,14,50,-200.70543697456628
2,1,0,14,51,-203.2215656197419
2,1,0,15,12,-142.15341386105104
2,1,0,15,13,-148.9257779264659
2,1,0,15,41,16.23280458474403
2,1,0,15,48,-190.5363916828901
2,1,0,15,49,-196.1716838416711
2,1,0,16,14,105.71385641266227
2,1,0,16,15,-141.01609800355448
2,1,0,16,16,-150.0524853341875
2,1,0,16,17,-144.02266529126575
2,1,0,16,41,6.91107541580368
2,1,0,16,46,-183.46047829862925
2,1,0,16,47,-183.47642715373775
2,1,0,17,18,-141.07747423340777
2,1,0,17,41,-21.232210787891518
2,1,0,17,42,-166.02307008622358
2,1,0,17,43,-170.78957446789752
2,1,0,17,44,-174.3991648877933
2,1,0,17,45,-176.10117549186884
2,1,0,18,19,-125.12840097469575
2,1,0,18,20,-137.08361989677758
2,1,0,18,40,212.91836995807978
2,1,0,18,42,-160.64292019862182
2,1,0,19,21,-136.51711239799488
2,1,0,19,40,183.99396027147043
2,1,0,19,41,-154.0072618039942
2,1,0,20,22,-131.86825849132038
2,1,0,20,39,62.77350210733596
2,1,0,20,41,-136.1725556312308
2,1,0,21,23,-133.0657617175059
2,1,0,21,36,-129.308463265535
2,1,0,21,37,-129.98533474049907
2,1,0,21,38,-126.58063837592545
2,1,0,21,39,-123.04099107718639
2,1,0,21,40,-130.35501747873082
2,1,0,21,41,-136.14732391079235
2,1,0,22,24,-129.98945332269625
2,1,0,22,35,-124.1797015279891
2,1,0,23,25,-122.59112934547261
2,1,0,23,26,-120.40966867761426
2,1,0,23,34,-118.69896523988632
2,1,0,24,27,-116.20809644957319
2,1,0,24,28,-113.7454070239512
2,1,0,24,33,-114.38633758548838
2,1,0,25,29,-107.607675148118
2,1,0,25,33,-108.0832899686967
2,1,0,26,29,-109.15281897938985
2,1,0,26,32,-107.56595032490986
2,1,0,27,30,76.77544489784475
2,1,0,27,31,-101.32053961495876
2,1,0,27,32,-98.61822661846372
2,1,0,27,33,-95.05839610488636
2,1,0,28,32,-99.19353102035302
2,1,0,28,33,-89.50504748738558
2,1,0,29,31,-95.36079893515648
2,1,0,30,31,-94.49027030120487
2,1,0,31,31,-85.79990359501642
2,1,0,32,30,-88.8781598811787
2,1,0,33,27,-83.85030977819815
2,1,0,33,28,-79.50993874761514
2,1,0,33,29,-75.28900575470311
2,1,0,34,25,-88.47466621864749
2,1,0,34,26,-85.08070262559806
2,1,0,35,22,-94.65745232814368
2,1,0,35,23,-91.31451036077544
2,1,0,35,24,-88.72212981325379
2,1,0,36,14,-115.01398086933455
2,1,0,36,15,-111.70748932403751
2,1,0,36,16,-108.79179141891689
2,1,0,36,17,-105.83336138182233
2,1,0,36,18,-102.61469333818366
2,1,0,36,19,-99.46695113454712
2,1,0,36,20,-96.48834221649668
2,1,0,36,21,-94.05917661407193
2,1,0,37,14,-111.70887600679532
2,1,0,38,12,-114.58121590133942
2,1,0,38,13,-111.39882309543952
2,1,0,39,11,-113.10747489604319
2,1,0,40,9,-113.41265486998293
2,1,0,40,10,-105.45878509567262
2,1,0,41,7,-118.3688476928661
2,1,0,41,8,-112.41794978990526
2,1,0,42,6,-118.57936788919324
2,1,0,43,5,-117.01068357655572
2,1,0,44,3,-37.251460716025576
2,1,0,44,4,-38.52247690961019
2,2,0,2,46,75.61630124851888
2,2,0,3,46,103.77306687115117
2,2,0,4,46,110.50051117181954
2,2,0,5,45,-0.10739614367150807
2,2,0,6,45,-5.345377742814094
2,2,0,7,44,-8.114715987754153
2,2,0,8,43,-2.8106905016436485
2,2,0,8,54,28.56602671224948
2,2,0,9,43,-2.802488097666128
2,2,0,9,52,31.64619555579202
2,2,0,9,53,30.12312797937193
2,2,0,10,42,0.2157965521225833
2,2,0,10,50,39.02534251545171
2,2,0,10,51,36.851549752087635
2,2,0,11,42,4.652074992915459
2,2,0,11,48,45.22962440231265
2,2,0,11,49,24.908155027959424
