time,flux
1.0,-12.265976058041815
2.0,-224.9145706650495
3.0,-92.91237944110743
4.0,-45.15750590158273
5.0,-25.963474329299686
6.0,-17.805760452941907
7.0,-14.150625465540553
8.0,-12.407338745743523
9.0,-11.51079887681882
10.0,-11.009204206549134
11.0,-10.70413292792801
12.0,-10.504607800378626
13.0,-10.366564022906383
14.0,-10.267174157044224
15.0,-10.193681410612676
16.0,-10.138390370481078
17.0,-10.09649163255021
18.0,-10.06429627880075
19.0,-10.039473050711388
20.0,-10.019718408565998
21.0,-10.005143004967938
22.0,-9.993909883249257
23.0,-9.985147831494228
24.0,-9.978283416185917
25.0,-9.972908400694731
26.0,-9.968708711294475
27.0,-9.96543464306991
28.0,-9.962886702589657
29.0,-9.960906339089771
30.0,-9.959368403611958
31.0,-9.958174681890453
32.0,-9.95724842237235
33.0,-9.956529819002501
34.0,-9.955972358542438
35.0,-9.955539910196897
36.0,-9.955204429546443
37.0,-9.954944158822466
38.0,-9.954742222120773
39.0,-9.954585531821982
40.0,-9.954463938724773
41.0,-9.95436957228568
42.0,-9.954296328779197
43.0,-9.95423947437109
44.0,-9.95419533737405
45.0,-9.954161069674223
46.0,-9.954134461787415
47.0,-9.954113799487411
48.0,-9.954097752656283
49.0,-9.954085289109193
50.0,-9.954075607776266
51.0,-9.954068086888855
52.0,-9.954062243796665
53.0,-9.954057703801764
54.0,-29.811030767531406
55.0,-285.61926580206284
56.0,-152.7628791008751
57.0,-100.59836861717362
58.0,-72.39594928462698
59.0,-54.85453624550347
60.0,-43.18307937812939
61.0,-35.12787402086001
62.0,-29.44887536076928
63.0,-25.392455322863185
64.0,-22.471809682788443
65.0,-20.357648511640143
66.0,-18.821548823681624
67.0,-17.70235032393478
68.0,-16.885099056654106
69.0,-16.287209106294252
70.0,-15.849058811054823
71.0,-15.527456033349758
72.0,-15.291270048695745
73.0,-15.080672881717744
74.0,-14.940763339370136
75.0,-14.844974800610377
76.0,-14.778734128587217
77.0,-14.732589907428789
78.0,-14.700240588441229
79.0,-14.677420355884466
80.0,-14.66121762240172
81.0,-14.649634525524446
82.0,-14.64129417865749
83.0,-14.635243601931855
84.0,-14.630820222203567
85.0,-14.627561096478301
86.0,-14.625141008333895
87.0,-14.623330139433941
88.0,-14.62196504361725
89.0,-14.62092868034449
90.0,-14.6201366314691
91.0,-14.619527548641182
92.0,-14.61905650326974
93.0,-14.618690334087251
94.0,-14.618404374374826
95.0,-14.618180135875553
96.0,-14.618003659082879
97.0,-14.617864330016975
98.0,-14.617754025371536
99.0,-14.617666490208038
100.0,-14.617596881415587
101.0,-14.617541430158196
102.0,-14.61749719035944
103.0,-14.617461849873404
104.0,-14.617433587683648
105.0,-14.617410965163657
106.0,-14.617392842738283
