kper,kstp,k,i,j,PWq
1,1,0,22,40,-81.0090396079255
1,1,0,23,40,-59.15915992532814
1,1,0,24,39,-59.81111661099601
1,1,0,25,39,-26.82259172211252
1,1,0,26,38,-57.58438335592632
1,1,0,27,38,-56.52474581849572
1,1,0,28,38,35.65680573717134
1,1,0,29,37,-33.88633690364429
1,1,0,30,37,-14.9848108385645
1,1,0,31,37,4.08281836335982
1,1,0,32,36,-4.1815413418515845
1,1,0,33,36,0.3361637462859335
1,1,0,34,37,-8.761631912224402
1,1,0,35,37,-5.14718307197063
1,1,0,36,37,-16.572635513560954
1,1,0,37,37,-6.918005854094076
1,1,0,38,37,-1.1431740401062598
1,1,0,39,38,-9.82299372686873
1,1,0,40,38,-6.097066371930964
1,1,0,41,38,-7.246717895697657
1,1,0,42,38,-14.931182666740483
1,1,0,43,38,-22.55610524361589
1,1,0,44,38,-34.60830924568279
1,1,0,45,37,151.34626623279644
1,1,0,45,38,-44.626416345740154
2,1,0,22,40,-152.28723020614208
2,1,0,23,40,-148.10467192328582
2,1,0,24,39,-178.83414295180177
2,1,0,25,39,-166.61117578962646
2,1,0,26,38,-189.2779859488395
2,1,0,27,38,-163.9203071475953
2,1,0,28,38,-51.41626787718925
2,1,0,29,37,-124.71211515662644
2,1,0,30,37,-126.83543827187836
2,1,0,31,37,-133.83386282523796
2,1,0,32,36,-180.54250281905664
2,1,0,33,36,-180.88988133105786
2,1,0,34,37,-155.56884915224774
2,1,0,35,37,-163.70459175508526
2,1,0,36,37,-175.37543493073687
2,1,0,37,37,-191.56464236800898
2,1,0,38,37,-216.3269582401822
2,1,0,39,38,-186.45880086238046
2,1,0,40,38,-193.67640510808573
2,1,0,41,38,-198.76699218632305
2,1,0,42,38,-199.88863243888648
2,1,0,43,38,-196.21035263443503
2,1,0,44,38,-186.600720344205
2,1,0,45,37,-227.4466387003473
2,1,0,45,38,-171.6927531900217
2,2,0,22,40,-58.696861700805215
2,2,0,23,40,-55.08745069402649
2,2,0,24,39,-69.08119638714683
2,2,0,25,39,-62.796192323851905
2,2,0,26,38,-73.21457185445091
2,2,0,27,38,-62.00121373501529
2,2,0,28,38,-19.25634754776662
2,2,0,29,37,-45.351659393011474
2,2,0,30,37,-42.4850813248356
2,2,0,31,37,-43.13265524776555
2,2,0,32,36,-60.78500986984155
2,2,0,33,36,-60.69261290670486
2,2,0,34,37,-50.751149206926435
2,2,0,35,37,-55.38452515060629
2,2,0,36,37,-62.548051055408905
2,2,0,37,37,-72.26770278724838
2,2,0,38,37,-85.71741756573519
2,2,0,39,38,-71.804551477536
2,2,0,40,38,-75.66551086484469
2,2,0,41,38,-78.38579517634142
2,2,0,42,38,-78.74649635209917
2,2,0,43,38,-76.33357996873782
2,2,0,44,38,-70.96811879496137
2,2,0,45,37,-90.91376249999324
2,2,0,45,38,-63.62907240169342
2,3,0,22,40,-32.69157511853723
2,3,0,23,40,-29.849328930351167
2,3,0,24,39,-36.51564634739496
2,3,0,25,39,-32.44946794381174
2,3,0,26,38,-37.03895286905666
2,3,0,27,38,-30.874840327833642
2,3,0,28,38,-10.06644507576678
2,3,0,29,37,-21.743267776694726
2,3,0,30,37,-19.435334167495473
2,3,0,31,37,-19.236206467611023
2,3,0,32,36,-26.612180597361206
2,3,0,33,36,-26.39915676352335
2,3,0,34,37,-22.064477446281014
2,3,0,35,37,-24.409420618491527
2,3,0,36,37,-28.126794942959656
2,3,0,37,37,-33.16660635018734
2,3,0,38,37,-39.982471338120234
2,3,0,39,38,-33.627858287722304
2,3,0,40,38,-35.57911810579949
2,3,0,41,38,-36.96972927907803
2,3,0,42,38,-37.15967233776952
2,3,0,43,38,-35.951478315540115
2,3,0,44,38,-33.311247894163685
2,3,0,45,37,-42.93644777704703
2,3,0,45,38,-29.77692937366022
2,4,0,22,40,-22.17403789092643
2,4,0,23,40,-20.050677886466467
2,4,0,24,39,-24.0272142572928
2,4,0,25,39,-21.076150671009355
2,4,0,26,38,-23.573216135696388
2,4,0,27,38,-19.48741144031148
2,4,0,28,38,-6.741919696715136
2,4,0,29,37,-13.499963746750984
2,4,0,30,37,-11.736383801096634
2,4,0,31,37,-11.417640723264004
2,4,0,32,36,-15.283480906651906
2,4,0,33,36,-14.917753765439393
2,4,0,34,37,-12.299018605926486
2,4,0,35,37,-13.531473867443136
2,4,0,36,37,-15.506946353769067
2,4,0,37,37,-18.20662565023195
2,4,0,38,37,-21.878769057030922
2,4,0,39,38,-18.433658187914016
2,4,0,40,38,-19.488463947315402
2,4,0,41,38,-20.2443607979459
2,4,0,42,38,-20.356893871591673
2,4,0,43,38,-19.717282078135604
2,4,0,44,38,-18.301825872380856
2,4,0,45,37,-23.534293020988358
2,4,0,45,38,-16.39285835237957
2,5,0,22,40,-16.762998169867064
2,5,0,23,40,-15.179291189616851
2,5,0,24,39,-18.066555226708108
2,5,0,25,39,-15.806714079537482
2,5,0,26,38,-17.54434565576918
2,5,0,27,38,-14.515804695779167
2,5,0,28,38,-5.318518057401704
2,5,0,29,37,-10.136111672856943
2,5,0,30,37,-8.73389965381599
2,5,0,31,37,-8.428587733381914
2,5,0,32,36,-10.966950381027257
2,5,0,33,36,-10.539883623751862
2,5,0,34,37,-8.542429257373344
2,5,0,35,37,-9.279585162636176
2,5,0,36,37,-10.46773813494327
2,5,0,37,37,-12.111029021293641
2,5,0,38,37,-14.385540044939948
2,5,0,39,38,-12.096795768051772
2,5,0,40,38,-12.753015218423794
2,5,0,41,38,-13.223727748096998
2,5,0,42,38,-13.298797589041305
2,5,0,43,38,-12.906839043637538
2,5,0,44,38,-12.020875953823072
2,5,0,45,37,-15.401149508982105
2,5,0,45,38,-10.80485350905622
2,6,0,22,40,-13.52757254019733
2,6,0,23,40,-12.325153598127082
2,6,0,24,39,-14.685862890965835
2,6,0,25,39,-12.889713704895273
2,6,0,26,38,-14.31939163187673
2,6,0,27,38,-11.919591443175186
