2,12,43,1
2,12,44,1
2,13,42,1
2,14,40,1
2,14,41,1
2,15,39,1
2,16,37,1
2,16,38,1
2,17,36,1
2,18,34,1
2,18,35,1
2,19,32,1
2,19,33,1
2,20,31,1
2,21,29,1
2,21,30,1
2,22,28,1
2,23,26,1
2,23,27,1
2,24,25,1
2,25,23,1
2,25,24,1
2,26,22,1
2,27,21,1
2,28,20,1
2,29,20,1
2,30,19,1
2,31,19,1
2,32,19,1
2,33,18,1
2,34,18,1
2,35,17,1
2,36,17,1
2,37,16,1
2,38,16,1
2,39,15,1
2,40,15,1
2,41,15,1
2,42,14,1
2,43,14,1
2,44,13,1
2,45,13,1
2,46,12,1
2,47,12,1
2,48,11,1
2,49,11,1
2,50,11,1
2,51,10,1
2,52,10,1
2,53,9,1
2,54,9,1
2,55,8,1
2,56,8,1
2,57,7,1
2,58,7,1
2,59,6,1
2,60,6,1
2,61,6,1
2,62,5,1
2,63,5,1
2,64,4,1
2,65,4,1
2,66,3,1
2,67,3,1
2,68,3,1
2,69,3,1
2,70,2,1
2,71,2,1
2,72,2,1
2,73,2,1
2,74,2,1
2,75,2,1
2,76,2,1
2,77,2,1
2,78,2,1
2,79,2,1
2,80,2,1
2,81,2,1
2,82,2,1
2,83,2,1
2,84,2,1
2,85,2,1
2,86,2,1
2,87,2,1
2,88,2,1
2,89,2,1
2,90,2,1
2,91,2,1
2,92,2,1
2,93,2,1
2,94,2,1
2,95,2,1
2,96,1,1
2,97,1,1
2,98,1,1
2,99,1,1
2,100,1,1
2,101,1,1
2,102,1,1
2,103,1,1
2,104,1,1
2,105,1,1
2,106,1,1
3,1,60,1
3,1,61,1
3,1,62,1
3,1,63,1
3,1,64,1
3,1,65,1
3,1,66,1
3,1,67,1
3,1,68,1
3,1,69,1
3,1,70,1
3,1,71,1
3,1,72,1
3,1,73,1
3,1,74,1
3,1,75,1
3,1,76,1
3,1,77,1
3,1,78,1
3,1,79,1
3,1,80,1
3,1,81,1
3,1,82,1
3,2,59,1
3,3,57,1
3,3,58,1
3,4,56,1
3,5,54,1
3,5,55,1
3,6,53,1
3,7,51,1
3,7,52,1
3,8,49,1
3,8,50,1
3,9,48,1
3,10,46,1
3,10,47,1
3,11,45,1
3,12,43,1
3,12,44,1
3,13,42,1
3,14,40,1
3,14,41,1
3,15,39,1
3,16,37,1
3,16,38,1
3,17,36,1
3,18,34,1
3,18,35,1
3,19,32,1
3,19,33,1
3,20,31,1
3,21,29,1
3,21,30,1
3,22,28,1
3,23,26,1
3,23,27,1
3,24,25,1
3,25,23,1
3,25,24,1
3,26,22,1
3,27,21,1
3,28,20,1
3,29,20,1
3,30,19,1
3,31,19,1
3,32,19,1
3,33,18,1
3,34,18,1
3,35,17,1
3,36,17,1
3,37,16,1
3,38,16,1
3,39,15,1
3,40,15,1
3,41,15,1
3,42,14,1
3,43,14,1
3,44,13,1
3,45,13,1
3,46,12,1
3,47,12,1
3,48,11,1
3,49,11,1
3,50,11,1
3,51,10,1
3,52,10,1
3,53,9,1
3,54,9,1
3,55,8,1
3,56,8,1
3,57,7,1
3,58,7,1
3,59,6,1
3,60,6,1
3,61,6,1
3,62,5,1
3,63,5,1
3,64,4,1
3,65,4,1
3,66,3,1
3,67,3,1
3,68,3,1
3,69,3,1
3,70,2,1
3,71,2,1
3,72,2,1
3,73,2,1
3,74,2,1
3,75,2,1
3,76,2,1
3,77,2,1
3,78,2,1
3,79,2,1
3,80,2,1
3,81,2,1
3,82,2,1
3,83,2,1
3,84,2,1
3,85,2,1
3,86,2,1
3,87,2,1
3,88,2,1
3,89,2,1
3,90,2,1
3,91,2,1
3,92,2,1
3,93,2,1
3,94,2,1
3,95,2,1
3,96,1,1
3,97,1,1
3,98,1,1
3,99,1,1
3,100,1,1
3,101,1,1
3,102,1,1
3,103,1,1
3,104,1,1
3,105,1,1
3,106,1,1
4,1,60,1
4,1,61,1
4,1,62,1
4,1,63,1
4,1,64,1
4,1,65,1
4,1,66,1
4,1,67,1
4,1,68,1
4,1,69,1
4,1,70,1
4,1,71,1
4,1,72,1
4,1,73,1
4,1,74,1
4,1,75,1
4,1,76,1
4,1,77,1
4,1,78,1
4,1,79,1
4,1,80,1
4,1,81,1
4,1,82,1
4,2,59,1
4,3,57,1
4,3,58,1
4,4,56,1
4,5,54,1
4,5,55,1
4,6,53,1
4,7,51,1
4,7,52,1
4,8,49,1
4,8,50,1
4,9,48,1
4,10,46,1
4,10,47,1
4,11,45,1
4,12,43,1
4,12,44,1
4,13,42,1
4,14,40,1
4,14,41,1
4,15,39,1
4,16,37,1
4,16,38,1
4,17,36,1
4,18,34,1
4,18,35,1
4,19,32,1
4,19,33,1
4,20,31,1
4,21,29,1
4,21,30,1
4,22,28,1
4,23,26,1
4,23,27,1
4,24,25,1
4,25,23,1
4,25,24,1
4,26,22,1
4,27,21,1
4,28,20,1
4,29,20,1
4,30,19,1
4,31,19,1
4,32,19,1
4,33,18,1
4,34,18,1
4,35,17,1
4,36,17,1
4,37,16,1
4,38,16,1
4,39,15,1
4,40,15,1
4,41,15,1
4,42,14,1
4,43,14,1
4,44,13,1
4,45,13,1
4,46,12,1
4,47,12,1
4,48,11,1
4,49,11,1
4,50,11,1
4,51,10,1
4,52,10,1
4,53,9,1
4,54,9,1
4,55,8,1
4,56,8,1
4,57,7,1
4,58,7,1
4,59,6,1
4,60,6,1
4,61,6,1
4,62,5,1
4,63,5,1
4,64,4,1
4,65,4,1
4,66,3,1
4,67,3,1
4,68,3,1
4,69,3,1
4,70,2,1
4,71,2,1
4,72,2,1
4,73,2,1
4,74,2,1
4,75,2,1
4,76,2,1
4,77,2,1
4,78,2,1
4,79,2,1
4,80,2,1
4,81,2,1
4,82,2,1
4,83,2,1
4,84,2,1
4,85,2,1
4,86,2,1
4,87,2,1
4,88,2,1
4,89,2,1
4,90,2,1
4,91,2,1
4,92,2,1
4,93,2,1
4,94,2,1
4,95,2,1
4,96,1,1
4,97,1,1
4,98,1,1
4,99,1,1
4,100,1,1
4,101,1,1
4,102,1,1
4,103,1,1
4,104,1,1
4,105,1,1
4,106,1,1
5,1,60,1
5,1,61,1
5,1,62,1
5,1,63,1
5,1,64,1
5,1,65,1
5,1,66,1
5,1,67,1
5,1,68,1
5,1,69,1
5,1,70,1
5,1,71,1
5,1,72,1
5,1,73,1
5,1,74,1
5,1,75,1
5,1,76,1
5,1,77,1
5,1,78,1
5,1,79,1
5,1,80,1
5,1,81,1
5,1,82,1
5,2,59,1
5,3,57,1
5,3,58,1
5,4,56,1
5,5,54,1
5,5,55,1
5,6,53,1
5,7,51,1
5,7,52,1
5,8,49,1
5,8,50,1
5,9,48,1
5,10,46,1
5,10,47,1
5,11,45,1
5,12,43,1
5,12,44,1
5,13,42,1
5,14,40,1
5,14,41,1
5,15,39,1
5,16,37,1
5,16,38,1
5,17,36,1
5,18,34,1
5,18,35,1
5,19,32,1
5,19,33,1
5,20,31,1
5,21,29,1
5,21,30,1
5,22,28,1
5,23,26,1
5,23,27,1
5,24,25,1
5,25,23,1
5,25,24,1
5,26,22,1
5,27,21,1
5,28,20,1
5,29,20,1
5,30,19,1
5,31,19,1
5,32,19,1
5,33,18,1
5,34,18,1
5,35,17,1
5,36,17,1
5,37,16,1
5,38,16,1
5,39,15,1
5,40,15,1
5,41,15,1
5,42,14,1
5,43,14,1
5,44,13,1
5,45,13,1
5,46,12,1
5,47,12,1
5,48,11,1
5,49,11,1
5,50,11,1
5,51,10,1
5,52,10,1
5,53,9,1
5,54,9,1
5,55,8,1
5,56,8,1
5,57,7,1
5,58,7,1
5,59,6,1
5,60,6,1
5,61,6,1
5,62,5,1
5,63,5,1
5,64,4,1
5,65,4,1
5,66,3,1
5,67,3,1
5,68,3,1
5,69,3,1
5,70,2,1
5,71,2,1
5,72,2,1
5,73,2,1
5,74,2,1
5,75,2,1
5,76,2,1
5,77,2,1
5,78,2,1
5,79,2,1
5,80,2,1
5,81,2,1
5,82,2,1
5,83,2,1
5,84,2,1
5,85,2,1
5,86,2,1
5,87,2,1
5,88,2,1
5,89,2,1
5,90,2,1
5,91,2,1
5,92,2,1
5,93,2,1
5,94,2,1
5,95,2,1
5,96,1,1
5,97,1,1
5,98,1,1
5,99,1,1
5,100,1,1
5,101,1,1
5,102,1,1
5,103,1,1
5,104,1,1
5,105,1,1
5,106,1,1
6,1,60,1
6,1,61,1
6,1,62,1
6,1,63,1
6,1,64,1
6,1,65,1
6,1,66,1
6,1,67,1
6,1,68,1
6,1,69,1
6,1,70,1
6,1,71,1
6,1,72,1
6,1,73,1
6,1,74,1
6,1,75,1
6,1,76,1
6,1,77,1
6,1,78,1
6,1,79,1
6,1,80,1
6,1,81,1
6,1,82,1
6,2,59,1
6,3,57,1
6,3,58,1
6,4,56,1
6,5,54,1
6,5,55,1
6,6,53,1
6,7,51,1
6,7,52,1
6,8,49,1
6,8,50,1
6,9,48,1
6,10,46,1
6,10,47,1
6,11,45,1
6,12,43,1
6,12,44,1
6,13,42,1
6,14,40,1
6,14,41,1
6,15,39,1
6,16,37,1
6,16,38,1
6,17,36,1
6,18,34,1
6,18,35,1
6,19,32,1
6,19,33,1
6,20,31,1
6,21,29,1
6,21,30,1
6,22,28,1
6,23,26,1
6,23,27,1
6,24,25,1
6,25,23,1
6,25,24,1
6,26,22,1
6,27,21,1
6,28,20,1
6,29,20,1
6,30,19,1
6,31,19,1
6,32,19,1
6,33,18,1
6,34,18,1
6,35,17,1
6,36,17,1
6,37,16,1
6,38,16,1
6,39,15,1
6,40,15,1
6,41,15,1
6,42,14,1
6,43,14,1
6,44,13,1
6,45,13,1
6,46,12,1
6,47,12,1
6,48,11,1
6,49,11,1
6,50,11,1
6,51,10,1
6,52,10,1
6,53,9,1
6,54,9,1
6,55,8,1
6,56,8,1
6,57,7,1
6,58,7,1
6,59,6,1
6,60,6,1
6,61,6,1
6,62,5,1
6,63,5,1
6,64,4,1
6,65,4,1
6,66,3,1
6,67,3,1
6,68,3,1
6,69,3,1
6,70,2,1
6,71,2,1
6,72,2,1
6,73,2,1
6,74,2,1
6,75,2,1
6,76,2,1
6,77,2,1
6,78,2,1
6,79,2,1
6,80,2,1
6,81,2,1
6,82,2,1
6,83,2,1
6,84,2,1
6,85,2,1
6,86,2,1
6,87,2,1
6,88,2,1
6,89,2,1
6,90,2,1
6,91,2,1
6,92,2,1
6,93,2,1
6,94,2,1
6,95,2,1
6,96,1,1
6,97,1,1
6,98,1,1
6,99,1,1
6,100,1,1
6,101,1,1
6,102,1,1
6,103,1,1
6,104,1,1
6,105,1,1
6,106,1,1
