1,1,60,1
1,1,61,1
1,1,62,1
1,1,63,1
1,1,64,1
1,1,65,1
1,1,66,1
1,1,67,1
1,1,68,1
1,1,69,1
1,1,70,1
1,1,71,1
1,1,72,1
1,1,73,1
1,1,74,1
1,1,75,1
1,1,76,1
1,1,77,1
1,1,78,1
1,1,79,1
1,1,80,1
1,1,81,1
1,1,82,1
1,2,59,1
1,3,57,1
1,3,58,1
1,4,56,1
1,5,54,1
1,5,55,1
1,6,53,1
1,7,51,1
1,7,52,1
1,8,49,1
1,8,50,1
1,9,48,1
1,10,46,1
1,10,47,1
1,11,45,1
1,12,43,1
1,12,44,1
1,13,42,1
1,14,40,1
1,14,41,1
1,15,39,1
1,16,37,1
1,16,38,1
1,17,36,1
1,18,34,1
1,18,35,1
1,19,32,1
1,19,33,1
1,20,31,1
1,21,29,1
1,21,30,1
1,22,28,1
1,23,26,1
1,23,27,1
1,24,25,1
1,25,23,1
1,25,24,1
1,26,22,1
1,27,21,1
1,28,20,1
1,29,20,1
1,30,19,1
1,31,19,1
1,32,19,1
1,33,18,1
1,34,18,1
1,35,17,1
1,36,17,1
1,37,16,1
1,38,16,1
1,39,15,1
1,40,15,1
1,41,15,1
1,42,14,1
1,43,14,1
1,44,13,1
1,45,13,1
1,46,12,1
1,47,12,1
1,48,11,1
1,49,11,1
1,50,11,1
1,51,10,1
1,52,10,1
1,53,9,1
1,54,9,1
1,55,8,1
1,56,8,1
1,57,7,1
1,58,7,1
1,59,6,1
1,60,6,1
1,61,6,1
1,62,5,1
1,63,5,1
1,64,4,1
1,65,4,1
1,66,3,1
1,67,3,1
1,68,3,1
1,69,3,1
1,70,2,1
1,71,2,1
1,72,2,1
1,73,2,1
1,74,2,1
1,75,2,1
1,76,2,1
1,77,2,1
1,78,2,1
1,79,2,1
1,80,2,1
1,81,2,1
1,82,2,1
1,83,2,1
1,84,2,1
1,85,2,1
1,86,2,1
1,87,2,1
1,88,2,1
1,89,2,1
1,90,2,1
1,91,2,1
1,92,2,1
1,93,2,1
1,94,2,1
1,95,2,1
1,96,1,1
1,97,1,1
1,98,1,1
1,99,1,1
1,100,1,1
1,101,1,1
1,102,1,1
1,103,1,1
1,104,1,1
1,105,1,1
1,106,1,1
2,1,60,1
2,1,61,1
2,1,62,1
2,1,63,1
2,1,64,1
2,1,65,1
2,1,66,1
2,1,67,1
2,1,68,1
2,1,69,1
2,1,70,1
2,1,71,1
2,1,72,1
2,1,73,1
2,1,74,1
2,1,75,1
2,1,76,1
2,1,77,1
2,1,78,1
2,1,79,1
2,1,80,1
2,1,81,1
2,1,82,1
2,2,59,1
2,3,57,1
2,3,58,1
2,4,56,1
2,5,54,1
2,5,55,1
2,6,53,1
2,7,51,1
2,7,52,1
2,8,49,1
2,8,50,1
2,9,48,1
2,10,46,1
2,10,47,1
2,11,45,1
