kper,spring_head,pk2_head,pk4_head,spring_pk4_diff,spring_pk2_diff,pk4_pk2_diff,spring_flux
0,7.574235017186852,8.603002234278986,8.63265256568302,-1.0584175484961689,-1.0287672170921338,0.029650331404035057,0.0
