run_id,input_run_id,failed_flag,phi,meas_phi,regul_phi,oname:cum_otype:lst_usecol:chd2,cum,oname:cum_otype:lst_usecol:drn,oname:cum_otype:lst_usecol:in-out,oname:cum_otype:lst_usecol:percent-discrepancy,oname:cum_otype:lst_usecol:rcha,oname:cum_otype:lst_usecol:total,oname:cum_otype:lst_usecol:wel2,oname:cum_otype:lst_usecol:wel3,oname:cum_otype:lst_usecol:wel,oname:springobs_otype:lst_usecol:pk2_head,oname:springobs_otype:lst_usecol:pk4_head,oname:springobs_otype:lst_usecol:pk4_pk2_diff,oname:springobs_otype:lst_usecol:spring_flux,springobs,oname:springobs_otype:lst_usecol:spring_pk2_diff,oname:springobs_otype:lst_usecol:spring_pk4_diff,oname:cum_otype:lst_usecol:chd2_totim:1,oname:cum_otype:lst_usecol:chd_totim:1,oname:cum_otype:lst_usecol:drn_totim:1,oname:cum_otype:lst_usecol:in-out_totim:1,oname:cum_otype:lst_usecol:percent-discrepancy_totim:1,oname:cum_otype:lst_usecol:rcha_totim:1,oname:cum_otype:lst_usecol:total_totim:1,oname:cum_otype:lst_usecol:wel2_totim:1,oname:cum_otype:lst_usecol:wel3_totim:1,oname:cum_otype:lst_usecol:wel_totim:1,oname:springobs_otype:lst_usecol:pk2_head_kper:0,oname:springobs_otype:lst_usecol:pk4_head_kper:0,oname:springobs_otype:lst_usecol:pk4_pk2_diff_kper:0,oname:springobs_otype:lst_usecol:spring_flux_kper:0,oname:springobs_otype:lst_usecol:spring_head_kper:0,oname:springobs_otype:lst_usecol:spring_pk2_diff_kper:0,oname:springobs_otype:lst_usecol:spring_pk4_diff_kper:0
216,216,0,16298.9805308108,16298.9805308108,0,0,0,10.2908013808023,0,0,1.95437050406352,0,2.60228017835377,0,8016.57017709107,2226.15248987543,1979.47937662376,1.71405706291823,99.99999998,1.87471503421753,2098.82346593542,1859.51879714477,-36.1017,-833.9756,-4560.004,-43.6311,-0.79,135.2386,-43.63086,1426.8112,2.82,3821.5803,12.3182120447002,12.2491340467823,-0.0690779979179119,0,7.78692023350176,-4.53129181119847,-4.46221381328056
217,217,0,973.663800546149,973.663800546149,0,0,0,10.6606723414287,0,0,9.51297576350412,0,3.3010211935827,0,91.6186878953192,0.433804849243839,19.7405504763518,0.0464853893742998,99.99999998,298.115471904884,275.805140160539,164.428990591922,266.25928,267.6031,-2379.0647,-35.715,-1.4,17.3139,-35.715088,1258.4535,2.82,530.8998,7.53413613667239,7.35569660730136,-0.178439529371023,0,5.92339792683756,-1.61073820983483,-1.43229868046381
218,218,0,15053.8441220349,15053.8441220349,0,0,0,10.3899639146202,0,0,4.45241696984151,0,5.7757697741032,0,8134.53401472812,1657.16244725641,1838.75800614177,38.0995276837503,99.99999998,2.01469830001161,1543.61448090506,1719.04279638125,31.322199,-806.9079,-3971.5002,-36.4177,-0.74,85.4423,-36.41797,773.8156,2.82,3848.5906,11.6708260184592,12.0880741669679,0.417248148508769,0,7.79194006833913,-3.87888595012004,-4.29613409862881
219,219,0,2455.61089259182,2455.61089259182,0,0,0,10.4997062894162,0,0,9.47172886078276,0,0.324030484381404,0,359.848420503995,557.562191473801,500.851939143864,7.65610504207355,477.976488751638,58.1506719314056,255.587240447058,217.682369663406,-16.317902,-367.6097,-3323.4722,-49.1602,-1.26,448.218,-49.160156,2289.5564,2.82,917.6449,9.96127548471965,10.0379721605593,0.0766966758396919,-9.55880202447452,8.41256587867151,-1.54870960604813,-1.62540628188783
220,220,0,13158.0388405734,13158.0388405734,0,0,0,10.6070138971067,0,0,8.43803192591706,0,9.20594005083871,0,5799.56434504159,2619.45312043974,2473.45001834252,6.51882162303926,99.99999998,467.926560794227,873.142395115723,789.732593362674,10.7477,-1001.8146,-2693.0881,-128.0696,-3.43,29.8651,-128.06958,252.4552,2.82,3270.9453,12.7180593201327,12.7733791513844,0.0553198312516923,0,9.81316102219467,-2.90489829793806,-2.96021812918975
221,221,0,2292.41234165835,2292.41234165835,0,0,0,10.7406611741206,0,0,8.87219372510739,0,8.13449209302961,0,886.536961900642,443.580744617736,366.301422010041,4.31661278799413,99.99999998,28.9959225263593,245.754861268904,189.178469574417,246.5347,-224.2199,-1912.4124,-97.3837,-4.25,24.7047,-97.38379,402.89,2.82,1362.2992,9.70613566661252,9.71390026388535,0.00776459727283019,0,8.18847862099028,-1.51765704562224,-1.52542164289507
222,222,0,4936.09113047692,4936.09113047692,0,0,0,10.3590163997817,0,0,347.932438126811,0,5.71169623097552,0,2332.48927017822,377.40726739241,607.857162490948,85.1520483365361,99.99999998,0.851675605306205,414.115800802236,654.214754933702,128.7559,-456.229,-4154.863,-32.7671,-0.69,1537.4019,-32.76709,784.8632,2.82,2124.4836,9.54269726769873,10.2654759428779,0.722778675179136,0,7.55771372771066,-1.98498353998806,-2.7077622151672
223,223,0,15500.9468829813,15500.9468829813,0,0,0,10.6849686063095,0,0,6.76357110350196,0,7.76555155312821,0,2215.09415182298,632.265486430616,589.892029860198,9.87721135048869,10722.8241231031,0.680889433723367,674.443502946515,630.655396770716,151.0274,-454.5445,-2237.1365,44.0867,1.53,51.1338,44.08667,456.9637,2.82,2073.8225,10.114488986714,10.2287692971137,0.114280310399629,-34.06532103926,7.56748397527005,-2.54700501144398,-2.66128532184361
224,224,0,22308.9937042347,22308.9937042347,0,0,0,10.3084868958709,0,0,0.0282747049927056,0,3.39899139963866,0,6906.80837725412,1602.95877068244,1429.20146065059,3.12516411878777,8991.66038554328,4.14374575918201,1770.1025607135,1587.25748651227,1.5837975,-650.5089,-4454.838,-86.3179,-1.64,221.2412,-86.31836,1236.3344,2.82,3557.0498,11.6036967551033,11.5804780923193,-0.0232186627839983,-31.4473098000627,7.44643807430706,-4.1572586807962,-4.13404001801221
225,225,0,150235.712030977,150235.712030977,0,0,0,10.4146417358534,0,0,0.0350786004235524,0,3.07336353343905,0,2418.71515334653,457.410375507488,179.211253817947,16.0013895726637,144399.965698254,301.928689659144,1502.58953523301,946.366851716177,137.70491,-145.3053,-3825.4807,-112.1213,-2.63,246.0974,-112.12158,1311.1561,2.82,2160.8862,9.73871544509196,9.13869807581077,-0.600017369281181,-116.999986471236,5.91239046486518,-3.82632498022677,-3.22630761094559
226,226,0,4687.41486301977,4687.41486301977,0,0,0,10.6470697058363,0,0,8.68233829306541,0,8.32214831243217,0,2484.12295840994,458.868587212481,479.02862981882,19.9407306995004,99.99999998,3.78651726670616,546.022096235616,567.993787085365,182.89326,-349.72858,-2458.596,-31.7402,-1.07,26.9454,-31.740234,375.8567,2.82,2188.069,9.74212181542619,9.98867226833718,0.246550452910983,0,7.45541024521558,-2.28671157021062,-2.5332620231216
227,227,0,99190.9020947436,99190.9020947436,0,0,0,10.8138143023939,0,0,3.48206751305282,0,10.2111352562679,0,137.851010084369,6.29865115932893,91.5446747174401,9.35250628992748,97613.0916210436,600.834787709135,484.097692320246,223.324134347872,385.3784,238.07321,-1487.1583,-19.1077,-1.13,102.5084,-19.107666,119.1019,2.82,620.1686,7.34902886302746,6.84321018652245,-0.505818676505008,-96.729281698149,5.1988068462295,-2.15022201679796,-1.64440334029295
228,228,0,964.044797102984,964.044797102984,0,0,0,10.7856378424531,0,0,0.0467363736248409,0,7.44544204340825,0,18.5493074156087,15.4211308014955,25.3590931345526,8.35899974532691,635.998029284435,137.050545944689,60.5265975862982,44.5032769310917,351.4623,240.124,-1650.783,-19.3256,-1.06,217.8821,-19.325562,504.9308,2.82,314.2383,7.20730252354394,7.29642187165691,0.0891193481129706,-10.5657004069053,6.47931410726579,-0.727988416278149,-0.817107764391119
229,229,0,115848.883176324,115848.883176324,0,0,0,10.7304079434219,0,0,4.73733916966384,0,8.49771380588948,0,366.667457688515,9.06731324948369,22.2739386996514,13.9183116876149,113960.373524014,499.20464784341,642.829679824959,310.582842397807,358.1626,172.4761,-1972.1321,-82.0328,-3.74,80.7942,-82.032715,350.8398,2.82,925.0067,7.90111979758036,7.32804726190379,-0.573072535676574,-104.274052052895,5.41571119180306,-2.4854086057773,-1.91233607010073
230,230,0,1557.33102094902,1557.33102094902,0,0,0,10.8182720097436,0,0,5.62269239797533,0,5.30657879732401,0,183.292089159431,492.263241068643,412.595064511889,4.51745299099476,99.99999998,110.445440480246,136.36876049533,96.1014290574477,134.6479,-322.32037,-1461.2913,-28.6245,-1.48,67.1803,-28.62439,856.1973,2.82,694.1416,9.81870061312617,9.83124362032694,0.0125430072007724,0,8.70093025686887,-1.1177703562573,-1.13031336345807
231,231,0,41244.2210560902,41244.2210560902,0,0,0,10.5115822366172,0,0,4.92375632156706,0,10.6495529572362,0,4882.58013660809,996.327849784532,679.785211999969,2.22597592537295,32170.5428904235,36.8696226174865,1416.52100063814,1033.28347657763,205.93895,-559.3069,-3253.5483,-140.3872,-3.59,388.1716,-140.3872,63.0039,2.82,3012.5334,10.7564661407728,10.4072690923646,-0.349197048408236,-56.8084459979768,7.04279638820667,-3.71366975256616,-3.36447270415792
232,232,0,3103.30399507889,3103.30399507889,0,0,0,10.4236189231876,0,0,8.87837949614134,0,1.76293982478638,0,1315.96209296144,361.121393731442,249.223203225048,0.614045282956015,99.99999998,27.2505661390849,586.773193980773,441.294561534038,102.34491,-129.236,-3772.4053,-62.5813,-1.5,441.3679,-62.581055,1662.6798,2.82,1629.8474,9.50031943033649,9.37868047186582,-0.121638958470678,0,7.12797925195367,-2.37234017838282,-2.25070121991215
233,233,0,326.498990144866,326.498990144866,0,0,0,10.7001844717013,0,0,1.09585319545621,0,2.30390466550707,0,0.15345475112366,16.9142363816381,0.942850898201616,0.736701185568296,70.8249446018953,45.4698831382067,117.849003965594,59.5079728899734,188.2332,82.67209,-2148.3342,-88.3657,-3.82,159.7951,-88.36572,1505.5687,2.82,120.8793,8.0112692108782,7.89710050968979,-0.114168701188419,-0.475273279056637,6.97568639982419,-1.03558281105402,-0.921414109865599
234,234,0,6832.85517854652,6832.85517854652,0,0,0,10.7647494079061,0,0,2.17590962530839,0,10.2952379085911,0,1284.75378821778,502.822601924525,341.481353238395,0.00308112001682734,4007.93085149777,5.24903186702504,405.322777623468,262.055796115732,240.7163,-368.09576,-1772.2231,-46.6483,-2.05,129.8464,-46.648438,108.2485,2.82,1612.0396,9.84237062486228,9.64792140860588,-0.194449216256395,-21.9924663144875,7.87910765738022,-1.96326296748206,-1.76881375122567
235,235,0,37056.0562045505,37056.0562045505,0,0,0,10.3284690739361,0,0,6.61237875986116,0,4.79343480748475,0,4806.4048892289,629.543474794824,375.401807363044,2.94265333338212,27455.3884662676,358.565169241474,1938.33464364833,1467.74081803166,156.5163,-277.92688,-4336.1235,-101.2928,-2.07,412.822,-101.29248,950.5856,2.82,2990.014,10.1090704948144,9.73752885749618,-0.371541637318236,-52.7090028310595,5.75641829000839,-4.35265220480602,-3.98111056748778
236,236,0,2258.01246203213,2258.01246203213,0,0,0,10.6741048273067,0,0,0.314145755637185,0,8.07715705252955,0,986.101820059467,229.884968247562,224.113375933746,14.50435814818,99.99999998,10.7912916725066,340.29063124237,333.260609112827,237.0783,-125.73602,-2300.578,-73.7349,-2.77,272.1949,-73.73511,411.2116,2.82,1429.274,9.11619579292241,9.29704166920546,0.180845876283044,0,7.32149898519934,-1.79469680772308,-1.97554268400612
237,237,0,2424.6254843706,2424.6254843706,0,0,0,10.2736857994108,0,0,18.8843870237767,0,0.058887014691595,0,456.57744216992,196.764718703087,103.427097424055,0.0203423421778471,719.318027150344,70.7158394769576,503.399037850767,345.186019415415,12.701202,74.94769,-4661.867,-57.6301,-1.14,536.8893,-57.63037,2960.5508,2.82,1016.3281,9.00272847943958,8.81699113773944,-0.185737341700143,-11.0460314725011,6.80907289568621,-2.19365558375337,-2.00791824205323
238,238,0,275.772648692957,275.772648692957,0,0,0,10.7929016865501,0,0,3.3029734741314,0,4.99469908258341,0,3.13173827971524,33.0421955281718,6.85146519058889,0.755675950048373,99.99999998,8.28378914470655,74.4146280801587,30.2025822963023,262.3627,76.16441,-1608.5804,-38.5093,-2.16,105.9085,-38.5094,912.9898,2.82,209.826,8.17482341225955,8.06175303609679,-0.113070376162762,0,7.36218427519146,-0.812639137068095,-0.699568760905333
239,239,0,1102.033704179,1102.033704179,0,0,0,10.7861065503249,0,0,2.16815400080548,0,6.45008027034688,0,214.232749775526,261.862442221713,178.88755460674,1.42258313111848,186.72825945829,19.1544515311734,139.37182384404,80.9694987889211,219.21664,-137.61488,-1648.0594,-33.2006,-1.69,130.0304,-33.200684,661.0737,2.82,739.333,9.21821643243947,9.1374885218451,-0.0807279105943692,-7.09945647063208,8.08765798897282,-1.13055844346665,-1.04983053287228
240,240,0,28181.6372042438,28181.6372042438,0,0,0,10.4244493773959,0,0,2.5846959138311,0,4.9276379878172,0,5611.25744794626,1795.20214404289,1424.30284880091,0.39675991803218,16157.920348762,0.0793134766593704,1771.41652732058,1403.12503069739,30.176598,-690.1633,-3767.4966,-159.0115,-3.51,120.5735,-159.01123,925.4311,2.82,3219.6472,11.8369825867507,11.5739937053484,-0.26298888140237,-41.1341425979322,7.67816264843003,-4.1588199383207,-3.89583105691833
241,241,0,5857.00321150163,5857.00321150163,0,0,0,10.3646011403529,0,0,10.1431799647157,0,0.000537900173655626,0,1816.31492535875,1280.1360916298,1079.95372189682,1.17431859693938,99.99999998,47.1437940859592,835.953223277013,675.818817671107,-90.20471,-504.149,-4121.7534,-32.998,-0.68,10.2842,-32.998047,2779.1675,2.82,1890.8373,11.1778989527791,11.086264934385,-0.091634018394176,0,8.33661338529014,-2.84128556748899,-2.74965154909481
242,242,0,5247.18568476803,5247.18568476803,0,0,0,10.6818481686959,0,0,6.33984035178368,0,10.6693323436874,0,2606.65568673256,706.467986756112,638.332358215064,7.21338524859181,202.347906182781,9.15871912830436,554.749835404687,494.568786235761,234.6011,-380.30206,-2255.3557,-42.7674,-1.53,56.9228,-42.76758,60.5005,2.82,2238.046,10.2579465509226,10.3265240117898,0.0685774608672851,-7.26747133090458,7.95263375767261,-2.30531279324995,-2.37389025411723
243,243,0,8168.213501385,8168.213501385,0,0,0,10.7756836479425,0,0,3.70411198897258,0,9.41245405197512,0,419.643871353338,3.76190804239832,0.485625852775469,27.4858537394949,7084.61183488323,227.894930500755,173.0967916896,207.34043563452,326.0418,-9.82489,-1708.6395,-86.6921,-4.35,98.4121,-86.69214,224.4857,2.82,980.0128,7.40604361205677,7.7303131394899,0.324269527433122,-28.2510408749226,6.14038107291689,-1.26566253913988,-1.589932066573
244,244,0,210.031481420626,210.031481420626,0,0,0,10.8211972901098,0,0,8.92227844401562,0,5.4503922584329,0,1.22637693015452,20.0621501653873,3.21888869037508,1.72934860841069,99.99999998,3.71379098443614,41.0393860450485,13.8476720242555,277.1848,76.45882,-1444.3195,-50.5931,-3.15,24.1176,-50.59314,830.5723,2.82,182.5728,8.0479079164894,7.97941261634498,-0.0684953001444173,0,7.45728801323124,-0.590619903258153,-0.522124603113736
245,245,0,70512.7157216965,70512.7157216965,0,0,0,10.7182175667918,0,0,4.90746007311829,0,6.18577748438463,0,518.598578888482,131.291664694819,33.9011029113444,2.67581587874581,68922.119198844,115.324257170759,492.71438755476,274.279260629351,240.0869,-92.16177,-2043.1718,-35.6636,-1.49,78.0854,-35.663574,704.527,2.82,1074.1506,8.74582574894623,8.38224653636878,-0.363579212577449,-81.7590675994616,6.57610867788794,-2.16971707105829,-1.80613785848084
246,246,0,7658.00930147324,7658.00930147324,0,0,0,10.4495603067859,0,0,5.9423790960702,0,4.63270973345206,0,4242.55184356331,727.905971828674,735.764105258906,17.1830094683544,87.0366636761555,9.54135330571023,904.123154822479,912.878550413337,118.7617,-420.49777,-3619.1616,-56.9194,-1.34,62.5315,-56.919434,981.1793,2.82,2817.4475,10.2979732612253,10.5124971986325,0.21452393740717,-5.79880326790231,7.3411091891022,-2.95686407212311,-3.17138800953028
247,247,0,4761.04748329703,4761.04748329703,0,0,0,10.6832688471311,0,0,4.35270706630049,0,10.8213034832505,0,2629.01721435959,282.011902834261,416.184515373823,57.8723953379999,99.99999998,35.7374711160775,518.531765926622,695.834938971975,225.3489,-383.30112,-2247.0605,-26.707,-0.94,87.1039,-26.707031,41.343,2.82,2247.0388,9.27932100217398,9.84006008581567,0.560739083641691,0,7.05219174381682,-2.22712925835716,-2.78786834199885
248,248,0,494.981199529507,494.981199529507,0,0,0,10.5024747265267,0,0,9.71656907370897,0,0.0482064631814481,0,8.05058611988603,7.32872733405413,11.8633449652448,10.6461349562055,99.99999998,157.314351557329,96.7339045981495,82.7768997552202,157.5619,305.4536,-3307.1685,5.9943,0.17,15.0181,5.994385,2578.5457,2.82,253.7636,7.32928377710129,7.45556793173044,0.126284154629143,0,6.39574981938479,-0.933533957716507,-1.05981811234565
249,249,0,9369.66909128003,9369.66909128003,0,0,0,10.2156392028349,0,0,4.41287452826649,0,0.055176173097288,0,3470.19016640057,1834.88294784835,1805.80947713488,13.3903546821948,99.99999998,120.101432777138,1016.10830570415,994.50271684856,-227.5374,-729.43054,-5007.9634,-66.8706,-1.11,379.901,-66.870605,2954.129,2.82,2561.2107,11.8835533705656,12.0494817062024,0.16592833563684,0,8.74590799238411,-3.13764537818144,-3.30357371381828
