run_id,input_run_id,failed_flag,phi,meas_phi,regul_phi,oname:cum_otype:lst_usecol:chd2,cum,oname:cum_otype:lst_usecol:drn,oname:cum_otype:lst_usecol:in-out,oname:cum_otype:lst_usecol:percent-discrepancy,oname:cum_otype:lst_usecol:rcha,oname:cum_otype:lst_usecol:total,oname:cum_otype:lst_usecol:wel2,oname:cum_otype:lst_usecol:wel3,oname:cum_otype:lst_usecol:wel,oname:springobs_otype:lst_usecol:pk2_head,oname:springobs_otype:lst_usecol:pk4_head,oname:springobs_otype:lst_usecol:pk4_pk2_diff,oname:springobs_otype:lst_usecol:spring_flux,springobs,oname:springobs_otype:lst_usecol:spring_pk2_diff,oname:springobs_otype:lst_usecol:spring_pk4_diff,oname:cum_otype:lst_usecol:chd2_totim:1,oname:cum_otype:lst_usecol:chd_totim:1,oname:cum_otype:lst_usecol:drn_totim:1,oname:cum_otype:lst_usecol:in-out_totim:1,oname:cum_otype:lst_usecol:percent-discrepancy_totim:1,oname:cum_otype:lst_usecol:rcha_totim:1,oname:cum_otype:lst_usecol:total_totim:1,oname:cum_otype:lst_usecol:wel2_totim:1,oname:cum_otype:lst_usecol:wel3_totim:1,oname:cum_otype:lst_usecol:wel_totim:1,oname:springobs_otype:lst_usecol:pk2_head_kper:0,oname:springobs_otype:lst_usecol:pk4_head_kper:0,oname:springobs_otype:lst_usecol:pk4_pk2_diff_kper:0,oname:springobs_otype:lst_usecol:spring_flux_kper:0,oname:springobs_otype:lst_usecol:spring_head_kper:0,oname:springobs_otype:lst_usecol:spring_pk2_diff_kper:0,oname:springobs_otype:lst_usecol:spring_pk4_diff_kper:0
0,0,0,81979.5418340321,81979.5418340321,0,0,0,10.188174133017,0,0,4.28508679883582,0,0.620584838998717,0,5902.00881228144,1080.93433140152,683.854349290685,7.4362934476509,69861.1913097707,257.096824400236,2392.36465899423,1779.56140867479,6.0763016,-446.6487,-5172.0635,-114.1224,-1.94,88.2416,-114.12207,2108.9487,2.82,3298.5034,10.8877565776704,10.4150608965963,-0.472695681074176,-82.2938031572257,6.04657608724257,-4.84118049042787,-4.3684848093537
1,1,0,282391.679045759,282391.679045759,0,0,0,10.6788023827957,0,0,0.381517884257396,0,6.90639209949838,0,714.737667254383,183.458648977105,19.6346321272724,26.1488283170038,279272.21446357,409.089780797215,1140.4573948238,607.970917526165,212.01843,-63.602386,-2273.1416,-20.4255,-0.78,276.1938,-20.425537,588.0979,2.82,1237.1884,8.95446908040422,8.24310982980828,-0.711359250595937,-161.538636637093,5.62740320182886,-3.32706587857536,-2.61570662797942
2,2,0,1394.1590447567,1394.1590447567,0,0,0,10.6527871858695,0,0,3.97547375175818,0,4.72479136156859,0,178.986306758209,61.4763534591078,78.6573025839921,8.83153906291125,99.99999998,523.87683632664,226.432376463056,196.545277823587,327.4418,333.5479,-2425.1611,-16.6353,-0.63,93.5693,-16.635498,963.588,2.82,687.5587,6.8159314222652,6.91311047709429,0.0971790548290921,0,5.36116440886061,-1.45476701340459,-1.55194606823368
3,3,0,40660.0837763325,40660.0837763325,0,0,0,10.4120576851887,0,0,10.5044650620106,0,9.59068552966717,0,8261.65152919812,2145.45885147184,1897.99935519698,1.55485011735401,24703.8032455101,6.05963595843146,1923.47726656252,1689.57183404029,65.24609,-836.9054,-3840.7625,-71.8833,-1.51,459.6475,-71.8833,200.5924,2.82,3877.4785,12.2319098128869,12.1566034421289,-0.0753063707580051,-50.1523307222515,7.89616327830185,-4.3357465345851,-4.26044016382709
4,4,0,4880.54059394142,4880.54059394142,0,0,0,10.3767030355434,0,0,4.70803416640424,0,0.00531632715126992,0,1401.82103324617,1071.87625518951,905.294863938647,1.8187139081495,99.99999998,29.3309190057682,746.585597721597,608.723157422481,-115.06331,-510.346,-4050.0369,-93.3238,-1.95,81.2657,-93.32373,2820.2588,2.82,1677.7778,10.873952130361,10.8088118318344,-0.0651402985265985,0,8.19158027111194,-2.68237185924902,-2.61723156072243
5,5,0,6781.31668375473,6781.31668375473,0,0,0,10.3013033829079,0,0,248.238386216539,0,1.19113290698703,0,2089.10207751909,1575.22498324049,1452.01597591172,5.83813507540876,99.99999998,259.475238122865,556.057382063166,483.872069335552,-94.0609,-715.84753,-4497.5435,-93.8842,-1.74,1334.789,-93.88428,1858.0245,2.82,2017.934,11.5689104087148,11.6105327395414,0.0416223308266179,0,9.26082351026692,-2.30808689844791,-2.34970922927452
6,6,0,132901.773962576,132901.773962576,0,0,0,10.3519697649112,0,0,1.74962973205449,0,1.2022004139868,0,1882.39982155197,171.931807979567,34.5240530980768,10.4753190367048,127682.990640042,645.059282607836,1483.04276639872,978.046471949974,133.3134,32.53781,-4196.6523,-111.1783,-2.45,140.501,-111.17822,1853.8438,2.82,1922.4581,8.91122769944646,8.3875717241161,-0.523655975330362,-110.19827032141,5.11019827032141,-3.80102942912505,-3.27737345379469
7,7,0,860.136138031006,860.136138031006,0,0,0,10.7761886064229,0,0,0.0406039264973055,0,7.2461585570326,0,236.896430814518,108.509998668925,113.831487018088,18.0826567560732,99.99999998,0.88827095345987,129.033572520744,134.830770229245,232.79422,-153.2835,-1705.7039,-70.5744,-3.47,247.0912,-70.57446,535.3149,2.82,770.3926,8.64168132684101,8.86691839902632,0.225237072185307,0,7.5557518725141,-1.08592945432691,-1.31116652651222
8,8,0,8104.36724968519,8104.36724968519,0,0,0,10.6090838976448,0,0,3.27443714685755,0,5.73989474621037,0,3280.16179072655,1534.81809490213,1479.92299502821,10.8439330608353,228.92438787903,153.856514202769,716.786216300503,679.429901794451,-3.4371986,-770.6276,-2680.9592,-71.8505,-2.03,106.4587,-71.850586,779.9936,2.82,2493.9011,11.517675452232,11.646976728586,0.129301276353969,-7.53907423526354,8.89038910912169,-2.62728634311032,-2.75658761946429
9,9,0,6666.14203042469,6666.14203042469,0,0,0,10.6283343139919,0,0,176.63678420372,0,7.99237002373815,0,1611.28348585167,1783.92068028177,1710.9378882525,9.77812764629452,86.151763002589,483.559582186473,409.920638864346,375.332375797603,-29.3359,-825.5812,-2568.2205,-45.4569,-1.3,1162.404,-45.456787,423.5719,2.82,1788.8846,11.823648517907,11.9363484962615,0.112699978354565,-0.215460779269982,9.84899882261558,-1.97464969529138,-2.08734967364594
10,10,0,15821.8907270516,15821.8907270516,0,0,0,10.4281839794467,0,0,9.65385533773585,0,7.63817287974739,0,8127.8416325543,2069.00432448691,1729.63954351531,0.0105321269278177,99.99999998,0.0318191767201793,2052.80851115168,1714.83415186286,79.1382,-756.6468,-3745.4243,-81.3967,-1.77,15.7227,-81.396484,475.9302,2.82,3847.0635,12.1486309198339,11.9588935349625,-0.18973738487138,0,7.66783793057509,-4.48079298925882,-4.29105560438744
11,11,0,13571.8428314091,13571.8428314091,0,0,0,10.3410645560883,0,0,145.98906278642,0,10.9014427315012,0,7352.05866072834,1391.78961682924,1389.70706697003,15.7774063734361,99.99999998,5.71581238687577,1575.88937840211,1573.6733196651,137.1088,-709.00696,-4261.3525,-55.6335,-1.09,1077.9366,-55.6333,31.2948,2.82,3665.5657,11.3306696675386,11.5278775019708,0.197207834432254,0,7.41092234761744,-3.91974731992114,-4.11695515435339
12,12,0,382.424590656623,382.424590656623,0,0,0,10.6195428685697,0,0,0.0666521464823929,0,2.46767410972817,0,8.04249369007107,7.67617839843698,13.2426734561273,9.80656330316419,49.7515650330152,136.542492715724,79.4691681646189,64.7395867706858,258.13925,286.3498,-2619.6943,-105.877,-3.87,251.0539,-105.87695,1461.7494,2.82,253.7049,7.32294082945268,7.43609515727147,0.113154327818796,-0.883956320425568,6.48148601756024,-0.841454811892442,-0.954609139711238
13,13,0,517.514150795101,517.514150795101,0,0,0,10.7168112057307,0,0,6.30099193496663,0,3.11130950901786,0,77.221730275021,89.3137377897406,69.8236136699351,8.44168586341568,99.99999998,0.0349505892569758,85.815096572071,66.7342234059459,152.1813,-74.30499,-2051.37,-112.3424,-4.88,57.4631,-112.34253,1302.2393,2.82,498.6292,8.54505945733451,8.63560525171839,0.0905457943838748,0,7.66869507669334,-0.876364380641176,-0.966910175025051
14,14,0,3660.20184137083,3660.20184137083,0,0,0,10.5634151734126,0,0,8.06391074285866,0,5.7654388817106,0,2013.65588468262,367.582434905164,288.066778845463,3.24032639694516,99.99999998,6.72339390125316,473.732213655694,382.808044205715,214.9695,-148.1531,-2948.8247,-85.5186,-2.54,34.4194,-85.518555,775.5927,2.82,1983.6575,9.51724394615073,9.49725301250421,-0.01999093364652,0,7.39070491903522,-2.12653902711551,-2.10654809346899
15,15,0,8494.53670133622,8494.53670133622,0,0,0,10.4187899445868,0,0,0.209639946146702,0,6.27033300039064,0,4482.57831681894,514.391466000936,395.223419274487,1.44006474015323,99.99999998,246.231294757942,1472.40721320455,1265.36616366809,187.53299,-248.4342,-3800.9526,-75.2974,-1.74,200.9815,-75.29736,690.5262,2.82,2892.2288,9.86801998668648,9.78802268416255,-0.0799973025239336,0,6.08082411834128,-3.7871958683452,-3.70719856582127
16,16,0,13092.6000911782,13092.6000911782,0,0,0,10.2419293196673,0,0,0.97749205757672,0,0.625635617988944,0,3476.05194162198,597.361984239506,378.738459183062,0.959980385475365,5892.54284382097,186.564162774683,1451.59773833156,1096.93792382571,49.607304,-208.01071,-4851.09,-34.9727,-0.64,302.1386,-34.972656,2106.3047,2.82,2563.2573,10.0440989837556,9.74612039499888,-0.297978588756695,-26.0288700558658,6.28411507521796,-3.75998390853762,-3.46200531978092
17,17,0,7397.86336173832,7397.86336173832,0,0,0,10.4861328396597,0,0,5.53409548131759,0,4.47315393628224,0,3176.62883860042,835.305834728907,644.454801393959,0.234697954514207,99.99999998,72.3931258508047,1399.51356149124,1148.83911948122,78.362,-351.37482,-3403.4392,-136.6531,-3.45,68.4919,-136.65308,1012.08,2.82,2456.407,10.4901657992733,10.3386114342175,-0.151554365055848,0,6.79915849977329,-3.69100729950001,-3.53945293444417
18,18,0,10677.4509176413,10677.4509176413,0,0,0,10.4458120898248,0,0,4.86551905311746,0,4.7255678068992,0,5315.85455478883,1579.74631844375,1392.40810345895,2.46164269083364,99.99999998,25.780965901138,1201.90673993097,1039.25569349703,47.565403,-688.86633,-3641.2917,-100.1757,-2.27,78.7488,-100.17578,963.4404,2.82,3137.4077,11.5746022674524,11.5314984971978,-0.043103770254552,0,8.15774960266984,-3.41685266478252,-3.37374889452797
19,19,0,2046.09068680964,2046.09068680964,0,0,0,10.6225692109925,0,0,6.20342798286451,0,4.82535190139844,0,684.586915877621,92.3345180216061,26.1939818998547,0.241159099694954,99.99999998,196.541991178432,558.302640274715,366.238131382464,252.2423,43.0708,-2601.9727,-86.7076,-2.98,58.8274,-86.70776,944.5716,2.82,1213.733,8.56090851813066,8.31180056564891,-0.249107952481747,0,6.24806565353997,-2.31284286459069,-2.06373491210895
20,20,0,5393.05693400043,5393.05693400043,0,0,0,10.7226395884746,0,0,4.52909069380928,0,10.9229429502241,0,2440.98159136481,997.592122192067,940.92980160562,9.54746540461048,99.99999998,143.302089117972,384.701021185307,349.828169917537,168.0131,-511.6284,-2017.3977,-75.2298,-2.89,84.1772,-75.22974,28.6053,2.82,2170.1807,10.7584681764933,10.8674579077888,0.108989731295564,0,8.84708850599265,-1.91137967050061,-2.02036940179617
21,21,0,1701.52624746438,1701.52624746438,0,0,0,10.3781726384703,0,0,7.97286672444731,0,0.00224774043373628,0,486.847827312672,106.486306275803,65.1148659929977,3.0630532158096,99.99999998,117.266761110176,447.246281954561,357.147864519009,56.049805,71.030304,-4041.3308,-31.6955,-0.72,35.5436,-31.695312,2799.1821,2.82,1045.0094,8.63192202358416,8.6069378290364,-0.0249841945477609,0,6.56710221576468,-2.06481980781948,-2.03983561327172
22,22,0,38328.5902882125,38328.5902882125,0,0,0,10.5401755114247,0,0,0.109027232340998,0,8.88685398673114,0,2547.91526714191,119.849104173866,19.9569213146719,6.15161301627273,32659.2669298921,672.253081380286,1359.79551678695,923.865797775953,285.8247,-70.0683,-3085.357,-100.1572,-2.85,256.0904,-100.15723,296.2953,2.82,2214.2378,8.69475615629174,8.24673170152421,-0.448024454767523,-57.2156252779414,5.05721562527794,-3.6375405310138,-3.18951607624627
23,23,0,17326.76847895,17326.76847895,0,0,0,10.2052259318889,0,0,7.70124056280103,0,0.0783129128376692,0,4478.21658932807,1709.2598790507,1385.08276618983,0.0160012852787705,6506.2916952595,0.720979129847666,1780.19027920883,1449.00551009043,-141.4211,-679.6388,-5070.1553,-41.7201,-0.69,427.0637,-41.720215,2528.7236,2.82,2890.888,11.7343196284887,11.5216700098072,-0.212649618681514,-27.1984762472861,7.56508951007987,-4.16923011840884,-3.95658049972733
24,24,0,25586.9004553754,25586.9004553754,0,0,0,10.5656847943928,0,0,1.66401919538094,0,5.42089819841255,0,2275.9197579823,705.613264310678,489.723467183367,0.188083129746844,20771.6387426311,1.66924186982666,775.921830323227,548.575465756912,114.1923,-473.2046,-2935.4988,-32.449,-0.91,323.2076,-32.448975,835.7998,2.82,2100.2346,10.2563382019439,10.0129696500028,-0.243368551941106,-46.2371077572343,7.5208008564337,-2.73553734551025,-2.49216879356914
25,25,0,790.069680577341,790.069680577341,0,0,0,10.6497210417053,0,0,0.941836030480817,0,2.65908600235627,0,110.817127066957,168.374321262619,97.4397709787767,0.801464369623432,99.99999998,0.465493486999748,186.545988805665,111.374871552157,134.8225,-37.4953,-2443.0903,-59.5301,-2.21,300.8659,-59.530273,1412.3385,2.82,570.2087,8.89759131186448,8.78711585428853,-0.110475457575957,0,7.58177291688781,-1.31581839497667,-1.20534293740071
26,26,0,929.681073009855,929.681073009855,0,0,0,10.6501043283423,0,0,4.3200165899478,0,0.932176267681432,0,45.5092475391798,295.96045847382,226.783829333146,3.44415044059276,99.99999998,36.6412227628268,124.329233822904,81.1106334714142,66.5974,-178.26898,-2440.8489,-85.3601,-3.05,87.6528,-85.36011,1962.0721,2.82,414.6154,9.32035013434423,9.30593435890528,-0.0144157754389465,0,8.25531993823784,-1.06503019610638,-1.05061442066744
27,27,0,943.447916804168,943.447916804168,0,0,0,10.3690372011641,0,0,165.020275058394,0,0.0404749197729697,0,54.0269524277363,176.127185727099,131.980195739876,4.91496308748095,99.99999998,0.0211524813212096,172.288013348385,128.659666832939,-4.6408005,-108.801895,-4095.4602,-41.5458,-0.92,1131.3232,-41.5459,2593.7324,2.82,439.4816,8.92712917881832,8.94882633909515,0.0216971602768279,0,7.66454389264303,-1.26258528617528,-1.28428244645211
28,28,0,11717.46648655,11717.46648655,0,0,0,10.4159578956635,0,0,51.5168189023744,0,9.30682977739822,0,6030.46654663562,1784.91713915725,1639.43605190867,5.02508570194454,99.99999998,96.8551084641565,1050.19941710658,939.327531020359,110.4178,-687.7652,-3817.6978,-85.825,-1.88,734.9246,-85.825195,238.7523,2.82,3332.7234,11.8248279718318,11.848995001119,0.0241670292871934,0,8.63414992996066,-3.19067804187115,-3.21484507115834
29,29,0,413.591293948128,413.591293948128,0,0,0,10.862341828813,0,0,8.2740510112836,0,7.59568506174732,0,41.4211992126139,69.5360516126603,27.0791301761995,0.748109448670242,99.99999998,2.59877244995364,99.0203871186136,46.4555660475733,279.8633,-15.899002,-1205.851,-23.0732,-1.6,31.8486,-23.07312,482.2917,2.82,401.8531,8.43388279519762,8.32037611567211,-0.113506679525512,0,7.48879291423906,-0.945089880958568,-0.831583201433055
30,30,0,663.662004465872,663.662004465872,0,0,0,10.7452765424202,0,0,4.36330468320215,0,3.15675573036442,0,48.4272748736115,170.438438276913,137.550870043466,7.14493424309179,99.99999998,9.87864440169886,98.25123779492,73.7052678961849,116.64459,-99.6877,-1885.5396,-63.8276,-2.93,86.9264,-63.827637,1291.6313,2.82,423.3774,8.90552073241643,8.97282083049145,0.0673000980750249,0,7.96430310850672,-0.941217623909704,-1.00851772198473
31,31,0,37812.4326004451,37812.4326004451,0,0,0,10.4558044068549,0,0,9.66772279714852,0,2.7034426801316,0,3034.84065919667,751.478162594342,498.394994581143,1.18448419253686,31368.9065471238,53.1764028544493,1204.45904521578,877.165334802295,90.2316,-370.9901,-3582.3042,-39.4781,-0.95,15.5667,-39.478516,1401.1447,2.82,2404.053,10.3413102024294,10.0324761915441,-0.30883401088524,-56.1338083502941,6.92077847772814,-3.42053172470124,-3.111697713816
32,32,0,1001.398285985,1001.398285985,0,0,0,10.7277298312606,0,0,9.4725298584211,0,7.52738400714554,0,385.68134877864,5.19369962742493,1.78855316606277,9.35380454145819,99.99999998,127.651376407774,184.341984916774,159.659874870041,324.6169,178.88498,-1987.7354,-25.9053,-1.16,17.7729,-25.90503,492.5555,2.82,945.1799,7.82789689834276,7.93373679994911,0.10583990160635,0,6.52017091377601,-1.30772598456675,-1.4135658861731
33,33,0,2703.00229270773,2703.00229270773,0,0,0,10.7735573479872,0,0,2.45787292264983,0,10.4352788238645,0,1282.68583102513,381.387072979334,303.397280237548,3.56895977657339,99.99999998,1.17219596361927,340.271663783855,266.852579867162,221.21463,-354.9001,-1721.0016,-27.3743,-1.23,123.3664,-27.374268,90.2742,2.82,1610.852,9.55291339536431,9.54183030240477,-0.0110830929595398,0,7.75826799913267,-1.79464539623163,-1.78356230327209
34,34,0,29174.2604991753,29174.2604991753,0,0,0,10.348011044442,0,0,3.36806588619139,0,3.11859431773153,0,6491.86181104912,1751.73992474217,1333.64363009908,1.78144118806991,16140.7258811502,4.65852452785195,1937.06968002721,1495.94493514327,5.1243973,-695.8531,-4220.1353,-50.124,-0.99,104.6623,-50.124023,1300.5337,2.82,3452.7239,11.7853792238484,11.4519085833288,-0.33347064051955,-41.1138469534899,7.43416384622006,-4.35121537762833,-4.01774473710878
35,35,0,14340.1909706956,14340.1909706956,0,0,0,10.3279108262547,0,0,113.838388585435,0,7.66493106831134,0,7167.36119964173,2176.54500241178,2103.18710119751,10.2852428310729,90.7306300022306,111.535682054739,1302.66213102472,1246.05275105182,53.3928,-840.05554,-4339.4385,-51.2674,-0.97,979.1194,-51.26758,471.9329,2.82,3620.9617,12.2653456489437,12.3860517890638,0.120706140120094,-0.142421181868485,8.7061045500079,-3.55924109893579,-3.67994723905588
36,36,0,51476.030036588,51476.030036588,0,0,0,10.5086717124009,0,0,5.01094873367052,0,10.2466214220454,0,5131.31669037691,485.022256622992,337.562274849254,0.122253058922711,42016.4179435381,368.661167365655,1699.39938416666,1411.76182474142,230.0605,-312.56363,-3270.6814,-74.5184,-1.93,76.4605,-74.518555,114.517,2.82,3084.8687,9.80232208503432,9.63728678994123,-0.165035295093093,-64.4937201320161,5.72994487744321,-4.07237720759111,-3.90734191249801
37,37,0,422.076268815568,422.076268815568,0,0,0,10.6378828425202,0,0,5.72095067999379,0,2.12095447199169,0,50.3587474839051,5.22866427404418,1.09277578333824,7.61060166456344,99.99999998,60.398122474572,101.168396459046,77.739172701593,227.802,174.36409,-2512.3381,-56.1766,-2.08,65.7377,-56.176514,1556.4052,2.82,429.0325,7.82866272704672,7.90453591647555,0.0758731894288287,0,6.87283771016234,-0.95582501688438,-1.03169820631321
38,38,0,1329.21525629895,1329.21525629895,0,0,0,10.8988732125857,0,0,3.45430210859858,0,9.81435237611985,0,0.163390509981446,1.91164969231,5.76021492443675,0.0472327720248859,1253.42129537273,14.6172644911247,27.1011588205724,2.02552201846442,379.8634,188.98871,-994.498,-28.5104,-2.5,103.0297,-28.510254,170.9201,2.82,120.3656,7.7382624205021,7.55999552244934,-0.178266898052766,-13.6211071271364,7.26767468706448,-0.470587733437625,-0.292320835384859
39,39,0,3429.20612039222,3429.20612039222,0,0,0,10.6597988614216,0,0,5.54718927889795,0,5.36685838216724,0,1285.90323749986,607.915130365665,465.156562089754,0.830929876589401,99.99999998,2.0170753381182,539.897625184456,405.911713535291,168.9824,-360.56073,-2384.1702,-46.5168,-1.6,68.2974,-46.516846,845.4148,2.82,1612.6993,10.0655934992729,9.95674885438651,-0.108844644886359,0,7.79202377752046,-2.27356972175241,-2.16472507686605
40,40,0,1174.55782590649,1174.55782590649,0,0,0,10.8489584704733,0,0,5.59818976324036,0,9.87665814948457,0,431.753126553326,194.230144229827,209.441435157321,20.5702529214226,67.7410435523982,15.9765272641818,98.7953041239994,109.726185720817,233.0873,-243.3757,-1283.3696,-68.4918,-4.07,67.542,-68.49182,162.7148,2.82,992.0893,8.99366475247754,9.24720915958033,0.253544407102796,-0.530851579808299,8.04970648311207,-0.943958269365467,-1.19750267646826
41,41,0,20758.6850253295,20758.6850253295,0,0,0,10.2316560018962,0,0,2.40783992390656,0,0.178486053381306,0,8098.12670792188,4182.40316719746,4100.35511216529,11.3064957150651,99.99999998,424.204665194427,1942.6296528648,1886.84124231142,-330.27625,-1228.0796,-4912.367,-92.2933,-1.43,124.488,-92.29297,2410.8462,2.82,3840.2754,14.0671501971096,14.2034015274425,0.136251330332909,0,9.70962293926443,-4.35752725784515,-4.49377858817806
42,42,0,2217.18119365596,2217.18119365596,0,0,0,10.3182594008934,0,0,42.6958326297112,0,0.0468073995206318,0,762.256962170462,317.625341062586,241.386760404865,2.93978432704709,99.99999998,5.96849649812704,410.674162223599,323.268787559144,-11.819,-193.31682,-4396.765,-54.7724,-1.12,689.9374,-54.77246,2581.1982,2.82,1273.1729,9.38220464891826,9.35366264164671,-0.028542007271545,0,7.4056949345976,-1.97650971432066,-1.94796770704911
43,43,0,1965.85215976674,1965.85215976674,0,0,0,10.5749896556252,0,0,4.986682015744,0,0.661177121616416,0,378.132821670534,528.829092574972,451.345170117775,5.05620834254743,99.99999998,55.9200577474349,240.818032827545,189.52792771295,16.0243,-281.2455,-2880.881,-41.2168,-1.22,76.84,-41.216797,2087.9934,2.82,937.232,9.89962843210587,9.92448857402852,0.02486014192265,0,8.39779714995067,-1.5018312821552,-1.52669142407785
44,44,0,3612.85640651377,3612.85640651377,0,0,0,10.6508167974198,0,0,7.35616569824855,0,7.51925344234851,0,1707.53674919205,407.92099052488,309.83339266599,1.97411180000727,99.99999998,15.3558097916015,581.567130286467,463.141986334765,234.7326,-233.09482,-2436.6826,-57.6024,-1.99,43.3339,-57.602295,493.7804,2.82,1837.5083,9.61970540060891,9.56020848954318,-0.0594969110657253,0,7.25813510247023,-2.36157029813868,-2.30207338707295
45,45,0,134601.53752794,134601.53752794,0,0,0,10.6026388869362,0,0,7.08311936948204,0,10.7283121485854,0,5673.4290087911,1746.34318105081,1245.52369604097,6.23647401502624,122647.968276998,2.70683856209024,1886.5573876353,1364.35859444117,145.99469,-805.83057,-2718.7268,-39.1284,-1.09,46.8872,-39.128418,53.0494,2.82,3236.6777,11.7789271123708,11.3291977785907,-0.44972933378012,-108.063395848114,7.48547527352734,-4.2934518388435,-3.84372250506338
46,46,0,4974.70290219312,4974.70290219312,0,0,0,10.6176938997673,0,0,7.01384098687112,0,4.97358751492099,0,2193.7938918152,942.685120919335,837.307795871525,4.98670695575985,0.0297340865119929,74.6694624075849,486.733094132688,411.89197360296,88.5454,-557.2313,-2630.5227,-67.2038,-2.04,47.7996,-67.20386,916.8974,2.82,2064.4878,10.6703177700677,10.6936271284869,0.0233093584192083,-3.05173072381684,8.51411493684339,-2.15620283322429,-2.1795121916435
47,47,0,129822.873486351,129822.873486351,0,0,0,10.5245810135857,0,0,7.04314630387973,0,10.4657759989224,0,8177.30153281543,2464.51224262233,1839.21766080629,7.60520163886761,112683.364125845,2.81795013467814,2634.00199728331,1986.01927188861,53.703003,-924.0315,-3177.0586,-52.4434,-1.26,47.4131,-52.44336,86.3759,2.82,3858.3347,12.564385402668,12.0886101021267,-0.475775300541358,-103.705028540557,7.48213248870975,-5.08225291395827,-4.60647761341691
48,48,0,16918.2495747071,16918.2495747071,0,0,0,10.6312991540868,0,0,4.86779040174444,0,7.3309965231855,0,2718.87960306569,856.623356894,611.663822365269,0.287607452453668,11064.3712795225,2.42101227599468,950.124458386993,691.0483486652,102.9226,-487.3365,-2550.8662,-48.6204,-1.54,78.7128,-48.62036,522.3295,2.82,2282.7974,10.5268128687943,10.2731838232636,-0.253629045530726,-34.5561945639233,7.4944039757579,-3.03240889303641,-2.77877984750568
49,49,0,88387.2788611463,88387.2788611463,0,0,0,10.4177824844611,0,0,9.75703182870254,0,2.0582454219346,0,2851.50455504952,490.986018095431,242.671801591354,6.65783230863143,82336.748048323,206.282320210078,1333.76416705361,896.431058779526,110.679596,-251.8057,-3806.9092,-21.8093,-0.5,14.5647,-21.809082,1574.3317,2.82,2334.5095,9.81582043066542,9.35779267423927,-0.458027756426153,-89.0831419374963,6.2137468182452,-3.60207361242022,-3.14404585599407
50,50,0,12704.6148690227,12704.6148690227,0,0,0,10.3295594265281,0,0,3.86191136569913,0,4.76043870210156,0,7022.74801698147,1183.09233264857,879.333686172959,0.551377772496151,36.4617725753405,91.6245576999303,1933.20094238652,1538.65027329112,117.5275,-453.1882,-4329.649,-24.4553,-0.48,95.5752,-24.455078,956.824,2.82,3585.6353,11.0396109266145,10.765356110441,-0.274254816173508,-1.18849246967147,6.69279282441088,-4.3468181022036,-4.07256328603009
51,51,0,42654.7520045336,42654.7520045336,0,0,0,10.6358715546619,0,0,6.32200832166258,0,6.81647787150598,0,1156.92494278314,98.1424375364169,28.4325995942746,0.330008592498149,39968.4018122787,255.121156725448,669.732943097708,453.891746177567,273.1933,-51.28839,-2524.107,-103.1926,-3.61,57.1706,-103.19263,602.2822,2.82,1536.7366,8.59066865064166,8.33322227630018,-0.25744637434148,-62.976296683144,6.05274874636002,-2.53791990428164,-2.28047352994016
52,52,0,40654.0563033038,40654.0563033038,0,0,0,10.4335287725139,0,0,8.08130022335333,0,0.854476788920865,0,2355.77335929431,802.549936106098,586.823023866447,0.0110002343770977,35440.0002410771,0.317281031324167,834.781719885664,614.430436023664,-5.521904,-469.9544,-3713.8423,-21.8641,-0.5,34.2054,-21.864258,1996.0503,2.82,2134.379,10.4329312312622,10.2224430310462,-0.210488200216004,-59.4765440013362,7.59367229533132,-2.83925893593091,-2.62877073571491
53,53,0,99184.9890750954,99184.9890750954,0,0,0,10.4061906436468,0,0,9.73044580163906,0,4.85038300656942,0,4897.27933495887,455.204882521459,314.413836747171,0.156964450805846,89542.7317418571,486.018796071506,1881.9428268385,1582.25367219811,147.0212,-265.2207,-3875.4666,-19.2558,-0.43,14.8625,-19.25586,939.869,2.82,3016.8586,9.73355309875676,9.5731718381115,-0.160381260645265,-92.7710747311121,5.44541660155143,-4.28813649720534,-4.12775523656007
54,54,0,6275.41281238911,6275.41281238911,0,0,0,10.7726908129224,0,0,7.20741762499283,0,9.64364758059631,0,500.345548954547,81.425991548029,24.7550416013785,0.00232240167348721,5268.71103667165,34.2060643032249,221.183232118422,117.159818771668,346.4918,56.426697,-1726.0399,-23.9943,-1.19,45.2613,-23.994263,193.5353,2.82,1057.5105,8.50236351626176,8.29754438597354,-0.204819130288223,-24.7757661953669,7.06514049291112,-1.43722302335064,-1.23240389306242
55,55,0,1606.74369184534,1606.74369184534,0,0,0,10.4852753120014,0,0,5.07017617260473,0,0.203777416229095,0,335.602576587124,305.851549979684,189.646360152452,0.0798644011331674,99.99999998,5.57274080307776,393.993810879619,260.237560161413,61.6671,-79.104416,-3408.493,-69.7569,-1.86,75.5381,-69.75708,2386.928,2.82,890.8872,9.34886120083809,9.17712149119986,-0.171739709638228,0,7.4139334669404,-1.93492773389768,-1.76318802425946
56,56,0,7780.17826883893,7780.17826883893,0,0,0,10.492249862288,0,0,6.38459533703946,0,3.30912203769218,0,2701.21903779666,771.903331669916,571.714297187653,0.0162306282818043,2230.67838004437,1.72217201989694,846.546017123747,636.192835131386,110.61279,-374.1712,-3367.3948,-39.4016,-1,56.3024,-39.40161,1256.6122,2.82,2275.817,10.3783148339775,10.1910547822826,-0.187260051694844,-17.1690174057394,7.51876844815758,-2.85954638581987,-2.67228633412503
