kper,kstp,time,k,i,j,SPq
1,1,1.0,0,32,30,-18.5634604200377
1,1,1.0,0,33,30,-0.26565443341860373
1,1,1.0,0,33,31,-0.3004100492280486
1,1,1.0,0,33,32,-9.797958729362108
1,1,1.0,0,33,33,3.474130837953453
1,1,1.0,0,34,30,-1.3204552450970368
1,1,1.0,0,34,31,-0.5186511227593655
1,1,1.0,0,34,33,0.6750729652012524
1,1,1.0,0,35,33,-0.7113785867750266
1,1,1.0,0,36,32,-1.2264785693423619
1,1,1.0,0,36,33,-2.0373308670423285
1,1,1.0,0,37,32,-4.960861893325273
2,1,2.0,0,32,30,-18.22050983186
2,1,2.0,0,33,30,-0.18222039819102065
2,1,2.0,0,33,31,-0.21618633597609005
2,1,2.0,0,33,32,-9.709901958036426
2,1,2.0,0,33,33,3.5629532381208264
2,1,2.0,0,34,30,-1.2371698063589065
2,1,2.0,0,34,31,-0.43595750602889893
2,1,2.0,0,34,33,0.7594293417168956
2,1,2.0,0,35,33,-0.6304201360626394
2,1,2.0,0,36,32,-1.145696036886875
2,1,2.0,0,36,33,-1.9563844975300526
2,1,2.0,0,37,32,-4.879914967834338
2,2,3.0,0,32,30,-17.809221958888884
2,2,3.0,0,33,30,-0.14335678743918834
2,2,3.0,0,33,31,-0.17742944465589972
2,2,3.0,0,33,32,-9.665287958824592
2,2,3.0,0,33,33,3.6079469227297523
2,2,3.0,0,34,30,-1.198301641940816
2,2,3.0,0,34,31,-0.3970966264250819
2,2,3.0,0,34,33,0.804281032592371
2,2,3.0,0,35,33,-0.5907291043831719
2,2,3.0,0,36,32,-1.1063488818435872
2,2,3.0,0,36,33,-1.9167175751726973
2,2,3.0,0,37,32,-4.840246844977628
2,3,4.0,0,32,30,-17.367858349421113
2,3,4.0,0,33,30,-0.12522266361338552
2,3,4.0,0,33,31,-0.15952589477547008
2,3,4.0,0,33,32,-9.6399672569205
2,3,4.0,0,33,33,3.6336160616310735
2,3,4.0,0,34,30,-1.180137174345873
2,3,4.0,0,34,31,-0.3787642791066901
2,3,4.0,0,34,33,0.8305938965868336
2,3,4.0,0,35,33,-0.5709348988730198
