kper,kstp,time,k,i,j,AWq
1,1,1.0,0,2,46,-23.606353487445517
1,1,1.0,0,3,46,-6.918747714705887
1,1,1.0,0,4,46,0.4294729853897934
1,1,1.0,0,5,45,-52.52916973827166
1,1,1.0,0,6,45,-46.07433407636063
1,1,1.0,0,7,44,-44.73770916255489
1,1,1.0,0,8,43,-34.66087538722911
1,1,1.0,0,8,54,-10.955870201201833
1,1,1.0,0,9,43,-23.12601527123536
1,1,1.0,0,9,52,-14.611548261631242
1,1,1.0,0,9,53,-7.502266122909077
1,1,1.0,0,10,42,-6.394956012338639
1,1,1.0,0,10,50,-9.040384015646964
1,1,1.0,0,10,51,-2.057482598137881
1,1,1.0,0,11,42,16.876787766850725
1,1,1.0,0,11,48,-3.581147857320957
1,1,1.0,0,11,49,-8.15016996903455
1,1,1.0,0,12,9,-15.852201063737425
1,1,1.0,0,12,42,14.639368833961612
1,1,1.0,0,12,46,36.43484427305964
1,1,1.0,0,12,47,-14.034269151558078
1,1,1.0,0,13,10,-20.32826913267354
1,1,1.0,0,13,42,18.742731460422192
1,1,1.0,0,13,44,38.74798972676933
1,1,1.0,0,13,45,11.96581126097783
1,1,1.0,0,13,52,-72.90020721568408
1,1,1.0,0,13,53,-65.70758969714927
1,1,1.0,0,13,54,-63.54007885157341
1,1,1.0,0,13,55,-63.290760429382544
1,1,1.0,0,14,10,-25.380506004189783
1,1,1.0,0,14,11,-26.198167456455053
1,1,1.0,0,14,41,15.762597256169329
1,1,1.0,0,14,42,26.761189498749445
1,1,1.0,0,14,43,96.99544749075778
1,1,1.0,0,14,50,-70.64659506548287
1,1,1.0,0,14,51,-67.0331104001043
1,1,1.0,0,15,12,-27.808831255324094
1,1,1.0,0,15,13,-23.093166291420175
1,1,1.0,0,15,41,23.883796573445466
1,1,1.0,0,15,48,-94.98398549681667
1,1,1.0,0,15,49,-75.61152173580433
1,1,1.0,0,16,14,-4.986262711450081
1,1,1.0,0,16,15,-20.670458720096462
1,1,1.0,0,16,16,-77.10145675918977
1,1,1.0,0,16,17,-82.6035544688101
1,1,1.0,0,16,41,9.81160817343789
1,1,1.0,0,16,46,-165.38820251066625
1,1,1.0,0,16,47,-162.4984040024574
1,1,1.0,0,17,18,-79.28398572440722
1,1,1.0,0,17,41,-23.984780280503173
1,1,1.0,0,17,42,-169.97384347226546
1,1,1.0,0,17,43,-172.70510883830138
1,1,1.0,0,17,44,-170.28113245446184
1,1,1.0,0,17,45,-165.61664988769655
1,1,1.0,0,18,19,-57.185475801504936
1,1,1.0,0,18,20,-47.650210324822865
1,1,1.0,0,18,40,207.42727324513942
1,1,1.0,0,18,42,-168.36031612955594
1,1,1.0,0,19,21,-75.1650842145142
1,1,1.0,0,19,40,-3.7718672350106317
1,1,1.0,0,19,41,-7.337965484600431
1,1,1.0,0,20,22,-79.6378752907159
1,1,1.0,0,20,39,63.33009566908311
1,1,1.0,0,20,41,-7.2356483796387465
1,1,1.0,0,21,23,-82.93977662842155
1,1,1.0,0,21,36,-115.25189543354031
1,1,1.0,0,21,37,-113.99614211411563
1,1,1.0,0,21,38,-111.12860440679333
1,1,1.0,0,21,39,-109.31470554703822
1,1,1.0,0,21,40,-7.266957969300847
1,1,1.0,0,21,41,-7.244696781247171
1,1,1.0,0,22,24,-80.31344607143956
1,1,1.0,0,22,35,-109.47559067901
1,1,1.0,0,23,25,-70.63712840431447
1,1,1.0,0,23,26,-60.793250544896296
