kper,time,spring,awanui,poukawa,pk4,kstp,pk4-spr-diff,pk4-conf-diff,fliptime
1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1
2,51.0,-0.21879348487640993,-0.24720799976705532,-0.041281856002346906,-0.004207567016854037,51,-7.098067545364427e-05,-0.042499079521607516,-1
3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53
4,51.0,-0.2398978618822465,-0.00873985224992424,-0.016232445729038147,-0.004613420420812433,51,-0.00039357265611063606,-0.014237240540726025,54
