,time,kper,kstp,sample,flux,package
0,1.0,1,1,spring,-1.2264785693423619,GHB_SP
1,2.0,2,1,spring,-1.145696036886875,GHB_SP
2,3.0,2,2,spring,-1.1063488818435872,GHB_SP
3,4.0,2,3,spring,-1.0870209730128408,GHB_SP
4,5.0,2,4,spring,-1.7471891950553982,GHB_SP
5,6.0,2,5,spring,-1.998620412924538,GHB_SP
6,7.0,2,6,spring,-2.6634969108436053,GHB_SP
7,8.0,2,7,spring,-2.415494255855265,GHB_SP
8,9.0,2,8,spring,-2.274065959259133,GHB_SP
9,10.0,2,9,spring,-2.1576666547998684,GHB_SP
10,11.0,2,10,spring,-2.8114916802069274,GHB_SP
11,12.0,2,11,spring,-2.6851948235917007,GHB_SP
12,13.0,2,12,spring,-3.2738414667555844,GHB_SP
13,14.0,2,13,spring,-3.45034137435141,GHB_SP
14,15.0,2,14,spring,-3.2749915438344033,GHB_SP
15,16.0,2,15,spring,-3.5631093405227148,GHB_SP
16,17.0,2,16,spring,-3.5906606270655175,GHB_SP
17,18.0,2,17,spring,-3.149658019864546,GHB_SP
18,19.0,2,18,spring,-2.7737637573709435,GHB_SP
19,20.0,2,19,spring,-2.5516226635099883,GHB_SP
20,21.0,2,20,spring,-2.1267147736534753,GHB_SP
21,22.0,2,21,spring,-2.8205585419664203,GHB_SP
22,23.0,2,22,spring,-3.2739636301112114,GHB_SP
23,24.0,2,23,spring,-4.333003459340034,GHB_SP
24,25.0,2,24,spring,-5.526492068875996,GHB_SP
25,26.0,2,25,spring,-7.014682312074001,GHB_SP
26,27.0,2,26,spring,-7.976961145743189,GHB_SP
27,28.0,2,27,spring,-9.654250523894007,GHB_SP
28,29.0,2,28,spring,-10.650817298742368,GHB_SP
29,30.0,2,29,spring,-10.075461147534952,GHB_SP
30,31.0,2,30,spring,-9.726483932280644,GHB_SP
31,32.0,2,31,spring,-10.438896688202476,GHB_SP
32,33.0,2,32,spring,-10.355118408817361,GHB_SP
33,34.0,2,33,spring,-9.257925289142804,GHB_SP
34,35.0,2,34,spring,-10.123465338356255,GHB_SP
35,36.0,2,35,spring,-10.92434276944823,GHB_SP
36,37.0,2,36,spring,-10.026979559368556,GHB_SP
37,38.0,2,37,spring,-9.194447260818379,GHB_SP
38,39.0,2,38,spring,-9.91811590722682,GHB_SP
39,40.0,2,39,spring,-8.48016473887128,GHB_SP
40,41.0,2,40,spring,-7.76056661048915,GHB_SP
41,42.0,2,41,spring,-6.949663534328465,GHB_SP
42,43.0,2,42,spring,-6.6803398215288325,GHB_SP
43,44.0,2,43,spring,-5.489196815219657,GHB_SP
44,45.0,2,44,spring,-6.2277488762383655,GHB_SP
45,46.0,2,45,spring,-5.754434615662831,GHB_SP
46,47.0,2,46,spring,-4.066249121491637,GHB_SP
47,48.0,2,47,spring,-3.029485613556062,GHB_SP
48,49.0,2,48,spring,-3.5843087525936426,GHB_SP
49,50.0,2,49,spring,-3.608423833451525,GHB_SP
50,51.0,2,50,spring,-3.8418726414902267,GHB_SP
51,52.0,2,51,spring,-4.227166292221227,GHB_SP
52,53.0,2,52,spring,-4.836691160476221,GHB_SP
53,54.0,3,1,spring,0.7441827543630097,GHB_SP
54,55.0,4,1,spring,0.27441404753358256,GHB_SP
55,56.0,4,2,spring,-0.13147916176887975,GHB_SP
56,57.0,4,3,spring,-0.49673893293424953,GHB_SP
57,58.0,4,4,spring,-1.1271220647430482,GHB_SP
58,59.0,4,5,spring,-1.7208656889167742,GHB_SP
59,60.0,4,6,spring,-2.187219281947705,GHB_SP
60,61.0,4,7,spring,-2.5806033607930203,GHB_SP
61,62.0,4,8,spring,-2.7700568197827806,GHB_SP
62,63.0,4,9,spring,-2.7551373526503085,GHB_SP
63,64.0,4,10,spring,-2.900775766596553,GHB_SP
64,65.0,4,11,spring,-3.3667106192110623,GHB_SP
65,66.0,4,12,spring,-3.604290711259864,GHB_SP
66,67.0,4,13,spring,-3.6699578247798854,GHB_SP
67,68.0,4,14,spring,-3.7868487202025563,GHB_SP
68,69.0,4,15,spring,-4.341788774326346,GHB_SP
69,70.0,4,16,spring,-4.789266174467912,GHB_SP
