,time,kper,kstp,sample,flux,package
70,71.0,4,17,spring,-5.10531551558654,GHB_SP
71,72.0,4,18,spring,-5.444708900954197,GHB_SP
72,73.0,4,19,spring,-5.697696660684073,GHB_SP
73,74.0,4,20,spring,-5.932911438943847,GHB_SP
74,75.0,4,21,spring,-5.906764034445359,GHB_SP
75,76.0,4,22,spring,-5.868155194772157,GHB_SP
76,77.0,4,23,spring,-5.783802965721861,GHB_SP
77,78.0,4,24,spring,-5.653736719326275,GHB_SP
78,79.0,4,25,spring,-5.482267529203682,GHB_SP
79,80.0,4,26,spring,-5.329240302018661,GHB_SP
80,81.0,4,27,spring,-5.141142479976111,GHB_SP
81,82.0,4,28,spring,-5.015944769707289,GHB_SP
82,83.0,4,29,spring,-5.003491719137969,GHB_SP
83,84.0,4,30,spring,-5.080013533279498,GHB_SP
84,85.0,4,31,spring,-4.896906425437578,GHB_SP
85,86.0,4,32,spring,-4.780332130981492,GHB_SP
86,87.0,4,33,spring,-4.8271409713617,GHB_SP
87,88.0,4,34,spring,-4.879586278618262,GHB_SP
88,89.0,4,35,spring,-4.9026865032727756,GHB_SP
89,90.0,4,36,spring,-4.882028212278669,GHB_SP
90,91.0,4,37,spring,-4.770129255059601,GHB_SP
91,92.0,4,38,spring,-4.63594993138986,GHB_SP
92,93.0,4,39,spring,-4.38685721291597,GHB_SP
93,94.0,4,40,spring,-4.124167289071124,GHB_SP
94,95.0,4,41,spring,-3.939462105466987,GHB_SP
95,96.0,4,42,spring,-3.8036397312373538,GHB_SP
96,97.0,4,43,spring,-3.657698368849651,GHB_SP
97,98.0,4,44,spring,-3.5712305141846628,GHB_SP
98,99.0,4,45,spring,-3.5408840477019794,GHB_SP
99,100.0,4,46,spring,-3.3036644474555033,GHB_SP
100,101.0,4,47,spring,-2.9867434161004667,GHB_SP
101,102.0,4,48,spring,-2.751772888136543,GHB_SP
102,103.0,4,49,spring,-2.4209061464746355,GHB_SP
103,104.0,4,50,spring,-2.093983480129964,GHB_SP
104,105.0,4,51,spring,-1.86138683029219,GHB_SP
105,106.0,4,52,spring,-1.772163764241668,GHB_SP
