kper,kstp,k,i,j,AWq
1,1,0,2,46,-4.8439403735016295
1,1,0,3,46,-4.58885692152321
1,1,0,4,46,-4.5684153644347205
1,1,0,5,45,-5.7119022637607575
1,1,0,6,45,-5.778116234781573
1,1,0,7,44,-5.841772764154298
1,1,0,8,43,-5.791662668544877
1,1,0,8,54,-5.361751522016224
1,1,0,9,43,-5.765036254208637
1,1,0,9,52,-5.423431864521939
1,1,0,9,53,-5.423117795963247
1,1,0,10,42,-5.7484552378912355
1,1,0,10,50,-5.348972224093302
1,1,0,10,51,-5.372335001989091
1,1,0,11,42,-5.645299615701706
1,1,0,11,48,-5.264633357227945
1,1,0,11,49,-5.477983916612162
1,1,0,12,9,-7.211769945216335
1,1,0,12,42,-5.598329702200068
1,1,0,12,46,-4.5812616960785615
1,1,0,12,47,-5.462550026480088
1,1,0,13,10,-7.332812421544357
1,1,0,13,42,-5.4997004230996644
1,1,0,13,44,-4.919750276386042
1,1,0,13,45,-5.142342374884533
1,1,0,13,52,-8.013457853610836
1,1,0,13,53,-8.045681435065351
1,1,0,13,54,-8.061120599134712
1,1,0,13,55,-8.078902756129263
1,1,0,14,10,-7.421325982594263
1,1,0,14,11,-7.476896883524913
1,1,0,14,41,-5.613175732447035
1,1,0,14,42,-5.394352506251975
1,1,0,14,43,-4.717504967106432
1,1,0,14,50,-7.887674581310945
1,1,0,14,51,-7.950951005606508
1,1,0,15,12,-7.54355058961785
1,1,0,15,13,-7.610810924631028
1,1,0,15,41,-5.503926343285967
1,1,0,15,48,-7.777991992456853
1,1,0,15,49,-7.88723836808434
1,1,0,16,14,-5.08361451902212
1,1,0,16,15,-7.531965720251676
1,1,0,16,16,-7.633769727928199
1,1,0,16,17,-7.616967298353074
1,1,0,16,41,-5.578547438960564
1,1,0,16,46,-7.6698180092068435
1,1,0,16,47,-7.738201477881319
1,1,0,17,18,-7.639394304474349
1,1,0,17,41,-5.829551724293207
1,1,0,17,42,-7.241684933775875
1,1,0,17,43,-7.356260244926386
1,1,0,17,44,-7.47965386936218
1,1,0,17,45,-7.600787730331261
