time,flux
1.0,-9.233029933862309
2.0,-16.435788997592073
3.0,-16.11731250584585
4.0,-15.795015511260008
5.0,-15.458086599594097
6.0,-15.109156305765895
7.0,-14.753418915508082
8.0,-14.395860570966176
9.0,-14.040591760777634
10.0,-13.690789641509962
11.0,-13.348813631517324
12.0,-13.016355091021962
13.0,-12.694576807435677
14.0,-12.384230454762193
15.0,-12.085751375820704
16.0,-11.799333549921489
17.0,-11.524988321414845
18.0,-11.26259020357103
19.0,-11.01191253612465
20.0,-10.772655223684994
21.0,-10.544466302479984
22.0,-10.32695869294875
23.0,-10.119723189019872
24.0,-9.922338497658766
25.0,-9.734378960091114
26.0,-9.555420446530182
27.0,-9.38504480917529
28.0,-9.222843195867732
29.0,-9.068418463112163
30.0,-8.921386877689438
31.0,-8.781379257417804
32.0,-8.648041671226986
33.0,-8.521035794688936
34.0,-8.400038998064497
35.0,-8.28474422868943
36.0,-8.174859737308285
37.0,-8.070108688135223
38.0,-7.97022868448708
39.0,-7.874971235414549
40.0,-7.784101183553958
41.0,-7.69739611019973
42.0,-7.614645730169312
43.0,-7.535651286249613
44.0,-7.460224950756841
45.0,-7.388189239913892
46.0,-7.31937644527263
47.0,-7.253628085219201
48.0,-7.190794378646604
49.0,-7.1307337421178385
50.0,-7.0733416941201
51.0,-7.018457298197767
52.0,-6.965962719125706
53.0,-6.915745254713833
54.0,-8.79182672163634
55.0,-17.407571041804093
56.0,-16.996080536368922
57.0,-16.60444271169604
58.0,-16.216224988938006
59.0,-15.829056618087735
60.0,-15.444336092619542
61.0,-15.064284885047531
62.0,-14.691016652013317
63.0,-14.326267787886527
64.0,-13.971360014631006
65.0,-13.627241260987455
66.0,-13.294547124935676
67.0,-12.973661615850322
68.0,-12.664770185118414
69.0,-12.367903656704657
70.0,-12.082973727356016
71.0,-11.809801317683144
72.0,-11.548139097512053
73.0,-11.29768935125331
74.0,-11.058118144102217
75.0,-10.829066556389698
76.0,-10.61015958999986
77.0,-10.401013219713468
78.0,-10.20123995989207
79.0,-10.010453237796769
80.0,-9.828270803963601
81.0,-9.654317363157807
82.0,-9.488226573115648
83.0,-9.329642529961571
84.0,-9.17822083691157
85.0,-9.033629335189511
86.0,-8.895548561916385
87.0,-8.763671988284573
88.0,-8.637706082004943
89.0,-8.51737023036779
90.0,-8.402396553950409
91.0,-8.29252963577607
92.0,-8.187526186380095
93.0,-8.087154661611336
94.0,-7.99119484696667
95.0,-7.899437419721447
96.0,-7.811683497998594
97.0,-7.727744184146497
98.0,-7.647440108315327
99.0,-7.57060097688708
100.0,-7.497065129387916
101.0,-7.426679106659559
102.0,-7.359297232362653
103.0,-7.294781209305377
104.0,-7.232999731616242
105.0,-7.173828113393479
106.0,-7.117182554924534
