kper,spring_head,pk2_head,pk4_head,spring_pk4_diff,spring_pk2_diff,pk4_pk2_diff,spring_flux
0,8.059485990739912,12.709148958320252,12.445157634074254,-4.385671643334343,-4.6496629675803405,-0.2639913242459979,-8.869608255819799
