real_name,oname:flux_otype:lst_usecol:chd2_totim:1,oname:flux_otype:lst_usecol:chd_totim:1,oname:flux_otype:lst_usecol:drn_totim:1,oname:flux_otype:lst_usecol:in-out_totim:1,oname:flux_otype:lst_usecol:percent-discrepancy_totim:1,oname:flux_otype:lst_usecol:rcha_totim:1,oname:flux_otype:lst_usecol:total_totim:1,oname:flux_otype:lst_usecol:wel2_totim:1,oname:flux_otype:lst_usecol:wel3_totim:1,oname:flux_otype:lst_usecol:wel_totim:1,oname:heads_otype:lst_usecol:pk2_head_kper:0,oname:heads_otype:lst_usecol:pk4_head_kper:0,oname:heads_otype:lst_usecol:pk4_pk2_diff_kper:0,oname:heads_otype:lst_usecol:spring_flux_kper:0,oname:heads_otype:lst_usecol:spring_head_kper:0,oname:heads_otype:lst_usecol:spring_pk2_diff_kper:0,oname:heads_otype:lst_usecol:spring_pk4_diff_kper:0
base,108.304,-402.799,-3124.27,-142.059,-3.38,99.87,-142.059,846,6.84,2324,10.6568,10.4962,-0.160536,-4.06382,7.78364,-2.87314,-2.7126
