iteration,total_runs,obs_realization,par_realization,oname:flux_otype:lst_usecol:chd2,flux,oname:flux_otype:lst_usecol:drn,oname:flux_otype:lst_usecol:in-out,oname:flux_otype:lst_usecol:percent-discrepancy,oname:flux_otype:lst_usecol:rcha,oname:flux_otype:lst_usecol:total,oname:flux_otype:lst_usecol:wel2,oname:flux_otype:lst_usecol:wel3,oname:flux_otype:lst_usecol:wel,oname:heads_otype:lst_usecol:pk2_head,oname:heads_otype:lst_usecol:pk4_head,oname:heads_otype:lst_usecol:pk4_pk2_diff,oname:heads_otype:lst_usecol:spring_flux,heads,oname:heads_otype:lst_usecol:spring_pk2_diff,oname:heads_otype:lst_usecol:spring_pk4_diff
0,1,base,base,0,0,0,0,0,0.511739,0,192.434,0,396.719,37.3756,29.0789,0.622968,0,0.0714367,3417.9,2626.78
