kper,kstp,time,k,i,j,SPq
1,1,1.0,0,12,18,-0.016392154390162728
1,1,1.0,0,12,24,-0.16249153337151268
1,1,1.0,0,12,25,-0.1795124294145114
1,1,1.0,0,13,19,-0.05830582570143683
1,1,1.0,0,13,23,-0.16431964091289286
1,1,1.0,0,13,26,-0.21086482319829392
1,1,1.0,0,14,19,-0.07923798093872736
1,1,1.0,0,14,20,-0.10857275523884435
1,1,1.0,0,14,21,-0.1360414632974568
1,1,1.0,0,14,22,-0.16123760897917472
1,1,1.0,0,14,26,-0.22582947242698914
1,1,1.0,0,15,27,-0.23761811256443344
1,1,1.0,0,16,27,-0.2404522695519129
1,1,1.0,0,17,27,-0.23878306615284806
1,1,1.0,0,18,27,-0.23249903455248422
1,1,1.0,0,19,25,-0.2222236780867034
1,1,1.0,0,19,26,-0.22281759364673914
1,1,1.0,0,20,24,-0.20784207337728022
1,1,1.0,0,21,24,-0.18930671132901156
1,1,1.0,0,22,24,-0.1856383502057512
1,1,1.0,0,23,23,-0.20839889409474638
2,1,2.0,0,12,18,-0.016375985167633056
2,1,2.0,0,12,24,-0.16243866457481482
2,1,2.0,0,12,25,-0.17945286443109776
2,1,2.0,0,13,19,-0.05828894723841327
2,1,2.0,0,13,23,-0.16427799646492525
2,1,2.0,0,13,26,-0.21080443129878335
2,1,2.0,0,14,19,-0.0792220250857878
2,1,2.0,0,14,20,-0.10855124494499058
2,1,2.0,0,14,21,-0.13601497553211217
2,1,2.0,0,14,22,-0.1612061690909583
2,1,2.0,0,14,26,-0.22577879550342006
2,1,2.0,0,15,27,-0.23757079661763725
2,1,2.0,0,16,27,-0.24041099461910553
2,1,2.0,0,17,27,-0.23874720844755193
2,1,2.0,0,18,27,-0.2324682108861984
2,1,2.0,0,19,25,-0.22220101296348693
2,1,2.0,0,19,26,-0.22279361216820082
2,1,2.0,0,20,24,-0.20782508903353158
2,1,2.0,0,21,24,-0.18929303339891246
2,1,2.0,0,22,24,-0.1856268995833697
2,1,2.0,0,23,23,-0.2083878555532485
2,2,3.0,0,12,18,-0.016357936271229057
2,2,3.0,0,12,24,-0.16238673587589858
2,2,3.0,0,12,25,-0.17939445727814274
2,2,3.0,0,13,19,-0.05827216592273876
2,2,3.0,0,13,23,-0.1642369438937612
2,2,3.0,0,13,26,-0.21074530299441374
2,2,3.0,0,14,19,-0.07920614146782923
2,2,3.0,0,14,20,-0.10852992292608299
2,2,3.0,0,14,21,-0.13598869183613072
2,2,3.0,0,14,22,-0.16117496799376396
2,2,3.0,0,14,26,-0.22572843287853672
2,2,3.0,0,15,27,-0.2375239360673269
2,2,3.0,0,16,27,-0.24037023386116774
2,2,3.0,0,17,27,-0.23871180109687073
2,2,3.0,0,18,27,-0.23243772885928093
2,2,3.0,0,19,25,-0.22217856398909663
2,2,3.0,0,19,26,-0.2227697273740621
2,2,3.0,0,20,24,-0.2078081916956327
2,2,3.0,0,21,24,-0.18927943025163685
2,2,3.0,0,22,24,-0.18561549762511903
2,2,3.0,0,23,23,-0.20837688280632233
2,3,4.0,0,12,18,-0.016337352791726212
2,3,4.0,0,12,24,-0.16233557332384274
2,3,4.0,0,12,25,-0.17933696288650802
2,3,4.0,0,13,19,-0.05825545455240755
2,3,4.0,0,13,23,-0.16419635317362546
2,3,4.0,0,13,26,-0.21068713764168479
2,3,4.0,0,14,19,-0.07919032431036821
2,3,4.0,0,14,20,-0.10850876428232414
2,3,4.0,0,14,21,-0.1359625871058755
2,3,4.0,0,14,22,-0.1611439646024624
2,3,4.0,0,14,26,-0.2256783701033407
2,3,4.0,0,15,27,-0.23747742848015663
2,3,4.0,0,16,27,-0.2403298684973616
2,3,4.0,0,17,27,-0.23867675279582423
2,3,4.0,0,18,27,-0.23240753172578898
2,3,4.0,0,19,25,-0.22215629626147748
2,3,4.0,0,19,26,-0.22274593891606753
2,3,4.0,0,20,24,-0.20779137082518107
2,3,4.0,0,21,24,-0.1892658964595787
2,3,4.0,0,22,24,-0.18560414173526568
2,3,4.0,0,23,23,-0.2083659696240286
2,4,5.0,0,12,18,-0.016410465949098563
2,4,5.0,0,12,24,-0.1626168253094855
2,4,5.0,0,12,25,-0.17965489665871504
2,4,5.0,0,13,19,-0.0583525972575224
2,4,5.0,0,13,23,-0.16442370255961358
2,4,5.0,0,13,26,-0.21101246302841625
2,4,5.0,0,14,19,-0.07928512972793567
2,4,5.0,0,14,20,-0.10863223889764884
2,4,5.0,0,14,21,-0.13611505168926497
2,4,5.0,0,14,22,-0.16132546365261735
2,4,5.0,0,14,26,-0.22597649957845145
2,4,5.0,0,15,27,-0.23777363871947244
2,4,5.0,0,16,27,-0.2405928315274648
2,4,5.0,0,17,27,-0.2389056106122227
2,4,5.0,0,18,27,-0.2326017842271717
2,4,5.0,0,19,25,-0.22229634978256463
2,4,5.0,0,19,26,-0.22289572282932557
2,4,5.0,0,20,24,-0.20789960416333997
2,4,5.0,0,21,24,-0.18935152837990588
2,4,5.0,0,22,24,-0.18567752357876094
2,4,5.0,0,23,23,-0.20843691620314803
2,5,6.0,0,12,18,-0.016468596726487927
2,5,6.0,0,12,24,-0.1628635589361025
2,5,6.0,0,12,25,-0.17993382511188116
2,5,6.0,0,13,19,-0.0584377995521429
2,5,6.0,0,13,23,-0.16462316952087352
2,5,6.0,0,13,26,-0.21129792862751406
2,5,6.0,0,14,19,-0.07936839085694203
2,5,6.0,0,14,20,-0.10874065839755565
2,5,6.0,0,14,21,-0.1362488889948147
2,5,6.0,0,14,22,-0.1614847636451131
2,5,6.0,0,14,26,-0.22623814051646396
2,5,6.0,0,15,27,-0.2380339396367377
2,5,6.0,0,16,27,-0.24082406064111161
2,5,6.0,0,17,27,-0.23910691566180264
2,5,6.0,0,18,27,-0.2327726463852382
2,5,6.0,0,19,25,-0.22241950451820358
2,5,6.0,0,19,26,-0.22302737678816786
2,5,6.0,0,20,24,-0.20799479259362075
2,5,6.0,0,21,24,-0.18942683492475698
2,5,6.0,0,22,24,-0.18574207861099834
2,5,6.0,0,23,23,-0.20849934873904669
2,6,7.0,0,12,18,-0.016600095763849687
2,6,7.0,0,12,24,-0.1633785704095052
2,6,7.0,0,12,25,-0.18051571541307565
2,6,7.0,0,13,19,-0.05861488392468195
2,6,7.0,0,13,23,-0.16503894133348673
2,6,7.0,0,13,26,-0.2118928387859178
2,6,7.0,0,14,19,-0.07954099794668212
2,6,7.0,0,14,20,-0.10896587438542493
2,6,7.0,0,14,21,-0.13652691496496827
2,6,7.0,0,14,22,-0.16181564811220106
2,6,7.0,0,14,26,-0.22678086385536345
2,6,7.0,0,15,27,-0.23857087695575263
2,6,7.0,0,16,27,-0.2413000996674819
2,6,7.0,0,17,27,-0.23952124025015764
2,6,7.0,0,18,27,-0.23312472702075837
2,6,7.0,0,19,25,-0.22267374521118277
2,6,7.0,0,19,26,-0.2232992234651674
2,6,7.0,0,20,24,-0.20819099398724694
2,6,7.0,0,21,24,-0.18958225003777973
2,6,7.0,0,22,24,-0.18587509401441782
2,6,7.0,0,23,23,-0.2086279165486885
2,7,8.0,0,12,18,-0.01664236235869143
2,7,8.0,0,12,24,-0.16360930358401737
2,7,8.0,0,12,25,-0.18077652523874344
