kper,kstp,k,i,j,PWq
1,1,0,22,40,-10.085373297159776
1,1,0,23,40,-9.865398896594684
1,1,0,24,39,-10.963889938343868
1,1,0,25,39,-2.544853222897359
1,1,0,26,38,-3.900714379200622
1,1,0,27,38,-3.382525246654268
1,1,0,28,38,-1.8140321034993576
1,1,0,29,37,-3.731709121268068
1,1,0,30,37,-3.4599679895353574
1,1,0,31,37,-3.2829633074578624
1,1,0,32,36,-6.208304333782735
1,1,0,33,36,-5.8234878448158724
1,1,0,34,37,-3.394259732449541
1,1,0,35,37,-4.177494900734928
1,1,0,36,37,-4.998796757648506
1,1,0,37,37,-5.971848901964677
1,1,0,38,37,-11.236119649791135
1,1,0,39,38,-5.419408058456497
1,1,0,40,38,-6.988196564506097
1,1,0,41,38,-7.710716919245328
1,1,0,42,38,-7.9212681069490145
1,1,0,43,38,-7.538216569796873
1,1,0,44,38,-6.146517424841477
1,1,0,45,37,-14.445743285110211
1,1,0,45,38,-1.9396195301097805
2,1,0,22,40,-59.20594316550717
2,1,0,23,40,-60.127524832673686
2,1,0,24,39,-62.621639474844415
2,1,0,25,39,-63.43048068648414
2,1,0,26,38,-62.596300252507206
2,1,0,27,38,-47.88322095137211
2,1,0,28,38,-6.850351285181314
2,1,0,29,37,-19.189671699122474
2,1,0,30,37,-37.4827429090321
2,1,0,31,37,-56.60974170009263
2,1,0,32,36,-72.97502038483002
2,1,0,33,36,-73.51368362145166
2,1,0,34,37,-69.52067141635366
2,1,0,35,37,-70.9537348144593
2,1,0,36,37,-71.03620925115456
2,1,0,37,37,-73.70839573869074
2,1,0,38,37,-81.36740784703994
2,1,0,39,38,-74.59439102966826
2,1,0,40,38,-76.99426383958632
2,1,0,41,38,-78.15500770729771
2,1,0,42,38,-78.19808637123207
2,1,0,43,38,-77.83632266605483
2,1,0,44,38,-76.31132298126666
2,1,0,45,37,-107.2932135558359
2,1,0,45,38,-71.18280933278231
2,2,0,22,40,-7.908563969095228
2,2,0,23,40,-7.993132685262328
2,2,0,24,39,-9.79682385306948
2,2,0,25,39,-8.36721651424992
2,2,0,26,38,-10.006692532383965
2,2,0,27,38,-7.026805023455596
2,2,0,28,38,-2.0101162071719356
2,2,0,29,37,-4.663784732762028
2,2,0,30,37,-5.6167612347142075
2,2,0,31,37,-7.81801704614068
2,2,0,32,36,-13.784763202266515
2,2,0,33,36,-13.632314117241629
2,2,0,34,37,-10.028097400292168
2,2,0,35,37,-10.933705123152471
2,2,0,36,37,-11.625272916472229
2,2,0,37,37,-12.811005578870095
2,2,0,38,37,-19.33475151112202
2,2,0,39,38,-12.356855747990425
2,2,0,40,38,-14.056028669729814
2,2,0,41,38,-14.826918915413966
2,2,0,42,38,-15.008829843440374
2,2,0,43,38,-14.631536137132152
2,2,0,44,38,-13.17777821469992
2,2,0,45,37,-25.461346946487417
2,2,0,45,38,-7.562203841068948
2,3,0,22,40,-3.3994225681805843
2,3,0,23,40,-3.4141405754387137
2,3,0,24,39,-5.012034338063201
2,3,0,25,39,-3.4956484325878536
2,3,0,26,38,-5.206772550346681
2,3,0,27,38,-4.332936828806573
2,3,0,28,38,-1.981705322832748
2,3,0,29,37,-4.3450423232333755
2,3,0,30,37,-4.145682359782028
2,3,0,31,37,-4.421751553486642
2,3,0,32,36,-8.683272984294623
2,3,0,33,36,-8.46980458761398
2,3,0,34,37,-4.907035770833552
2,3,0,35,37,-5.780347119935334
2,3,0,36,37,-6.524390780542092
2,3,0,37,37,-7.582841921759216
2,3,0,38,37,-13.987398773013451
