time,flux
1.0,-8.685723107002786
2.0,-75.59828448053331
3.0,-16.392574641922042
4.0,-11.28642503283222
5.0,-10.80605351315759
6.0,-10.722448352526342
7.0,-10.674071955305699
8.0,-10.629975351748971
9.0,-10.58746959155614
10.0,-10.546283029882982
11.0,-10.506352246954163
12.0,-10.467633140454126
13.0,-10.43008470471391
14.0,-10.393667576136664
15.0,-10.358343845584512
16.0,-10.32407698337301
17.0,-10.290831777789492
18.0,-10.258574278298765
19.0,-10.227271742353619
20.0,-10.196892585425928
21.0,-10.167406333965378
22.0,-10.138783581028573
23.0,-10.110995944349357
24.0,-10.084016026645623
25.0,-10.057817377979598
26.0,-10.032374460007933
27.0,-10.007662611975027
28.0,-9.983658018318256
29.0,-9.960337677767182
30.0,-9.937679373830937
31.0,-9.915661646578485
32.0,-9.894263765625947
33.0,-9.87346570425357
34.0,-9.85324811458233
35.0,-9.833592303746718
36.0,-9.814480211006229
37.0,-9.79589438574314
38.0,-9.777817966298914
39.0,-9.760234659605576
40.0,-9.743128721572132
41.0,-9.7264849381893
42.0,-9.710288607318834
43.0,-9.694525521136091
44.0,-9.679181949197043
45.0,-9.664244622102856
46.0,-9.649700715736989
47.0,-9.6355378360515
48.0,-9.621744004380696
49.0,-9.608307643261554
50.0,-9.59521756274161
51.0,-9.582462947156058
52.0,-9.570033342356817
53.0,-9.557918643377162
54.0,-3.729003852295932
55.0,-84.11588916872397
56.0,-12.926124339551293
57.0,-6.76913999056702
58.0,-6.173918378506323
59.0,-6.056661715986129
60.0,-5.982682767261839
61.0,-5.914714101502336
62.0,-5.849466596307163
63.0,-5.7865614708442665
64.0,-5.725874145962533
65.0,-5.667306821953521
66.0,-5.610768696226825
67.0,-5.5561739573565605
68.0,-5.50344132335674
69.0,-5.452493734515822
70.0,-5.403258080067759
71.0,-5.355664946622133
72.0,-5.309648385721078
73.0,-5.265145698841431
74.0,-5.222097238371964
75.0,-5.180446223231868
76.0,-5.140138567915654
77.0,-5.101122723857273
78.0,-5.063349532104133
79.0,-5.026772086380485
80.0,-4.991345605700385
81.0,-4.957027315763898
82.0,-4.9237763384368485
83.0,-4.89155358867516
84.0,-4.8603216783099255
85.0,-4.8300448261596145
86.0,-4.800688773981407
87.0,-4.772220707815268
88.0,-4.744609184312127
89.0,-4.717824061672035
90.0,-4.691836434849494
91.0,-4.666618574711717
92.0,-4.642143870861664
93.0,-4.618386777861342
94.0,-4.5953227646126065
95.0,-4.5729282666723385
96.0,-4.5511806412969165
97.0,-4.530058125027362
98.0,-4.509539793641508
99.0,-4.489605524313243
100.0,-4.470235959831464
101.0,-4.4514124747427335
102.0,-4.4331171432922
103.0,-4.415332709046863
104.0,-4.398042556094045
105.0,-4.381230681716
106.0,-4.364881670448896
