kper,kstp,k,i,j,CONFq
1,1,0,1,27,-1.562500000005885
1,1,0,1,28,-1.5625000000063398
1,1,0,1,29,-1.562500000009269
1,1,0,1,30,-1.5625000000271658
1,1,0,1,31,-1.5625000000278604
1,1,0,1,32,-1.5625000000285958
1,1,0,1,33,-1.5625000000245706
1,1,0,1,34,-1.5624999999931273
1,1,0,1,35,-1.5624999997681375
1,1,0,1,36,-1.562499998162643
1,1,0,1,37,-1.5624999867582723
1,1,0,1,38,-1.5624999066383474
1,1,0,1,39,-1.5624993566895835
1,1,0,1,40,-1.562495755233801
1,1,0,1,41,-1.5624744316023715
1,1,0,1,42,-1.5623781927494047
1,1,0,2,24,-1.5625000000057838
1,1,0,2,25,-1.5625000000063292
1,1,0,2,26,-1.5625000000112426
1,1,0,2,27,-1.5625000000472582
1,1,0,2,28,-1.5625000000487113
1,1,0,2,29,-1.5625000000586784
1,1,0,2,30,-1.5625000000628386
1,1,0,2,31,-1.5625000000651426
1,1,0,2,32,-1.5625000000643627
1,1,0,2,33,-1.5625000000539888
1,1,0,2,34,-1.5624999999789893
1,1,0,2,35,-1.5624999994410214
1,1,0,2,36,-1.5624999955506347
1,1,0,2,37,-1.5624999670337996
1,1,0,2,38,-1.5624997538943148
1,1,0,2,39,-1.5624981192986471
1,1,0,2,40,-1.5624851788062593
1,1,0,2,41,-1.5623788906780351
1,1,0,2,42,-1.5614699055616956
1,1,0,2,43,-1.5533623285588156
1,1,0,2,44,-1.4869891336880077
1,1,0,2,45,-0.928787299995415
1,1,0,2,46,3.8324572238531918
1,1,0,2,47,-0.8701798944503203
1,1,0,3,21,-1.5625000000052935
1,1,0,3,22,-1.5625000000061515
1,1,0,3,23,-1.562500000011049
1,1,0,3,24,-1.562500000046354
1,1,0,3,25,-1.5625000000467146
1,1,0,3,26,-1.5625000000576463
1,1,0,3,27,-1.5625000000610516
1,1,0,3,28,-1.5625000000749125
1,1,0,3,29,-1.5625000000766072
1,1,0,3,30,-1.5625000000780425
1,1,0,3,31,-1.5625000000780087
1,1,0,3,32,-1.5625000000737916
1,1,0,3,33,-1.5625000000426823
1,1,0,3,34,-1.562499999822494
1,1,0,3,35,-1.562499998274614
1,1,0,3,36,-1.5624999874381231
1,1,0,3,37,-1.562499911697417
1,1,0,3,38,-1.5624993814603503
1,1,0,3,39,-1.5624956493831998
1,1,0,3,40,-1.562469141777644
1,1,0,3,41,-1.5622786511238633
1,1,0,3,42,-1.5608929138480718
1,1,0,3,43,-1.5507101366858027
1,1,0,3,44,-1.475411996963226
1,1,0,3,45,-0.9070786566451368
1,1,0,3,46,3.5675362620037703
1,1,0,3,47,-0.9573496424100405
1,1,0,3,48,-1.4855010245901266
1,1,0,4,18,-1.5624999999760831
1,1,0,4,19,-1.5624999999913687
1,1,0,4,20,-1.5625000000045262
1,1,0,4,21,-1.5625000000423093
1,1,0,4,22,-1.562500000045688
1,1,0,4,23,-1.5625000000568718
1,1,0,4,24,-1.562500000060453
1,1,0,4,25,-1.562500000075186
1,1,0,4,26,-1.5625000000771792
1,1,0,4,27,-1.562500000078666
1,1,0,4,28,-1.562500000080128
1,1,0,4,29,-1.5625000000804299
1,1,0,4,30,-1.5625000000804512
1,1,0,4,31,-1.5625000000787157
1,1,0,4,32,-1.5625000000653078
1,1,0,4,33,-1.5624999999681926
1,1,0,4,34,-1.5624999992734754
1,1,0,4,35,-1.5624999943575038
1,1,0,4,36,-1.5624999599493226
1,1,0,4,37,-1.5624997216505339
1,1,0,4,38,-1.562498086763096
1,1,0,4,39,-1.5624869503879957
1,1,0,4,40,-1.5624113658217595
1,1,0,4,41,-1.5618979985910144
1,1,0,4,42,-1.5583990539282784
1,1,0,4,43,-1.53457421822438
1,1,0,4,44,-1.3762833735914288
1,1,0,4,45,-0.4221759691155942
1,1,0,4,46,3.526532540373994
1,1,0,4,47,-1.0069181953257704
1,1,0,4,48,-1.5003259040390127
1,1,0,4,49,-1.55496853492998
1,1,0,5,16,-1.562499999210857
1,1,0,5,17,-1.5624999995443716
1,1,0,5,18,-1.5624999998039524
1,1,0,5,19,-1.5624999999385398
1,1,0,5,20,-1.5625000000126636
1,1,0,5,21,-1.5625000000444231
1,1,0,5,22,-1.5625000000697984
1,1,0,5,23,-1.5625000000753655
1,1,0,5,24,-1.5625000000780425
1,1,0,5,25,-1.5625000000800373
1,1,0,5,26,-1.5625000000805436
1,1,0,5,27,-1.562500000080849
1,1,0,5,28,-1.5625000000810374
1,1,0,5,29,-1.5625000000810019
1,1,0,5,30,-1.5625000000803375
1,1,0,5,31,-1.5625000000750155
1,1,0,5,32,-1.5625000000350173
1,1,0,5,33,-1.562499999738323
1,1,0,5,34,-1.5624999975612361
1,1,0,5,35,-1.5624999817749465
1,1,0,5,36,-1.562499868805899
1,1,0,5,37,-1.5624990719904996
1,1,0,5,38,-1.5624935381106368
1,1,0,5,39,-1.5624557016432394
1,1,0,5,40,-1.5622004774867921
1,1,0,5,41,-1.5604895802624448
1,1,0,5,42,-1.54889144409983
1,1,0,5,43,-1.4667324298244218
1,1,0,5,44,-0.8315271336612557
1,1,0,5,45,4.670285819555028
1,1,0,5,46,-0.4170680830757689
1,1,0,5,47,-1.3926510774036291
1,1,0,5,48,-1.5394218882288353
1,1,0,5,49,-1.5594013986900492
1,1,0,5,50,-1.5619545135891393
1,1,0,5,51,-1.561998511480894
1,1,0,6,15,-1.56249998629991
1,1,0,6,16,-1.5624999936189514
1,1,0,6,17,-1.5624999965833446
1,1,0,6,18,-1.5624999982442613
1,1,0,6,19,-1.5624999992473825
1,1,0,6,20,-1.5624999997490416
1,1,0,6,21,-1.5624999999616165
1,1,0,6,22,-1.5625000000415064
1,1,0,6,23,-1.562500000068523
1,1,0,6,24,-1.562500000077291
1,1,0,6,25,-1.5625000000800622
1,1,0,6,26,-1.5625000000808615
1,1,0,6,27,-1.5625000000811013
1,1,0,6,28,-1.5625000000811475
1,1,0,6,29,-1.5625000000809308
1,1,0,6,30,-1.5625000000790816
1,1,0,6,31,-1.562500000064654
1,1,0,6,32,-1.5624999999534293
1,1,0,6,33,-1.5624999991029185
1,1,0,6,34,-1.56249999265831
1,1,0,6,35,-1.5624999443333074
1,1,0,6,36,-1.5624995863400493
1,1,0,6,37,-1.5624969721238546
1,1,0,6,38,-1.5624782122436542
1,1,0,6,39,-1.5623465176739444
1,1,0,6,40,-1.5614484449478372
1,1,0,6,41,-1.5555656021296898
1,1,0,6,42,-1.5192210059229385
1,1,0,6,43,-1.3134864552074585
1,1,0,6,44,-0.2802261081839781
1,1,0,6,45,4.761032965679476
1,1,0,6,46,-0.8362268353098656
1,1,0,6,47,-1.474869992345722
1,1,0,6,48,-1.5514550943108016
1,1,0,6,49,-1.5606033158678514
1,1,0,6,50,-1.5608270544304101
1,1,0,6,51,-1.5586992525811816
1,1,0,6,52,-1.5520958693788867
1,1,0,7,14,-1.5624997064723587
1,1,0,7,15,-1.5624998876495138
1,1,0,7,16,-1.5624999498115635
1,1,0,7,17,-1.5624999718699133
1,1,0,7,18,-1.5624999852716677
1,1,0,7,19,-1.5624999935447885
1,1,0,7,20,-1.5624999975826928
1,1,0,7,21,-1.5624999992168593
1,1,0,7,22,-1.5624999998028635
1,1,0,7,23,-1.5624999999966214
1,1,0,7,24,-1.5625000000568257
1,1,0,7,25,-1.5625000000745288
1,1,0,7,26,-1.5625000000794635
1,1,0,7,27,-1.562500000080771
1,1,0,7,28,-1.5625000000810338
