kper,kstp,k,i,j,SPq
1,1,0,32,30,-275.444246790305
1,1,0,33,30,-267.33976532125337
1,1,0,33,31,-209.82043836671448
1,1,0,33,32,-212.88745544349774
1,1,0,33,33,-198.26495223521158
1,1,0,34,30,-213.87868908133476
1,1,0,34,31,-215.29966503321805
1,1,0,34,33,-197.50974731664564
1,1,0,35,33,-197.14232375948268
1,1,0,36,32,-197.88357167429456
1,1,0,36,33,-196.98878818920753
1,1,0,37,32,-197.91110348558425
2,1,0,32,30,-937.6309908024542
2,1,0,33,30,-936.4291143831433
2,1,0,33,31,-934.5262448247572
2,1,0,33,32,-933.8799740007422
2,1,0,33,33,-933.5655314874318
2,1,0,34,30,-937.6264196107318
2,1,0,34,31,-935.129743858921
2,1,0,34,33,-932.9349013485019
2,1,0,35,33,-933.4137752882069
2,1,0,36,32,-935.8455126076324
2,1,0,36,33,-934.5132728947913
2,1,0,37,32,-937.7290298512823
2,2,0,32,30,-920.9229311157728
2,2,0,33,30,-919.4616650875878
2,2,0,33,31,-916.8901869289903
2,2,0,33,32,-915.707026064814
2,2,0,33,33,-914.9585134177452
2,2,0,34,30,-920.5531515310264
2,2,0,34,31,-917.4149061178699
2,2,0,34,33,-914.2647702009544
2,2,0,35,33,-914.8243832595253
2,2,0,36,32,-917.8430379003487
2,2,0,36,33,-916.1000513359833
2,2,0,37,32,-919.9196803688525
2,3,0,32,30,-906.1329766768772
2,3,0,33,30,-904.4084814297074
2,3,0,33,31,-901.34602965093
2,3,0,33,32,-899.7168046068136
2,3,0,33,33,-898.5837193229979
2,3,0,34,30,-905.2186926920856
2,3,0,34,31,-901.605817023683
2,3,0,34,33,-897.6695867228323
2,3,0,35,33,-898.0434506628477
2,3,0,36,32,-901.2109811280983
2,3,0,36,33,-899.1482839898797
2,3,0,37,32,-903.082114160939
2,4,0,32,30,-892.5707131601409
2,4,0,33,30,-890.5817943149164
2,4,0,33,31,-887.137838680171
2,4,0,33,32,-885.1577012860998
2,4,0,33,33,-883.721238965162
2,4,0,34,30,-891.0882051796707
2,4,0,34,31,-887.094241550888
2,4,0,34,33,-882.5264976807048
2,4,0,35,33,-882.6336898727444
2,4,0,36,32,-885.7976398326775
2,4,0,36,33,-883.4706722835159
2,4,0,37,32,-887.368552500602
2,5,0,32,30,-879.9659358645478
2,5,0,33,30,-877.7286528362739
2,5,0,33,31,-873.9746368430533
2,5,0,33,32,-871.708078484342
2,5,0,33,33,-870.0239535565968
2,5,0,34,30,-877.9444101546918
2,5,0,34,31,-873.6334986931679
2,5,0,34,33,-868.5405285429491
2,5,0,35,33,-868.3668583157132
2,5,0,36,32,-871.4724261493906
2,5,0,36,33,-868.9177690444353
2,5,0,37,32,-872.7307636484765
2,6,0,32,30,-868.1543166415235
2,6,0,33,30,-865.6920402293514
2,6,0,33,31,-861.6795628081121
2,6,0,33,32,-859.1729298820392
2,6,0,33,33,-857.2808513806933
2,6,0,34,30,-865.6412536617523
2,6,0,34,31,-861.0622741738258
2,6,0,34,33,-855.5231325848926
2,6,0,35,33,-855.0798096615154
2,6,0,36,32,-858.1077386043171
2,6,0,36,33,-855.3543938522143
2,6,0,37,32,-859.0675565193079
2,7,0,32,30,-857.0175671318763
2,7,0,33,30,-854.3557122725464
2,7,0,33,31,-850.1249576333316
2,7,0,33,32,-847.4141724256921
2,7,0,33,33,-845.3447924275581
2,7,0,34,30,-854.0654578914238
2,7,0,34,31,-849.2580969346772
2,7,0,34,33,-843.3363040930802
2,7,0,35,33,-842.6444897523675
2,7,0,36,32,-845.5900543972268
2,7,0,36,33,-842.6631943271367
2,7,0,37,32,-846.2747157031529
2,8,0,32,30,-846.4636415146032
2,8,0,33,30,-843.627323397749
2,8,0,33,31,-839.2111185921465
2,8,0,33,32,-836.32555136307
2,8,0,33,33,-834.1039711282245
2,8,0,34,30,-843.1246018948606
2,8,0,34,31,-838.1222528605501
2,8,0,34,33,-831.8713498785147
2,8,0,35,33,-830.9556821064461
2,8,0,36,32,-833.8205787161892
2,8,0,36,33,-830.7427574607802
2,8,0,37,32,-834.2564027176119
2,9,0,32,30,-836.4184149922642
2,9,0,33,30,-833.4314133622308
2,9,0,33,31,-828.8574259846973
2,9,0,33,32,-825.8218538158095
2,9,0,33,33,-823.4692880765916
2,9,0,34,30,-832.7418730439939
2,9,0,34,31,-827.5732760294957
2,9,0,34,33,-821.0394433803941
2,9,0,35,33,-819.9250896056785
2,9,0,36,32,-822.713970689944
2,9,0,36,33,-819.5054902461345
2,9,0,37,32,-822.9274462018733
2,10,0,32,30,-826.8206137583215
2,10,0,33,30,-823.7049036499402
2,10,0,33,31,-818.996889258447
2,10,0,33,32,-815.8326259065685
2,10,0,33,33,-813.3673670044875
2,10,0,34,30,-822.8522932451204
2,10,0,34,31,-817.5424805882187
2,10,0,34,33,-810.7660754052123
2,10,0,35,33,-809.477285008316
2,10,0,36,32,-812.1960336600317
2,10,0,36,33,-808.8751549330268
2,10,0,37,32,-812.2125053700978
2,11,0,32,30,-817.6187451848415
2,11,0,33,30,-814.3943194643074
2,11,0,33,31,-809.5729122167073
2,11,0,33,32,-806.2985043924385
2,11,0,33,33,-803.7365023733357
2,11,0,34,30,-813.400284209602
2,11,0,34,31,-807.9712116356287
2,11,0,34,33,-800.9877350751948
2,11,0,35,33,-799.5471447527802
2,11,0,36,32,-802.2019862185583
2,11,0,36,33,-798.7850844646255
2,11,0,37,32,-802.0450344721023
2,12,0,32,30,-808.7690509344242
2,12,0,33,30,-805.4538956000303
2,12,0,33,31,-800.5371412616892
2,12,0,33,32,-797.1688369053061
2,12,0,33,33,-794.5240893525042
