kper,kstp,k,i,j,AWq
1,1,0,2,46,15.69849007944174
1,1,0,3,46,42.846926326818675
1,1,0,4,46,46.95310617935991
1,1,0,5,45,-68.57224458086489
1,1,0,6,45,-77.01401497697202
1,1,0,7,44,-82.46882815396623
1,1,0,8,43,-79.54364086717885
1,1,0,8,54,-64.24804769210209
1,1,0,9,43,-82.34774307039424
1,1,0,9,52,-60.99301966957171
1,1,0,9,53,-64.63183734741608
1,1,0,10,42,-81.96562787747473
1,1,0,10,50,-53.378033338666796
1,1,0,10,51,-58.09645777392325
1,1,0,11,42,-80.6479759739077
1,1,0,11,48,-46.920614228214845
1,1,0,11,49,-70.136734295628
1,1,0,12,9,-239.66433845139647
1,1,0,12,42,-84.55137128732872
1,1,0,12,46,18.426064190272314
1,1,0,12,47,-71.07164490730679
1,1,0,13,10,-243.90224570717817
1,1,0,13,42,-83.77023360427461
1,1,0,13,44,-24.25570688010805
1,1,0,13,45,-44.497761629797424
1,1,0,13,52,-335.92597084862996
1,1,0,13,53,-341.2011604735204
1,1,0,13,54,-342.73106938699425
1,1,0,13,55,-344.24674304895984
1,1,0,14,10,-250.74005621308822
1,1,0,14,11,-256.09026497029026
1,1,0,14,41,-91.17901414934283
1,1,0,14,42,-81.01607294050928
1,1,0,14,43,-10.91198172601753
1,1,0,14,50,-320.4533146085396
1,1,0,14,51,-324.7379091439403
1,1,0,15,12,-258.6476069055577
1,1,0,15,13,-264.5776466040684
1,1,0,15,41,-87.09531975555774
1,1,0,15,48,-309.9493409528019
1,1,0,15,49,-316.98433020604296
1,1,0,16,14,-5.959689006395138
1,1,0,16,15,-256.86852084416387
1,1,0,16,16,-267.4226876620436
1,1,0,16,17,-261.222234558345
1,1,0,16,41,-102.79813302062325
1,1,0,16,46,-303.8817341879221
1,1,0,16,47,-304.61498127680557
1,1,0,17,18,-259.7484851723566
1,1,0,17,41,-137.55801148638398
1,1,0,17,42,-287.5513717974304
1,1,0,17,43,-293.8882515862425
1,1,0,17,44,-297.95385224495885
1,1,0,17,45,-299.28135303064425
1,1,0,18,19,-245.7981020807855
1,1,0,18,20,-258.08140025885075
1,1,0,18,40,98.04390504611638
1,1,0,18,42,-286.1287945183899
1,1,0,19,21,-259.55855843275776
1,1,0,19,40,62.03935212865167
1,1,0,19,41,-281.99677287383395
1,1,0,20,22,-257.4666421401914
1,1,0,20,39,-69.70437684471801
1,1,0,20,41,-270.24176638678534
1,1,0,21,23,-261.8065168527785
1,1,0,21,36,-270.69711535251554
1,1,0,21,37,-272.9382677769661
1,1,0,21,38,-270.3187776820805
1,1,0,21,39,-267.0477578449571
1,1,0,21,40,-274.2339886010385
1,1,0,21,41,-274.97446492704853
1,1,0,22,24,-262.29068077029956
1,1,0,22,35,-269.0818688016956
1,1,0,23,25,-258.9832173511636
1,1,0,23,26,-258.19304882257836
1,1,0,23,34,-266.71549452536794
1,1,0,24,27,-258.2447458465979
1,1,0,24,28,-257.1989242690212
1,1,0,24,33,-265.53353207099826
1,1,0,25,29,-255.57141556117654
1,1,0,25,33,-263.1912573344972
1,1,0,26,29,-259.50897088902025
1,1,0,26,32,-264.9159831371222
1,1,0,27,30,-75.31717530431683
1,1,0,27,31,-258.8760980049833
1,1,0,27,32,-259.29373736038747
1,1,0,27,33,-256.2266542793277
1,1,0,28,32,-261.451781582257
1,1,0,28,33,-252.2165065089789
1,1,0,29,31,-257.01147750304267
1,1,0,30,31,-257.82807549405084
1,1,0,31,31,-250.38940363859922
1,1,0,32,30,-255.444246790305
1,1,0,33,27,-244.40408524509223
1,1,0,33,28,-242.12460277649063
1,1,0,33,29,-239.85907558858128
1,1,0,34,25,-247.73363758781863
1,1,0,34,26,-245.70495216290124
1,1,0,35,22,-252.5844433899548
1,1,0,35,23,-250.69827871280268
1,1,0,35,24,-248.94956776224592
1,1,0,36,14,-263.5494483879893
1,1,0,36,15,-262.30174595999677
1,1,0,36,16,-261.0897726519031
1,1,0,36,17,-259.76840968315526
1,1,0,36,18,-258.2870191639764
1,1,0,36,19,-256.72584924154023
1,1,0,36,20,-255.13280337821038
1,1,0,36,21,-253.62842921609422
1,1,0,37,14,-263.0813537007464
1,1,0,38,12,-264.74215229539357
1,1,0,38,13,-263.68648621305204
1,1,0,39,11,-264.98481389633616
1,1,0,40,9,-265.794945270997
1,1,0,40,10,-263.7837292308184
1,1,0,41,7,-267.352517672983
1,1,0,41,8,-266.0046196472439
1,1,0,42,6,-267.5485337758836
1,1,0,43,5,-267.0402664969765
1,1,0,44,3,-182.16097791771813
1,1,0,44,4,-185.125725022163
2,1,0,2,46,-976.0911722256465
2,1,0,3,46,-976.1659459438318
2,1,0,4,46,-976.3357971287784
2,1,0,5,45,-976.7758665702864
2,1,0,6,45,-976.022152387565
2,1,0,7,44,-976.118743420062
2,1,0,8,43,-975.4631299173445
2,1,0,8,54,-966.1932022666001
2,1,0,9,43,-973.5234003324737
2,1,0,9,52,-968.1751657956764
2,1,0,9,53,-967.3188166025546
2,1,0,10,42,-972.7477414992854
2,1,0,10,50,-968.2620933104361
2,1,0,10,51,-967.7006422152417
2,1,0,11,42,-970.0092729958394
2,1,0,11,48,-967.6994446640815
2,1,0,11,49,-967.3585461119744
2,1,0,12,9,-984.0282565318633
2,1,0,12,42,-967.3312331104912
2,1,0,12,46,-966.4703086120614
2,1,0,12,47,-966.4443332354505
2,1,0,13,10,-985.1596870265565
2,1,0,13,42,-964.5636032572254
2,1,0,13,44,-964.3493458060753
2,1,0,13,45,-964.752482439255
2,1,0,13,52,-966.2519579548755
2,1,0,13,53,-966.0813612366528
2,1,0,13,54,-966.1438129747451
2,1,0,13,55,-966.2108843699476
2,1,0,14,10,-985.4472004106586
2,1,0,14,11,-985.3022299094852
2,1,0,14,41,-964.3730526585434
2,1,0,14,42,-962.1362440068763
2,1,0,14,43,-962.3734368924936
2,1,0,14,50,-966.240887418237
2,1,0,14,51,-966.7198853064059
2,1,0,15,12,-985.4775261798244
2,1,0,15,13,-985.2341744482421
2,1,0,15,41,-962.1150042274381
2,1,0,15,48,-965.425803627298
2,1,0,15,49,-966.3081963306837
2,1,0,16,14,-984.8018816005325
2,1,0,16,15,-984.048122621429
2,1,0,16,16,-983.7881830229854
2,1,0,16,17,-984.0598404275042
2,1,0,16,41,-959.8464643902443
2,1,0,16,46,-963.6181825587622
2,1,0,16,47,-964.945845792055
2,1,0,17,18,-983.434750811997
2,1,0,17,41,-957.4306754465309
2,1,0,17,42,-956.9488114002269
2,1,0,17,43,-958.3638879118151
2,1,0,17,44,-960.2049347664392
2,1,0,17,45,-962.3487918078458
2,1,0,18,19,-982.0875296687589
2,1,0,18,20,-981.6005702805079
2,1,0,18,40,-957.0412821125409
2,1,0,18,42,-956.5062661134796
2,1,0,19,21,-980.4374535673594
2,1,0,19,40,-953.8575747041443
2,1,0,19,41,-953.8400505852672
2,1,0,20,22,-978.6971832326414
2,1,0,20,39,-952.3424875781762
2,1,0,20,41,-952.2845885127291
2,1,0,21,23,-976.4713755682866
2,1,0,21,36,-956.7334599436826
2,1,0,21,37,-953.829458679312
2,1,0,21,38,-951.1308284214396
2,1,0,21,39,-948.643053985905
2,1,0,21,40,-947.8701442651051
2,1,0,21,41,-950.7849953262742
2,1,0,22,24,-973.7186660808466
