kper,kstp,k,i,j,PWq
1,1,0,22,40,-318.1160283766103
1,1,0,23,40,-305.6204385784981
1,1,0,24,39,-295.8552382728044
1,1,0,25,39,-263.7316321892114
1,1,0,26,38,-294.43653515110736
1,1,0,27,38,-295.0049180179001
1,1,0,28,38,-67.46769761417329
1,1,0,29,37,-264.4303993210882
1,1,0,30,37,-228.69411014532625
1,1,0,31,37,-197.79987861408586
1,1,0,32,36,-197.96695774485113
1,1,0,33,36,-187.96389758289934
1,1,0,34,37,-192.86269033213966
1,1,0,35,37,-185.72067031192114
1,1,0,36,37,-193.50277267728927
1,1,0,37,37,-174.4240521724472
1,1,0,38,37,-158.22146547863997
1,1,0,39,38,-156.87109730321663
1,1,0,40,38,-147.73211424528597
1,1,0,41,38,-142.78949682303255
1,1,0,42,38,-144.6300934449689
1,1,0,43,38,-144.4825335756176
1,1,0,44,38,-145.76338333623812
1,1,0,45,37,95.66947200785432
1,1,0,45,38,-141.97578650842138
2,1,0,22,40,-944.8351216104647
2,1,0,23,40,-943.2948117505262
2,1,0,24,39,-943.5391150224401
2,1,0,25,39,-941.7556052675818
2,1,0,26,38,-940.6479992657846
2,1,0,27,38,-936.7190849001689
2,1,0,28,38,-909.6209596523064
2,1,0,29,37,-928.5859318727272
2,1,0,30,37,-927.6121454497153
2,1,0,31,37,-927.7708427566079
2,1,0,32,36,-931.7308263561602
2,1,0,33,36,-930.9698076975624
2,1,0,34,37,-927.3143135948469
2,1,0,35,37,-927.625934211297
2,1,0,36,37,-928.1900533344248
2,1,0,37,37,-929.0003968226658
2,1,0,38,37,-930.0680950088782
2,1,0,39,38,-927.2560357111033
2,1,0,40,38,-927.4489265452258
2,1,0,41,38,-927.4625007834373
2,1,0,42,38,-927.1934164003413
2,1,0,43,38,-926.6099435658762
2,1,0,44,38,-925.7257975588532
2,1,0,45,37,-928.0094480940963
2,1,0,45,38,-924.7263305595536
2,2,0,22,40,-927.8179974887308
2,2,0,23,40,-926.0246435659051
2,2,0,24,39,-926.1655381155372
2,2,0,25,39,-924.1923685082629
2,2,0,26,38,-922.9255863302628
2,2,0,27,38,-918.7698049005996
2,2,0,28,38,-891.5512734893316
2,2,0,29,37,-909.907884771334
2,2,0,30,37,-908.371640764252
2,2,0,31,37,-908.283899152921
2,2,0,32,36,-912.3422730399186
2,2,0,33,36,-911.4590810477321
2,2,0,34,37,-907.4615074277851
2,2,0,35,37,-907.8357944366495
2,2,0,36,37,-908.5213943607469
2,2,0,37,37,-909.4698097249333
2,2,0,38,37,-910.6292560198815
2,2,0,39,38,-907.5011781436309
2,2,0,40,38,-907.662309887721
2,2,0,41,38,-907.5975520299415
2,2,0,42,38,-907.1947758213526
2,2,0,43,38,-906.4344694664724
2,2,0,44,38,-905.3694526129968
2,2,0,45,37,-907.77473237008
2,2,0,45,38,-904.2498980243763
2,3,0,22,40,-913.7794121154263
2,3,0,23,40,-911.7981464452972
2,3,0,24,39,-911.6062036964211
2,3,0,25,39,-909.4742054969591
2,3,0,26,38,-907.9384157864771
2,3,0,27,38,-903.6690148010589
2,3,0,28,38,-876.6997783877697
2,3,0,29,37,-894.1247449051465
2,3,0,30,37,-892.1687681820388
2,3,0,31,37,-891.874819296072
2,3,0,32,36,-895.5725328340355
2,3,0,33,36,-894.4345979218186
2,3,0,34,37,-890.0247753659856
2,3,0,35,37,-890.3113689372734
2,3,0,36,37,-890.8905894211765
2,3,0,37,37,-891.7227796159228
2,3,0,38,37,-892.7448476443361
2,3,0,39,38,-889.3831923920578
2,3,0,40,38,-889.4765962553855
2,3,0,41,38,-889.3241459566304
2,3,0,42,38,-888.8298185223853
2,3,0,43,38,-887.9857689672097
2,3,0,44,38,-886.8588802069576
2,3,0,45,37,-889.2087869426127
2,3,0,45,38,-885.7128245832245
2,4,0,22,40,-901.3456863307084
2,4,0,23,40,-899.234320612226
2,4,0,24,39,-898.7393893237794
2,4,0,25,39,-896.480972679913
2,4,0,26,38,-894.6776457939455
2,4,0,27,38,-890.3128726894487
2,4,0,28,38,-863.5612402068205
2,4,0,29,37,-880.1060301694368
2,4,0,30,37,-877.7711391047969
2,4,0,31,37,-877.2848204585042
2,4,0,32,36,-880.5233966357096
2,4,0,33,36,-879.0736564855582
2,4,0,34,37,-874.1669182584252
2,4,0,35,37,-874.3104878137544
2,4,0,36,37,-874.70083050537
2,4,0,37,37,-875.3248894321011
2,4,0,38,37,-876.1236302947156
2,4,0,39,38,-872.4638221888745
2,4,0,40,38,-872.4709731710401
2,4,0,41,38,-872.2166575423289
2,4,0,42,38,-871.6285030173474
2,4,0,43,38,-870.709640662306
2,4,0,44,38,-869.5346924268156
2,4,0,45,37,-871.8101266357232
2,4,0,45,38,-868.3718283185256
2,5,0,22,40,-889.9393015731082
2,5,0,23,40,-887.7392631578364
2,5,0,24,39,-887.0001760834805
2,5,0,25,39,-884.6446401849207
2,5,0,26,38,-882.6038095474476
2,5,0,27,38,-878.1595314440895
2,5,0,28,38,-851.6052325924148
2,5,0,29,37,-867.3311351849957
2,5,0,30,37,-864.648196171
2,5,0,31,37,-863.9821899192242
2,5,0,32,36,-866.7431576306079
2,5,0,33,36,-864.9709519700536
2,5,0,34,37,-859.5500057911357
2,5,0,35,37,-859.5350508944093
2,5,0,36,37,-859.7123985323165
2,5,0,37,37,-860.1003709067886
2,5,0,38,37,-860.6480108114265
2,5,0,39,38,-856.6556807787588
2,5,0,40,38,-856.5683797514098
2,5,0,41,38,-856.203862510935
2,5,0,42,38,-855.5161148866438
2,5,0,43,38,-854.5195232730171
2,5,0,44,38,-853.295402524258
2,5,0,45,37,-855.4952559411742
2,5,0,45,38,-852.1150556812504
2,6,0,22,40,-879.256002081263
2,6,0,23,40,-876.9970346142131
2,6,0,24,39,-876.0670011396415
2,6,0,25,39,-873.6378311087685
2,6,0,26,38,-871.3943190770976
2,6,0,27,38,-866.8858759012851
2,6,0,28,38,-840.520351758536
2,6,0,29,37,-855.4953900717775
2,6,0,30,37,-852.4983006903277
2,6,0,31,37,-851.6682495402165
2,6,0,32,36,-853.9687233358949
2,6,0,33,36,-851.8877529420994
2,6,0,34,37,-845.9746417408076
2,6,0,35,37,-845.8032025989226
2,6,0,36,37,-845.7686172699167
2,6,0,37,37,-845.9205209580946
2,6,0,38,37,-846.2167962871629
2,6,0,39,38,-841.8894366074647
2,6,0,40,38,-841.7071607780622
2,6,0,41,38,-841.2316973204495
2,6,0,42,38,-840.4436459863174
2,6,0,43,38,-839.368677994244
2,6,0,44,38,-838.0946446916722
2,6,0,45,37,-840.2211138562017
2,6,0,45,38,-836.8959120000227
2,7,0,22,40,-869.116357520235
2,7,0,23,40,-866.8201860588125
2,7,0,24,39,-865.74312404344
2,7,0,25,39,-863.25904984915
2,7,0,26,38,-860.8466193920151
2,7,0,27,38,-856.2884537810189
2,7,0,28,38,-830.110046201584
2,7,0,29,37,-844.405189753901
2,7,0,30,37,-841.1300168019775
2,7,0,31,37,-840.1532632538373
2,7,0,32,36,-842.027108709245
2,7,0,33,36,-839.6624402078882
2,7,0,34,37,-833.2977357165453
2,7,0,35,37,-832.9796494848508
2,7,0,36,37,-832.745427349762
2,7,0,37,37,-832.6740604958572
2,7,0,38,37,-832.7319885990951
2,7,0,39,38,-828.0863144445009
2,7,0,40,38,-827.8133284568232
2,7,0,41,38,-827.2316591589412
2,7,0,42,38,-826.3473820528936
2,7,0,43,38,-825.1970341845381
2,7,0,44,38,-823.8747801451428
2,7,0,45,37,-825.9315990131578
2,7,0,45,38,-822.658014114472
2,8,0,22,40,-859.4068829787218
2,8,0,23,40,-857.0897068003288
2,8,0,24,39,-855.9013730346738
2,8,0,25,39,-853.3775666160889
2,8,0,26,38,-850.8272434609931
2,8,0,27,38,-846.2326561179209
2,8,0,28,38,-820.243406289425
2,8,0,29,37,-833.9285419875122
2,8,0,30,37,-830.411374337817
2,8,0,31,37,-829.3055634160484
2,8,0,32,36,-830.7934185748834
2,8,0,33,36,-828.174586390514
2,8,0,34,37,-821.4062059764808
2,8,0,35,37,-820.9545635536234
2,8,0,36,37,-820.5378029403593
2,8,0,37,37,-820.2615937737473
2,8,0,38,37,-820.1002867567395
2,8,0,39,38,-815.162912723002
2,8,0,40,38,-814.8060518189943
2,8,0,41,38,-814.1260637781878
2,8,0,42,38,-813.1526364149746
2,8,0,43,38,-811.9324382613845
2,8,0,44,38,-810.5655397077113
2,8,0,45,37,-812.5572790415282
2,8,0,45,38,-809.3321523154436
2,9,0,22,40,-850.0520645038284
2,9,0,23,40,-847.726150410049
2,9,0,24,39,-846.4556624243276
2,9,0,25,39,-843.9045683884805
2,9,0,26,38,-841.244143177677
2,9,0,27,38,-836.6251550837901
2,9,0,28,38,-810.8288536144339
2,9,0,29,37,-823.970111546355
2,9,0,30,37,-820.2454614617794
2,9,0,31,37,-819.0276118455563
2,9,0,32,36,-820.1716037512515
2,9,0,33,36,-817.3290075022941
2,9,0,34,37,-810.2063609517147
2,9,0,35,37,-809.6352677586012
2,9,0,36,37,-809.054682868248
2,9,0,37,37,-808.5940731915703
2,9,0,38,37,-808.2349404036248
2,9,0,39,38,-803.0366615095008
2,9,0,40,38,-802.6039024353322
2,9,0,41,38,-801.834952597058
2,9,0,42,38,-800.7809259959322
2,9,0,43,38,-799.4977184083102
2,9,0,44,38,-798.0907744269041
2,9,0,45,37,-800.0223280889646
2,9,0,45,38,-796.84278482052
2,10,0,22,40,-840.9992288344729
2,10,0,23,40,-838.6740050483161
2,10,0,24,39,-837.3451589712394
2,10,0,25,39,-834.7770718621158
2,10,0,26,38,-832.03103147468
2,10,0,27,38,-827.3983359722157
2,10,0,28,38,-801.7993658906852
2,10,0,29,37,-814.4576910961373
2,10,0,30,37,-810.557599902837
2,10,0,31,37,-809.243600649926
2,10,0,32,36,-810.0846040218061
2,10,0,33,36,-807.0476542638105
2,10,0,34,37,-799.6186221107268
2,10,0,35,37,-798.9420497586136
2,10,0,36,37,-798.2163259790437
2,10,0,37,37,-797.5918716646191
2,10,0,38,37,-797.0565652194672
2,10,0,39,38,-791.6290591103495
2,10,0,40,38,-791.1286535305492
2,10,0,41,38,-790.2805073865054
2,10,0,42,38,-789.1548952803971
2,10,0,43,38,-787.8159770199408
2,10,0,44,38,-786.373984242653
2,10,0,45,37,-788.2502304656958
2,10,0,45,38,-785.1136796471218
2,11,0,22,40,-832.2100340512861
2,11,0,23,40,-829.8928278740694
2,11,0,24,39,-828.5251313785033
2,11,0,25,39,-825.9486069340062
2,11,0,26,38,-823.1382807342209
