,time,kper,kstp,sample,flux,package
0,1.0,1,1,spring,-5.916393542098376,GHB_SP
1,2.0,2,1,spring,-5.835608159361982,GHB_SP
2,3.0,2,2,spring,-5.796261748697361,GHB_SP
3,4.0,2,3,spring,-5.77693464755248,GHB_SP
4,5.0,2,4,spring,-6.4370977726912315,GHB_SP
5,6.0,2,5,spring,-6.688526381611155,GHB_SP
6,7.0,2,6,spring,-7.35339953381299,GHB_SP
7,8.0,2,7,spring,-7.105397394416286,GHB_SP
8,9.0,2,8,spring,-6.963970485584468,GHB_SP
9,10.0,2,9,spring,-6.847572598241641,GHB_SP
10,11.0,2,10,spring,-7.501396721083438,GHB_SP
11,12.0,2,11,spring,-7.375100546104477,GHB_SP
12,13.0,2,12,spring,-7.9637466273670725,GHB_SP
13,14.0,2,13,spring,-8.140246284870045,GHB_SP
14,15.0,2,14,spring,-7.964897081156778,GHB_SP
15,16.0,2,15,spring,-8.253015269315256,GHB_SP
16,17.0,2,16,spring,-8.28056717230811,GHB_SP
17,18.0,2,17,spring,-7.839565829433923,GHB_SP
18,19.0,2,18,spring,-7.463672934052738,GHB_SP
19,20.0,2,19,spring,-7.241532944653045,GHB_SP
20,21.0,2,20,spring,-6.8166261985561505,GHB_SP
21,22.0,2,21,spring,-7.510469844489307,GHB_SP
22,23.0,2,22,spring,-7.963874526069048,GHB_SP
23,24.0,2,23,spring,-9.02291331068136,GHB_SP
24,25.0,2,24,spring,-10.21640058963294,GHB_SP
25,26.0,2,25,spring,-11.704589311614654,GHB_SP
26,27.0,2,26,spring,-12.666867046918924,GHB_SP
27,28.0,2,27,spring,-14.344155284024055,GHB_SP
28,29.0,2,28,spring,-15.340721372240296,GHB_SP
29,30.0,2,29,spring,-14.765365386937447,GHB_SP
30,31.0,2,30,spring,-14.416388673721485,GHB_SP
31,32.0,2,31,spring,-15.128801617668614,GHB_SP
32,33.0,2,32,spring,-15.045023680690065,GHB_SP
33,34.0,2,33,spring,-13.947831363529986,GHB_SP
34,35.0,2,34,spring,-14.813371702908626,GHB_SP
35,36.0,2,35,spring,-15.614249225303865,GHB_SP
36,37.0,2,36,spring,-14.716886524254733,GHB_SP
37,38.0,2,37,spring,-13.884354900663311,GHB_SP
38,39.0,2,38,spring,-14.608023783429417,GHB_SP
39,40.0,2,39,spring,-13.170073309149302,GHB_SP
40,41.0,2,40,spring,-12.45047585912016,GHB_SP
41,42.0,2,41,spring,-11.63957347804353,GHB_SP
42,43.0,2,42,spring,-11.37025027288746,GHB_SP
43,44.0,2,43,spring,-10.179107973204736,GHB_SP
44,45.0,2,44,spring,-10.917660198478188,GHB_SP
45,46.0,2,45,spring,-10.444346223669527,GHB_SP
46,47.0,2,46,spring,-8.756161414676171,GHB_SP
47,48.0,2,47,spring,-7.719398563363029,GHB_SP
48,49.0,2,48,spring,-8.274221872224189,GHB_SP
49,50.0,2,49,spring,-8.298337042924686,GHB_SP
50,51.0,2,50,spring,-8.531785847678293,GHB_SP
51,52.0,2,51,spring,-8.917079418069079,GHB_SP
52,53.0,2,52,spring,-9.526604125400809,GHB_SP
53,54.0,3,1,spring,-2.285979246067768,GHB_SP
54,55.0,4,1,spring,-2.7557483687189688,GHB_SP
55,56.0,4,2,spring,-3.1616418644638316,GHB_SP
56,57.0,4,3,spring,-3.5269018585388494,GHB_SP
57,58.0,4,4,spring,-4.157285160590504,GHB_SP
58,59.0,4,5,spring,-4.751028920834415,GHB_SP
59,60.0,4,6,spring,-5.217382627386428,GHB_SP
60,61.0,4,7,spring,-5.610766803205479,GHB_SP
61,62.0,4,8,spring,-5.80022034871422,GHB_SP
62,63.0,4,9,spring,-5.785300962224937,GHB_SP
63,64.0,4,10,spring,-5.930939449215998,GHB_SP
64,65.0,4,11,spring,-6.39687436378847,GHB_SP
65,66.0,4,12,spring,-6.634454511594072,GHB_SP
66,67.0,4,13,spring,-6.700121677546463,GHB_SP
67,68.0,4,14,spring,-6.817012621782169,GHB_SP
68,69.0,4,15,spring,-7.371952716542069,GHB_SP
69,70.0,4,16,spring,-7.819430151929623,GHB_SP
70,71.0,4,17,spring,-8.135479525072242,GHB_SP
71,72.0,4,18,spring,-8.47487293955578,GHB_SP
72,73.0,4,19,spring,-8.727860726703625,GHB_SP
73,74.0,4,20,spring,-8.963075531069535,GHB_SP
74,75.0,4,21,spring,-8.936928153596227,GHB_SP
75,76.0,4,22,spring,-8.898319341790966,GHB_SP
76,77.0,4,23,spring,-8.813967141665557,GHB_SP
77,78.0,4,24,spring,-8.683900925423927,GHB_SP
78,79.0,4,25,spring,-8.512431766796794,GHB_SP
79,80.0,4,26,spring,-8.359404572012636,GHB_SP
80,81.0,4,27,spring,-8.171306783337855,GHB_SP
81,82.0,4,28,spring,-8.046109106568792,GHB_SP
82,83.0,4,29,spring,-8.03365608846434,GHB_SP
83,84.0,4,30,spring,-8.11017793326937,GHB_SP
84,85.0,4,31,spring,-7.927070856545811,GHB_SP
85,86.0,4,32,spring,-7.810496592881009,GHB_SP
86,87.0,4,33,spring,-7.857305462372096,GHB_SP
87,88.0,4,34,spring,-7.909750797147012,GHB_SP
88,89.0,4,35,spring,-7.932851048060002,GHB_SP
89,90.0,4,36,spring,-7.912192782442048,GHB_SP
90,91.0,4,37,spring,-7.800293850324692,GHB_SP
91,92.0,4,38,spring,-7.666114551479723,GHB_SP
92,93.0,4,39,spring,-7.417021857930422,GHB_SP
93,94.0,4,40,spring,-7.154331958694343,GHB_SP
94,95.0,4,41,spring,-6.969626798721265,GHB_SP
95,96.0,4,42,spring,-6.833804446828367,GHB_SP
96,97.0,4,43,spring,-6.687863105322663,GHB_SP
97,98.0,4,44,spring,-6.60139527004776,GHB_SP
98,99.0,4,45,spring,-6.571048821615591,GHB_SP
99,100.0,4,46,spring,-6.33382923727504,GHB_SP
100,101.0,4,47,spring,-6.0169082184144145,GHB_SP
101,102.0,4,48,spring,-5.781937699520881,GHB_SP
102,103.0,4,49,spring,-5.4510709611590755,GHB_SP
103,104.0,4,50,spring,-5.124148291008623,GHB_SP
104,105.0,4,51,spring,-4.891551631875245,GHB_SP
105,106.0,4,52,spring,-4.802328555430108,GHB_SP
