kper,awanui,confined,poukawa,spring,inout,percentdiscrepancy,recharge,stoss,total,sw,inflow
1,-4478.2,2730.6353,-117.1461,-90.5831,-0.075786,-0.0,1955.2188,0.0,-0.075683594,-4685.929,4685.854
2,-5002.3003,-650.23,-115.75661,-146.9575,-1.242,-0.02,1691.0,4223.0024,-1.2421875,-5265.0146,1040.77
3,-4688.1,2880.6936,-46.7004,-101.1141,-0.0020232,-0.0,1955.2188,0.0,-0.001953125,-4835.9146,4835.912
4,-5491.2705,1582.8679,-49.4358,-143.5916,-0.6799,-0.01,1691.0,2409.75,-0.6801758,-5684.2983,3273.868
