DateTime,Awanui Stream at Flume (x),Awanui Stream at Flume (y),level_mRL,sm_level_mRL,sm_abs_val
2023-12-06 23:00:00,2023-12-06 23:00:00,16397.0,6.397000000000002,6.370363636363638,0.0
2023-12-07 23:00:00,2023-12-07 23:00:00,16364.0,6.364000000000001,6.365000000000001,-0.005363636363636459
2023-12-08 23:00:00,2023-12-08 23:00:00,16336.0,6.336000000000002,6.359846153846155,-0.010517482517482968
2023-12-09 23:00:00,2023-12-09 23:00:00,16338.0,6.338000000000001,6.354714285714286,-0.015649350649351135
2023-12-10 23:00:00,2023-12-10 23:00:00,16433.0,6.433,6.346266666666668,-0.02409696969696995
2023-12-11 23:00:00,2023-12-11 23:00:00,16416.0,6.416,6.337562500000001,-0.03280113636363691
2023-12-12 23:00:00,2023-12-12 23:00:00,16390.0,6.390000000000001,6.3296470588235305,-0.040716577540107046
2023-12-13 23:00:00,2023-12-13 23:00:00,16367.0,6.367000000000001,6.322055555555556,-0.04830808080808158
2023-12-14 23:00:00,2023-12-14 23:00:00,16355.0,6.355,6.316315789473685,-0.05404784688995257
2023-12-15 23:00:00,2023-12-15 23:00:00,16363.0,6.3629999999999995,6.3126500000000005,-0.05771363636363702
2023-12-16 23:00:00,2023-12-16 23:00:00,16315.0,6.315000000000001,6.307238095238096,-0.06312554112554114
2023-12-17 23:00:00,2023-12-17 23:00:00,16306.0,6.306000000000001,6.298142857142858,-0.07222077922077919
2023-12-18 23:00:00,2023-12-18 23:00:00,16298.0,6.298000000000002,6.291095238095238,-0.07926839826839949
2023-12-19 23:00:00,2023-12-19 23:00:00,16288.0,6.288,6.285714285714286,-0.08464935064935197
2023-12-20 23:00:00,2023-12-20 23:00:00,16228.0,6.2280000000000015,6.279714285714287,-0.09064935064935042
2023-12-21 23:00:00,2023-12-21 23:00:00,16207.0,6.207000000000001,6.268761904761905,-0.10160173160173258
2023-12-22 23:00:00,2023-12-22 23:00:00,16203.0,6.202999999999999,6.258428571428572,-0.11193506493506522
2023-12-23 23:00:00,2023-12-23 23:00:00,16193.0,6.193000000000001,6.249095238095239,-0.12126839826839841
2023-12-24 23:00:00,2023-12-24 23:00:00,16213.0,6.213000000000001,6.239190476190476,-0.13117316017316138
2023-12-25 23:00:00,2023-12-25 23:00:00,16243.0,6.243000000000002,6.229904761904764,-0.14045887445887395
2023-12-26 23:00:00,2023-12-26 23:00:00,16199.0,6.199000000000002,6.220571428571429,-0.14979220779220892
2023-12-27 23:00:00,2023-12-27 23:00:00,16206.0,6.2059999999999995,6.213904761904763,-0.15645887445887485
2023-12-28 23:00:00,2023-12-28 23:00:00,16216.0,6.216000000000001,6.207428571428572,-0.16293506493506538
2023-12-29 23:00:00,2023-12-29 23:00:00,16223.0,6.222999999999999,6.20152380952381,-0.1688398268398279
2023-12-30 23:00:00,2023-12-30 23:00:00,16212.0,6.212,6.196238095238096,-0.1741255411255418
2023-12-31 23:00:00,2023-12-31 23:00:00,16203.0,6.202999999999999,6.191571428571429,-0.17879220779220883
2024-01-01 23:00:00,2024-01-01 23:00:00,16199.0,6.199000000000002,6.186904761904763,-0.183458874458875
2024-01-02 23:00:00,2024-01-02 23:00:00,16194.0,6.193999999999999,6.1828095238095235,-0.18755411255411403
2024-01-03 23:00:00,2024-01-03 23:00:00,16159.0,6.158999999999999,6.178238095238096,-0.1921255411255416
2024-01-04 23:00:00,2024-01-04 23:00:00,16160.0,6.16,6.172571428571429,-0.19779220779220896
2024-01-05 23:00:00,2024-01-05 23:00:00,16167.0,6.167000000000002,6.1659523809523815,-0.20441125541125604
2024-01-06 23:00:00,2024-01-06 23:00:00,16175.0,6.175000000000001,6.162142857142857,-0.2082207792207802
2024-01-07 23:00:00,2024-01-07 23:00:00,16170.0,6.170000000000002,6.157809523809525,-0.2125541125541126
2024-01-08 23:00:00,2024-01-08 23:00:00,16174.0,6.1739999999999995,6.151809523809523,-0.2185541125541146
2024-01-09 23:00:00,2024-01-09 23:00:00,16177.0,6.177,6.145714285714286,-0.22464935064935165
2024-01-10 23:00:00,2024-01-10 23:00:00,16130.0,6.129999999999999,6.139904761904763,-0.2304588744588747
2024-01-11 23:00:00,2024-01-11 23:00:00,16109.0,6.109000000000002,6.134571428571429,-0.23579220779220833
2024-01-12 23:00:00,2024-01-12 23:00:00,16117.0,6.117000000000001,6.130285714285714,-0.24007792207792367
2024-01-13 23:00:00,2024-01-13 23:00:00,16097.0,6.097000000000001,6.126380952380954,-0.24398268398268375
2024-01-14 23:00:00,2024-01-14 23:00:00,16094.0,6.094000000000001,6.123904761904762,-0.2464588744588756
2024-01-15 23:00:00,2024-01-15 23:00:00,16104.0,6.103999999999999,6.121857142857144,-0.24850649350649334
2024-01-16 23:00:00,2024-01-16 23:00:00,16119.0,6.119,6.119238095238096,-0.25112554112554175
2024-01-17 23:00:00,2024-01-17 23:00:00,16115.0,6.115000000000002,6.1162857142857145,-0.254077922077923
2024-01-18 23:00:00,2024-01-18 23:00:00,16090.0,6.09,6.1136,-0.25676363636363764
2024-01-19 23:00:00,2024-01-19 23:00:00,16095.0,6.094999999999999,6.110421052631579,-0.2599425837320588
2024-01-20 23:00:00,2024-01-20 23:00:00,16090.0,6.09,6.106722222222222,-0.2636414141414152
2024-01-21 23:00:00,2024-01-21 23:00:00,16091.0,6.091000000000001,6.10535294117647,-0.2650106951871676
2024-01-22 23:00:00,2024-01-22 23:00:00,16109.0,6.109000000000002,6.105125,-0.2652386363636374
2024-01-23 23:00:00,2024-01-23 23:00:00,16112.0,6.112000000000002,6.104333333333333,-0.2660303030303046
2024-01-24 23:00:00,2024-01-24 23:00:00,16107.0,6.106999999999999,6.104857142857143,-0.2655064935064946
2024-01-25 23:00:00,2024-01-25 23:00:00,16117.0,6.117000000000001,6.1056923076923075,-0.26467132867133003
2024-01-26 23:00:00,2024-01-26 23:00:00,16112.0,6.112000000000002,6.105833333333333,-0.26453030303030456
2024-01-27 23:00:00,2024-01-27 23:00:00,16113.0,6.1129999999999995,6.104636363636363,-0.2657272727272746
