kper,kstp,time,k,i,j,CONFq
1,1,1.0,0,1,27,0.2346866258331204
1,1,1.0,0,1,28,0.2996079344233813
1,1,1.0,0,1,29,0.4036025352205037
1,1,1.0,0,1,30,0.5293606420990713
1,1,1.0,0,1,31,0.6554559877126014
1,1,1.0,0,1,32,0.8388106673154816
1,1,1.0,0,1,33,1.0678095213507799
1,1,1.0,0,1,34,1.2542204192506112
1,1,1.0,0,1,35,1.4411849090443223
1,1,1.0,0,1,36,1.6106148656926678
1,1,1.0,0,1,37,1.6813167020646382
1,1,1.0,0,1,38,1.7565483079176154
1,1,1.0,0,1,39,1.8442219330249028
1,1,1.0,0,1,40,1.946819205261889
1,1,1.0,0,1,41,2.059062798353457
1,1,1.0,0,1,42,2.156987706841619
1,1,1.0,0,2,24,0.004259992065861695
1,1,1.0,0,2,25,0.049647479316769605
1,1,1.0,0,2,26,0.11902513037323104
1,1,1.0,0,2,27,0.20706164596491838
1,1,1.0,0,2,28,0.29957175942687897
1,1,1.0,0,2,29,0.4236646391854766
1,1,1.0,0,2,30,0.5742226873899856
1,1,1.0,0,2,31,0.7418856417457107
1,1,1.0,0,2,32,1.0570833913678115
1,1,1.0,0,2,33,1.2985800310489104
1,1,1.0,0,2,34,1.4576217387648036
1,1,1.0,0,2,35,1.5906084516441048
1,1,1.0,0,2,36,1.6956473431063035
1,1,1.0,0,2,37,1.7528732356527197
1,1,1.0,0,2,38,1.8222098983602706
1,1,1.0,0,2,39,1.9097532438481846
1,1,1.0,0,2,40,2.0203786413385405
1,1,1.0,0,2,41,2.159596709069257
1,1,1.0,0,2,42,2.343753185311204
1,1,1.0,0,2,43,2.6476716504469398
1,1,1.0,0,2,44,2.9385848208998215
1,1,1.0,0,2,45,3.2415715151423647
1,1,1.0,0,2,46,3.6064990660478546
1,1,1.0,0,2,47,3.4143912920927963
1,1,1.0,0,3,21,-0.38503522401153667
1,1,1.0,0,3,22,-0.30234753698577066
1,1,1.0,0,3,23,-0.15404189375669297
1,1,1.0,0,3,24,-0.01000978547372533
1,1,1.0,0,3,25,0.057992037279666064
1,1,1.0,0,3,26,0.13456126767361098
1,1,1.0,0,3,27,0.21151905226732381
1,1,1.0,0,3,28,0.31498208862952026
1,1,1.0,0,3,29,0.4983839583081231
1,1,1.0,0,3,30,0.7283122619928406
1,1,1.0,0,3,31,1.0603913749186962
1,1,1.0,0,3,32,1.4803026107640136
1,1,1.0,0,3,33,1.6415908408529418
1,1,1.0,0,3,34,1.754335429241447
1,1,1.0,0,3,35,1.824559812826637
1,1,1.0,0,3,36,1.8504788564826455
1,1,1.0,0,3,37,1.8903242828820996
1,1,1.0,0,3,38,1.9495297844594788
1,1,1.0,0,3,39,2.0344156730231777
1,1,1.0,0,3,40,2.150524441877332
1,1,1.0,0,3,41,2.304103326424789
1,1,1.0,0,3,42,2.5046056388980293
1,1,1.0,0,3,43,2.762674890734539
1,1,1.0,0,3,44,3.036309765410415
1,1,1.0,0,3,45,3.2975533797670895
1,1,1.0,0,3,46,3.5015726070331556
1,1,1.0,0,3,47,3.344839885503296
1,1,1.0,0,3,48,3.228790253145009
1,1,1.0,0,4,18,-0.8868038142881893
1,1,1.0,0,4,19,-0.7192903075200139
1,1,1.0,0,4,20,-0.48886677086887964
1,1,1.0,0,4,21,-0.40246861892488894
1,1,1.0,0,4,22,-0.2957148018231113
1,1,1.0,0,4,23,-0.13968092051229775
1,1,1.0,0,4,24,0.007776013680107496
1,1,1.0,0,4,25,0.09032954911483948
1,1,1.0,0,4,26,0.18432114611461436
1,1,1.0,0,4,27,0.2798140384662915
1,1,1.0,0,4,28,0.43659966674831097
1,1,1.0,0,4,29,0.7053396487463477
1,1,1.0,0,4,30,1.0196390973340996
1,1,1.0,0,4,31,1.4260211833210317
1,1,1.0,0,4,32,1.7954963257027767
1,1,1.0,0,4,33,1.9302415442051881
1,1,1.0,0,4,34,2.017703730221646
1,1,1.0,0,4,35,2.0613899237221336
1,1,1.0,0,4,36,2.0720069810439945
1,1,1.0,0,4,37,2.090106579530442
1,1,1.0,0,4,38,2.134448400981663
1,1,1.0,0,4,39,2.2134107436900496
1,1,1.0,0,4,40,2.3318687605694386
1,1,1.0,0,4,41,2.4944727517750263
1,1,1.0,0,4,42,2.7060532516739446
1,1,1.0,0,4,43,2.967194224525832
1,1,1.0,0,4,44,3.258844858205361
1,1,1.0,0,4,45,3.530183498543771
1,1,1.0,0,4,46,3.5325667099829854
1,1,1.0,0,4,47,3.3552969471324197
