kper,kstp,time,k,i,j,AWq
1,1,1.0,0,2,46,-29.450093395214594
1,1,1.0,0,3,46,-13.04273929668443
1,1,1.0,0,4,46,-6.343329001701477
1,1,1.0,0,5,45,-59.85694853339908
1,1,1.0,0,6,45,-52.99027523604991
1,1,1.0,0,7,44,-52.26616362000482
1,1,1.0,0,8,43,-41.86581903539479
1,1,1.0,0,8,54,-14.844166838573642
1,1,1.0,0,9,43,-29.10838344976048
1,1,1.0,0,9,52,-19.9404316105921
1,1,1.0,0,9,53,-12.267017603547174
1,1,1.0,0,10,42,-12.946803515726856
1,1,1.0,0,10,50,-14.206834656587148
1,1,1.0,0,10,51,-6.843787696326558
1,1,1.0,0,11,42,8.602400985801182
1,1,1.0,0,11,48,-8.396552260429416
1,1,1.0,0,11,49,-12.68719782450512
1,1,1.0,0,12,9,-17.992691626149735
1,1,1.0,0,12,42,6.492289565611713
1,1,1.0,0,12,46,32.037791037208194
1,1,1.0,0,12,47,-18.2986995352818
1,1,1.0,0,13,10,-23.06588293154084
1,1,1.0,0,13,42,10.827464541696827
1,1,1.0,0,13,44,33.894896236883596
1,1,1.0,0,13,45,7.797272826596441
1,1,1.0,0,13,52,-77.56953473232352
1,1,1.0,0,13,53,-70.33782445259021
1,1,1.0,0,13,54,-68.35000108922873
1,1,1.0,0,13,55,-68.21862260176545
1,1,1.0,0,14,10,-28.734739380172414
1,1,1.0,0,14,11,-29.612267768806873
1,1,1.0,0,14,41,7.763130002520484
1,1,1.0,0,14,42,19.08724969911509
1,1,1.0,0,14,43,89.45561916742054
1,1,1.0,0,14,50,-75.2951036729794
1,1,1.0,0,14,51,-72.28061796357895
1,1,1.0,0,15,12,-31.407618603829064
1,1,1.0,0,15,13,-25.798158404715196
1,1,1.0,0,15,41,16.06636584714829
1,1,1.0,0,15,48,-99.79038848920607
1,1,1.0,0,15,49,-80.66770454630421
1,1,1.0,0,16,14,-7.678958834157925
1,1,1.0,0,16,15,-22.867367939151336
1,1,1.0,0,16,16,-86.67686482741453
1,1,1.0,0,16,17,-93.32810614171615
1,1,1.0,0,16,41,2.1098200171189774
1,1,1.0,0,16,46,-172.4193026140946
1,1,1.0,0,16,47,-169.4951774142471
1,1,1.0,0,17,18,-89.43781635525045
1,1,1.0,0,17,41,-31.587092008955324
1,1,1.0,0,17,42,-177.4107520258675
1,1,1.0,0,17,43,-180.04004966713455
1,1,1.0,0,17,44,-177.46680365547297
1,1,1.0,0,17,45,-172.7165449640329
1,1,1.0,0,18,19,-65.30695810613088
1,1,1.0,0,18,20,-53.713647423770226
1,1,1.0,0,18,40,199.69634957946232
1,1,1.0,0,18,42,-175.76729621996526
1,1,1.0,0,19,21,-84.78428351204434
1,1,1.0,0,19,40,-4.6715423511889185
1,1,1.0,0,19,41,-8.236525793587816
1,1,1.0,0,20,22,-89.9541906509661
1,1,1.0,0,20,39,55.63790236922216
1,1,1.0,0,20,41,-8.139687040102103
1,1,1.0,0,21,23,-93.3186740479382
1,1,1.0,0,21,36,-124.6820431118224
1,1,1.0,0,21,37,-122.43068655361151
1,1,1.0,0,21,38,-118.8086874586221
1,1,1.0,0,21,39,-116.45309131915951
1,1,1.0,0,21,40,-8.165356787046221
1,1,1.0,0,21,41,-8.142353770717932
1,1,1.0,0,22,24,-90.25360091628977
1,1,1.0,0,22,35,-119.24179261301902
1,1,1.0,0,23,25,-79.47650781356879
1,1,1.0,0,23,26,-68.21649833092351
1,1,1.0,0,23,34,-112.18566621156936
1,1,1.0,0,24,27,-73.29173434320819
1,1,1.0,0,24,28,-99.3744086860064
1,1,1.0,0,24,33,-105.69945162455588
1,1,1.0,0,25,29,-93.02364035698542
1,1,1.0,0,25,33,-98.74140210684459
1,1,1.0,0,26,29,-92.61668048104139
1,1,1.0,0,26,32,-99.20723592953891
1,1,1.0,0,27,30,-6.223016938140972
1,1,1.0,0,27,31,-8.082997112920452
1,1,1.0,0,27,32,-8.02917925000213
1,1,1.0,0,27,33,-8.062867090743453
1,1,1.0,0,28,32,-8.169048126500229
1,1,1.0,0,28,33,-8.093932467177297
1,1,1.0,0,29,31,-8.18177532709501
1,1,1.0,0,30,31,-8.148255260104861
1,1,1.0,0,31,31,-8.267527857641426
1,1,1.0,0,32,30,18.044073546711275
1,1,1.0,0,33,27,-3.5372887108645727
1,1,1.0,0,33,28,-3.8982156554124003
1,1,1.0,0,33,29,-3.2693213213166246
1,1,1.0,0,34,25,-4.466905335261913
1,1,1.0,0,34,26,-7.316752021984826
1,1,1.0,0,35,22,-4.90215487325338
1,1,1.0,0,35,23,-5.43703989723042
1,1,1.0,0,35,24,-8.669802659662537
1,1,1.0,0,36,14,-7.972555594331311
1,1,1.0,0,36,15,-10.220311491746315
1,1,1.0,0,36,16,-4.3193884986214925
1,1,1.0,0,36,17,-4.409907181889594
1,1,1.0,0,36,18,-4.778818264144547
1,1,1.0,0,36,19,-4.868633945019155
1,1,1.0,0,36,20,-4.7968864457244536
1,1,1.0,0,36,21,-7.673669225359049
1,1,1.0,0,37,14,-6.2659673520767
1,1,1.0,0,38,12,-3.379354136870006
1,1,1.0,0,38,13,-6.187801807523215
1,1,1.0,0,39,11,-4.894424500459081
1,1,1.0,0,40,9,-3.236638471822289
1,1,1.0,0,40,10,-3.5966393958265144
1,1,1.0,0,41,7,-3.721277734329192
1,1,1.0,0,41,8,-4.0200977726372
1,1,1.0,0,42,6,-5.81373904571376
1,1,1.0,0,43,5,-5.915107009833491
1,1,1.0,0,44,3,-1.954085409101026
1,1,1.0,0,44,4,-5.426755435722839
2,1,2.0,0,2,46,-29.918275282606714
2,1,2.0,0,3,46,-13.51095725331811
2,1,2.0,0,4,46,-6.812798246718785
2,1,2.0,0,5,45,-60.32644406794384
2,1,2.0,0,6,45,-53.459776191051674
2,1,2.0,0,7,44,-52.73698636167035
2,1,2.0,0,8,43,-42.335318043740244
2,1,2.0,0,8,54,-15.312208907551849
2,1,2.0,0,9,43,-29.577867348084055
2,1,2.0,0,9,52,-20.40999438046208
2,1,2.0,0,9,53,-12.736521706708004
2,1,2.0,0,10,42,-13.417621826691402
2,1,2.0,0,10,50,-14.676340624539648
2,1,2.0,0,10,51,-7.313297279728317
2,1,2.0,0,11,42,8.109973043259401
2,1,2.0,0,11,48,-8.866045879609715
2,1,2.0,0,11,49,-13.156733865533738
2,1,2.0,0,12,9,-18.457834895114388
2,1,2.0,0,12,42,6.000480789109929
2,1,2.0,0,12,46,31.56825111458454
2,1,2.0,0,12,47,-18.768205139728593
2,1,2.0,0,13,10,-23.531104571392234
2,1,2.0,0,13,42,10.337359335092628
2,1,2.0,0,13,44,33.425105757851725
2,1,2.0,0,13,45,7.327754722763075
2,1,2.0,0,13,52,-78.03900993357479
2,1,2.0,0,13,53,-70.80604602584754
2,1,2.0,0,13,54,-68.8182024115871
2,1,2.0,0,13,55,-68.68680440520745
2,1,2.0,0,14,10,-29.19992592709616
2,1,2.0,0,14,11,-30.077563288799865
2,1,2.0,0,14,41,7.271540632219967
2,1,2.0,0,14,42,18.598506362637636
2,1,2.0,0,14,43,88.96552457452833
2,1,2.0,0,14,50,-75.76464252973267
2,1,2.0,0,14,51,-72.75017122206464
2,1,2.0,0,15,12,-31.872909786778678
2,1,2.0,0,15,13,-26.263377610547536
2,1,2.0,0,15,41,15.573757155513817
2,1,2.0,0,15,48,-100.26053548502477
2,1,2.0,0,15,49,-81.1372569378583
2,1,2.0,0,16,14,-8.144180522699799
2,1,2.0,0,16,15,-23.33252950629503
2,1,2.0,0,16,16,-87.14509390564513
2,1,2.0,0,16,17,-93.7976203452389
2,1,2.0,0,16,41,1.6176394523562294
2,1,2.0,0,16,46,-172.91397942542665
2,1,2.0,0,16,47,-169.98911898597282
2,1,2.0,0,17,18,-89.9086268136034
2,1,2.0,0,17,41,-32.07809025651534
2,1,2.0,0,17,42,-177.9008985846657
2,1,2.0,0,17,43,-180.53138804036746
2,1,2.0,0,17,44,-177.95839370542365
