kper,kstp,time,k,i,j,SPq
1,1,1.0,0,32,30,-19.559264532886118
1,1,1.0,0,33,30,-1.165850903638784
1,1,1.0,0,33,31,-1.3764878464126014
1,1,1.0,0,33,32,-14.355956097221679
1,1,1.0,0,33,33,-2.225816483259223
1,1,1.0,0,34,30,-5.97472466475665
1,1,1.0,0,34,31,-2.331033899522481
1,1,1.0,0,34,33,-4.107308193350036
1,1,1.0,0,35,33,-3.4349073493076503
1,1,1.0,0,36,32,-5.916393542098376
1,1,1.0,0,36,33,-8.392747750242052
1,1,1.0,0,37,32,-21.74264955277704
2,1,2.0,0,32,30,-19.216302633587475
2,1,2.0,0,33,30,-1.082415273852348
2,1,2.0,0,33,31,-1.2922622980458982
2,1,2.0,0,33,32,-14.267897558708682
2,1,2.0,0,33,33,-2.1369920524775807
2,1,2.0,0,34,30,-5.891435040342003
2,1,2.0,0,34,31,-2.248336671001198
2,1,2.0,0,34,33,-4.022949813956075
2,1,2.0,0,35,33,-3.3539470076975704
2,1,2.0,0,36,32,-5.835608159361982
2,1,2.0,0,36,33,-8.311799524044545
2,1,2.0,0,37,32,-21.661700646192003
2,2,3.0,0,32,30,-18.805014394273712
2,2,3.0,0,33,30,-1.0435531547200299
2,2,3.0,0,33,31,-1.2535068172555839
2,2,3.0,0,33,32,-14.223285084054623
2,2,3.0,0,33,33,-2.0919996712791544
2,2,3.0,0,34,30,-5.85256715079322
2,2,3.0,0,34,31,-2.209476290820021
2,2,3.0,0,34,33,-3.978099172841212
2,2,3.0,0,35,33,-3.314257172557518
2,2,3.0,0,36,32,-5.796261748697361
2,2,3.0,0,36,33,-8.272133821968055
2,2,3.0,0,37,32,-21.6220336832057
2,3,4.0,0,32,30,-18.363652569129044
2,3,4.0,0,33,30,-1.0254201925035886
2,3,4.0,0,33,31,-1.2356043858735575
2,3,4.0,0,33,32,-14.197965646415469
2,3,4.0,0,33,33,-2.0663315772771966
2,3,4.0,0,34,30,-5.834403277415731
2,3,4.0,0,34,31,-2.191144642692052
2,3,4.0,0,34,33,-3.951787192709162
2,3,4.0,0,35,33,-3.2944639858496885
2,3,4.0,0,36,32,-5.77693464755248
2,3,4.0,0,36,33,-8.252375102661063
2,3,4.0,0,37,32,-21.60227330471116
2,4,5.0,0,32,30,-18.44169132832303
2,4,5.0,0,33,30,-1.6610349577922534
2,4,5.0,0,33,31,-1.8652202996308915
2,4,5.0,0,33,32,-14.838436223419194
2,4,5.0,0,33,33,-2.700645146956049
2,4,5.0,0,34,30,-6.471226979074345
2,4,5.0,0,34,31,-2.833885463036495
2,4,5.0,0,34,33,-4.621831991251383
2,4,5.0,0,35,33,-3.955491990664086
2,4,5.0,0,36,32,-6.4370977726912315
2,4,5.0,0,36,33,-8.913386701678064
2,4,5.0,0,37,32,-22.26328813958571
2,5,6.0,0,32,30,-18.04197583539826
2,5,6.0,0,33,30,-1.8903184992132083
2,5,6.0,0,33,31,-2.089539931767831
2,5,6.0,0,33,32,-15.093409635825992
