time,spring,awanui,poukawa,pk4,kper,kstp,pk4-spr-diff,pk4-conf-diff
1.0,7.595916393542098,7.261982156554124,7.643307020817389,7.595916393542098,1,1,-0.005916393542098497,6.404083606457902
2.0,7.595835608159362,7.261298055499251,7.643020393804642,7.595835608159362,2,1,-0.005835608159362238,6.355190711840638
3.0,7.595796261748697,7.2601725259239345,7.642641716933478,7.595796261748697,2,2,-0.005796261748697518,6.306256368251303
4.0,7.595776934647552,7.25865134763441,7.6420889498184055,7.595776934647552,2,3,-0.005776934647552245,6.257302015352448
5.0,7.595056207772691,7.256446097598457,7.641456218781205,7.595056207772691,2,4,-0.0064370977726913026,6.209049052227309
6.0,7.594070786381612,7.253599041706081,7.640751489451525,7.594070786381612,2,5,-0.006688526381611659,6.161060793618389
7.0,7.592382779533813,7.250251448088354,7.640020318905439,7.592382779533813,2,6,-0.00735339953381331,6.113775110466187
8.0,7.590964097394417,7.246484859115077,7.639303754879556,7.590964097394417,2,7,-0.00710539739441618,6.066220112605584
9.0,7.589700450485585,7.242523527059131,7.638312336160032,7.589700450485585,2,8,-0.006963970485585058,6.018510079514414
10.0,7.5885645925982415,7.238591500063859,7.636977432428885,7.5885645925982415,2,9,-0.006847572598241314,5.970672247401759
11.0,7.586738366721083,7.234513341511314,7.6353332023468266,7.586738366721083,2,10,-0.007501396721083076,5.923524793278916
12.0,7.585052560546105,7.229939795130909,7.633429655822305,7.585052560546105,2,11,-0.007375100546104463,5.876236909453896
13.0,7.582747646627367,7.225121952718517,7.631273370996734,7.582747646627367,2,12,-0.007963746627367208,5.829568143372632
14.0,7.58026353628487,7.220248602679974,7.629158308455043,7.58026353628487,2,13,-0.008140246284869868,5.783078573715129
15.0,7.577974347081156,7.215264126900801,7.627176347322985,7.577974347081156,2,14,-0.00796489708115633,5.736394072918843
16.0,7.575387225269315,7.209690351889491,7.625352576938348,7.575387225269315,2,15,-0.008253015269315433,5.690007514730684
17.0,7.572779867172308,7.203646665611176,7.623671238829514,7.572779867172308,2,16,-0.008280567172308295,5.643641182827691
18.0,7.570649595829433,7.197278295274454,7.622137341517796,7.570649595829433,2,17,-0.007839565829433681,5.596797774170566
19.0,7.568925282934053,7.190560857571224,7.620736175523448,7.568925282934053,2,18,-0.007463672934052923,5.549548397065946
20.0,7.567442042944653,7.183589950933773,7.619454503226784,7.567442042944653,2,19,-0.0072415329446533505,5.502057957055347
21.0,7.566414036198556,7.17638591030548,7.618261212620022,7.566414036198556,2,20,-0.006816626198555831,5.454112283801444
22.0,7.56465209984449,7.169235049754642,7.617166679399421,7.56465209984449,2,21,-0.0075104698444894424,5.40690053015551
23.0,7.562414254526068,7.162150914382364,7.616141858494977,7.562414254526068,2,22,-0.007963874526068615,5.360164695473932
24.0,7.5590595033106815,7.155183257129177,7.6151989836215135,7.5590595033106815,2,23,-0.009022913310681169,5.314545756689318
